code,收盘,上市天,流通市值亿,RPS250,RPS120,MA100,MA300,多头排列,站上20周线,量比20/60,距250日新高%,本轮基地数,距区间高点%,满3基,池,名称,细分行业
301238,16.1,1508.0,117.6983527023713,41.033822590938094,45.89493551431268,20.609499999999997,20.177066666666665,True,False,0.7425345761116023,-39.13043478260869,4,-39.13043478260869,True,用户池(2022-08前后上市),瑞泰新材,电池化学品
001226,39.1,1503.0,13.263657490822055,76.8985322271857,38.25102233406732,46.2641,40.898266666666665,True,False,0.6774487827320179,-28.204186558942347,3,-28.204186558942347,True,用户池(2022-08前后上市),拓山重工,工程机械零件
301220,28.01,1503.0,21.969960757714773,8.487555839183154,40.01258257313621,36.5081,40.302033333333334,False,False,0.7995059839534249,-44.080654821321616,3,-55.567893401015226,True,用户池(2022-08前后上市),亚香股份,其他化学制品
301289,43.51,1503.0,33.77133669394591,40.2680280791321,35.10537905001573,50.343199999999996,53.0355,False,False,0.6936416883996528,-37.29644040928088,4,-37.29644040928088,True,用户池(2022-08前后上市),国缆检测,检测服务
688349,15.6,1503.0,244.4841441168235,35.67326100829611,49.07203523120478,16.4805,18.857066666666668,False,False,0.9306596184146355,-36.352509179926564,1,-38.51005124162397,False,用户池(2022-08前后上市),三一重能,风电整机
001323,17.31,1502.0,53.83623799440419,7.594128908742821,14.627241270839885,20.445700000000002,24.252466666666667,False,False,1.6318500977129922,-39.64435146443515,1,-49.606986899563324,False,用户池(2022-08前后上市),慕思股份,家具
301302,22.17,1502.0,30.888128023246423,50.86151882578175,75.8414595784838,25.640500000000003,24.8889,True,False,0.6671256101670934,-40.56300268096514,2,-40.56300268096514,False,用户池(2022-08前后上市),华如科技,军工电子
001316,25.84,1501.0,38.7545222721817,65.15634971282705,27.398553004089337,34.248799999999996,28.749133333333333,True,False,0.8204341766183708,-41.86726659167604,3,-41.86726659167604,True,用户池(2022-08前后上市),润贝航科,贸易
688047,107.63,1501.0,437.7297321150764,33.56732610082961,12.834224598930483,142.2757,139.8597,True,False,0.7437106625084797,-44.34274485469025,2,-44.34274485469025,False,用户池(2022-08前后上市),龙芯中科,集成电路设计
301112,31.1,1496.0,34.04782848347103,38.99170389278877,51.02233406731676,32.8056,38.07036666666667,False,False,1.0792443256878048,-48.806584362139915,6,-48.806584362139915,True,用户池(2022-08前后上市),信邦智能,其他专用设备
688297,41.09,1496.0,277.57607762361835,20.29355456285897,60.08178672538534,45.7149,48.48203333333333,False,False,0.873043708497975,-35.826956114321405,3,-35.826956114321405,True,用户池(2022-08前后上市),中无人机,航空装备
001268,17.91,1495.0,17.07753916296788,47.25590299936184,21.23309216734822,24.8114,23.157233333333334,True,False,1.1480811016333017,-42.63292761050609,5,-42.63292761050609,True,用户池(2022-08前后上市),联合精密,机械基础件
601089,17.3,1495.0,83.10044047326458,29.86598596043395,8.996539792387544,19.268900000000002,21.346766666666667,False,False,1.082231842451153,-44.26546391752577,2,-44.26546391752577,False,用户池(2022-08前后上市),福元医药,化学制剂
001309,349.0,1494.0,575.95384146,99.45756222080408,94.2749292230261,569.1386,300.3066666666667,True,False,1.179903133873679,-64.02061855670102,3,-64.02061855670102,True,用户池(2022-08前后上市),德明利,集成电路设计
688237,51.0,1494.0,45.852848561573595,89.72559029993619,88.01509908776345,52.52620000000001,45.900400000000005,True,False,1.5442535451513237,-28.37078651685394,3,-28.37078651685394,True,用户池(2022-08前后上市),超卓航科,航空装备
301234,66.1,1490.0,26.623934262721733,92.40587109125717,98.08115759672853,40.1998,39.38763333333333,True,True,2.0335937767362333,-14.983922829581998,3,-14.983922829581998,True,用户池(2022-08前后上市),五洲医疗,医疗耗材
301239,32.44,1490.0,46.05912926165549,31.174218251435864,73.95407360805285,35.8631,36.8384,False,False,0.9983177951574849,-30.728165705744182,1,-44.95163753605974,False,用户池(2022-08前后上市),普瑞眼科,医院
301233,31.43,1489.0,12.432432580953877,30.9189534141672,49.13494809688581,37.588899999999995,38.2775,False,False,0.6070115788138584,-34.81957693902945,4,-34.81957693902945,True,用户池(2022-08前后上市),盛帮股份,车身附件及饰件
688400,43.35,1489.0,200.14611368660388,85.73707721761328,86.66247247562127,53.2691,42.467999999999996,True,False,0.6655469642489484,-39.20056100981767,4,-39.20056100981767,True,用户池(2022-08前后上市),凌云光,其他专用设备
301208,29.4,1488.0,19.868559077755677,8.583280153158903,38.31393519974835,31.659200000000002,38.19976666666667,False,False,0.9385733130613039,-41.48089171974523,3,-44.465432565168115,True,用户池(2022-08前后上市),中亦科技,行业应用软件
688322,100.23,1488.0,324.0005482345175,85.4818123803446,84.64926077382825,99.0719,85.313,True,True,0.6837247518962364,-32.459568733153645,4,-32.459568733153645,True,用户池(2022-08前后上市),奥比中光-W,光学元件
301175,5.57,1487.0,34.661156969601464,65.6349712827058,72.82164202579428,5.7861,5.5831333333333335,True,False,1.0221873591238584,-27.284595300261095,3,-27.284595300261095,True,用户池(2022-08前后上市),中科环保,固废治理
301312,53.39,1484.0,46.350498230861334,90.77855775366943,88.04655552060396,82.62049999999999,51.447466666666664,True,False,0.8586886882733505,-55.33712564831856,5,-55.33712564831856,True,用户池(2022-08前后上市),智立方,其他自动化设备
603235,24.06,1483.0,105.21787061721542,40.87428206764518,71.81503617489776,24.5653,26.035966666666667,False,False,1.0908913157067932,-17.319587628865985,5,-17.319587628865985,True,用户池(2022-08前后上市),天新药业,原料药
688353,89.42,1482.0,142.9118379436575,96.77728142948308,69.8961937716263,105.4775,77.17196666666666,True,False,1.1054941647097223,-35.76149425287356,4,-35.76149425287356,True,用户池(2022-08前后上市),华盛锂电,电池化学品
001230,18.4,1480.0,20.249431844915968,77.34524569240587,89.46209499842718,17.874699999999997,16.690766666666665,True,True,1.6319878773544074,-8.955962394854044,6,-8.955962394854044,True,用户池(2022-08前后上市),劲旅环境,固废治理
603170,13.09,1480.0,52.39590606258797,68.6981493299298,74.67757156338472,12.431399999999998,13.2078,False,True,1.1969916063245125,-17.776381909547734,2,-19.446153846153848,False,用户池(2022-08前后上市),宝立食品,调味品
688332,78.8,1480.0,142.73595627699493,75.01595405232929,58.414595784838,96.9157,86.8322,True,False,1.008780465611388,-49.968253968253975,4,-49.968253968253975,True,用户池(2022-08前后上市),中科蓝讯,集成电路设计
688231,25.57,1473.0,82.59704946638695,91.35290363752392,88.39257628184963,30.399900000000002,21.73,True,False,1.181029015693537,-41.62100456621004,4,-41.62100456621004,True,用户池(2022-08前后上市),隆达股份,航天装备
688375,76.08,1473.0,456.7801797740418,77.05807275047863,7.392261717521233,103.4533,86.23863333333334,True,False,0.9515370077801198,-54.84598492492137,5,-54.84598492492137,True,用户池(2022-08前后上市),国博电子,军工电子
001336,17.14,1470.0,11.014741526556065,62.15698787492023,57.785467128027676,19.3833,18.640833333333333,True,False,0.8467850996863863,-29.609856262833677,4,-29.609856262833677,True,用户池(2022-08前后上市),楚环科技,环保设备
603211,23.07,1470.0,63.14545633537194,79.06828334396937,84.49197860962568,28.3452,22.41913333333333,True,False,1.1385161037012312,-41.520912547528525,4,-41.520912547528525,True,用户池(2022-08前后上市),晋拓股份,其他汽车零部件
688382,18.79,1470.0,111.27657330385534,0.22335673261008296,32.84051588549858,20.5991,27.620566666666665,False,False,1.2798889757028182,-60.77244258872652,2,-60.77244258872652,False,用户池(2022-08前后上市),益方生物-U,其他生物制药
301306,82.95,1469.0,49.05085636831546,86.56668793873644,46.807172066687635,140.3742,93.82303333333333,True,False,0.9605015307063842,-53.75738655368492,4,-53.75738655368492,True,用户池(2022-08前后上市),西测测试,检测服务
001258,12.73,1468.0,118.37981268971262,90.68283343969368,98.14407046240956,9.208,7.987333333333334,True,True,1.564367557583513,-11.165387299371943,4,-11.165387299371943,True,用户池(2022-08前后上市),立新能源,风力发电
688253,55.82,1467.0,76.34559627231076,91.4167198468411,97.70368040264235,50.851800000000004,38.39176666666666,True,True,0.7991574360700574,-14.674411494955674,2,-14.674411494955674,False,用户池(2022-08前后上市),英诺特,体外诊断
301269,87.05,1466.0,480.9807721703666,30.472239948947035,59.547027367096575,97.33,108.12893333333334,False,False,0.8043060080035813,-35.9832328283571,1,-41.64767395093176,False,用户池(2022-08前后上市),华大九天,集成电路设计
603201,15.29,1466.0,28.77666072023461,54.91384811742183,68.41774142812204,16.1877,16.43906666666667,False,False,1.1360424968400138,-26.87709230033477,3,-26.87709230033477,True,用户池(2022-08前后上市),常润股份,其他汽车零部件
688130,18.66,1466.0,11.255097257929027,39.948947032546265,41.80559924504561,24.1425,23.140133333333335,True,False,1.0988145605373811,-39.07933398628794,4,-39.07933398628794,True,用户池(2022-08前后上市),晶华微,集成电路设计
301195,25.98,1463.0,22.848614511141115,15.85832801531589,36.2378106322743,29.9095,33.0269,False,False,0.5855386286240344,-35.978314440611136,4,-35.978314440611136,True,用户池(2022-08前后上市),北路智控,行业应用软件
301333,47.32,1462.0,45.69758569154002,45.40523292916401,11.76470588235294,56.406299999999995,57.15546666666666,False,False,1.3478649888333143,-47.95424549054113,3,-47.95424549054113,True,用户池(2022-08前后上市),诺思格,医疗研发外包
688371,21.34,1462.0,72.30945014715013,80.31269942565412,85.18402013211703,29.612800000000004,23.138133333333332,True,False,0.8605168730986615,-52.63041065482796,3,-52.63041065482796,True,用户池(2022-08前后上市),菲沃泰,电子化学品
301278,27.35,1460.0,14.109266471124148,26.93044033184429,35.4513998112614,35.1378,35.21573333333333,False,False,0.7443679229991541,-44.914400805639474,2,-44.914400805639474,False,用户池(2022-08前后上市),快可电子,光伏辅材
001236,7.77,1459.0,58.9002246112824,5.264837268666241,46.146586977036804,8.523299999999999,10.291633333333333,False,False,0.9800087516436162,-43.24324324324324,2,-51.34627426424547,False,用户池(2022-08前后上市),弘业期货,期货
301095,63.65,1459.0,110.45667093559958,72.94192724952137,51.96602705253224,88.16609999999999,76.63136666666666,True,False,0.8365469359877971,-48.340232124015905,5,-48.340232124015905,True,用户池(2022-08前后上市),广立微,集成电路设计
301308,319.8,1459.0,918.2012661070974,99.13848117421826,75.87291601132432,460.04760000000005,273.8211,True,False,0.9976659505222676,-55.773751901535064,7,-55.773751901535064,True,用户池(2022-08前后上市),江波龙,集成电路设计
688373,4.58,1459.0,30.164196165182748,3.7013401403956605,29.600503302925446,5.3475,6.442466666666666,False,False,1.2289775498226365,-52.83213182286304,3,-52.83213182286304,True,用户池(2022-08前后上市),盟科药业-U,化学制剂
688380,34.57,1459.0,139.51710412454096,80.1531589023612,7.1720666876376225,47.5821,38.1138,True,False,0.985666987450184,-47.54968896980731,5,-47.54968896980731,True,用户池(2022-08前后上市),中微半导,集成电路设计
001229,34.98,1456.0,25.982569235926647,86.85386088066369,94.49512425290972,29.5544,26.690133333333332,True,True,1.4884487730262483,-26.450798990748538,2,-26.450798990748538,False,用户池(2022-08前后上市),魅视科技,其他IT设备
301121,30.67,1456.0,15.52251628415456,24.282067645181876,38.97452028939918,36.3149,40.592333333333336,False,False,0.9732514484659457,-42.033642033642025,3,-42.033642033642025,True,用户池(2022-08前后上市),紫建电子,锂电池
301197,23.69,1456.0,25.67821359042711,73.96298659859605,91.50676313306072,27.576,22.7317,True,False,0.9213097617153908,-41.59270216962525,6,-41.59270216962525,True,用户池(2022-08前后上市),工大科雅,行业应用软件
688205,117.3,1455.0,189.6251936442041,93.74601148691768,25.69990563070148,210.2121,141.16626666666667,True,False,0.7918504991775035,-60.415752708129446,6,-60.415752708129446,True,用户池(2022-08前后上市),德科立,网络接配及塔设
301132,27.98,1454.0,27.051806376903638,23.580089342693043,45.20289399182133,39.151199999999996,36.16523333333333,True,False,0.7825295100856904,-50.0,2,-50.0,False,用户池(2022-08前后上市),满坤科技,PCB
301318,20.24,1454.0,18.86915210012075,6.445437141033823,22.113872286882668,23.271600000000003,28.024666666666665,False,False,0.8921817767202455,-44.19630548662808,4,-44.19630548662808,True,用户池(2022-08前后上市),维海德,安防设备
301192,19.23,1453.0,9.763195025717476,21.47415443522655,12.45674740484429,23.4163,26.97726666666667,False,False,0.8912443507640043,-53.81844380403458,5,-53.81844380403458,True,用户池(2022-08前后上市),泰祥股份,底盘与发动机系统
688273,29.05,1453.0,29.308152533771402,53.286534779834085,16.105693614344133,40.7372,38.58286666666666,True,False,0.9744782775363736,-52.007269122749044,4,-52.007269122749044,True,用户池(2022-08前后上市),麦澜德,医疗设备
