月,全市场数,次新数,全_H250_G100,新_H250_G100,全_H250_G200,新_H250_G200,全_H250_G500,新_H250_G500,全_H500_G100,新_H500_G100,全_H500_G200,新_H500_G200,全_H500_G500,新_H500_G500,全_H750_G100,新_H750_G100,全_H750_G200,新_H750_G200,全_H750_G500,新_H750_G500
2018-01,3105,569,0.09339774557165861,0.14411247803163443,0.024798711755233495,0.03866432337434095,0.001932367149758454,0.0017574692442882249,0.3033816425120773,0.38312829525483305,0.13655394524959744,0.19332161687170474,0.028341384863123993,0.03866432337434095,0.3249597423510467,0.4077328646748682,0.15458937198067632,0.21616871704745166,0.031239935587761676,0.04745166959578207
2018-02,3075,597,0.11219512195121951,0.1708542713567839,0.030894308943089432,0.04522613065326633,0.0022764227642276423,0.0033500837520938024,0.3408130081300813,0.4288107202680067,0.15056910569105691,0.21105527638190955,0.033170731707317075,0.04522613065326633,0.37105691056910567,0.4539363484087102,0.16747967479674797,0.22445561139028475,0.0351219512195122,0.05527638190954774
2018-03,3095,635,0.08820678513731825,0.13070866141732285,0.02197092084006462,0.028346456692913385,0.0006462035541195477,0.0015748031496062992,0.3075928917609047,0.3700787401574803,0.1295638126009693,0.16850393700787403,0.02617124394184168,0.029921259842519685,0.34054927302100163,0.4,0.1505654281098546,0.2031496062992126,0.029725363489499192,0.04566929133858268
2018-04,3120,678,0.09807692307692308,0.14454277286135694,0.0266025641025641,0.04277286135693215,0.0009615384615384616,0.0029498525073746312,0.3371794871794872,0.38495575221238937,0.14423076923076922,0.18289085545722714,0.03012820512820513,0.048672566371681415,0.3644230769230769,0.41150442477876104,0.16346153846153846,0.2153392330383481,0.03108974358974359,0.05457227138643068
2018-05,3143,720,0.11263124403436207,0.1638888888888889,0.031180400890868598,0.04861111111111111,0.0028635062042634426,0.006944444444444444,0.34393891186764236,0.3888888888888889,0.15208399618199173,0.18888888888888888,0.028635062042634427,0.04722222222222222,0.3655742920776328,0.4097222222222222,0.16003818008272352,0.20555555555555555,0.02927139675469297,0.05138888888888889
2018-06,3167,759,0.19608462267129775,0.25428194993412384,0.06441427218187559,0.09354413702239789,0.006630880959898958,0.014492753623188406,0.4212188190716767,0.45322793148880103,0.19229554783706979,0.22134387351778656,0.040732554467950745,0.061923583662714096,0.43542784970003157,0.46772068511198944,0.20176823492263973,0.23583662714097497,0.03757499210609409,0.057971014492753624
2018-07,3230,800,0.22043343653250774,0.29375,0.07492260061919505,0.11,0.009287925696594427,0.01625,0.41609907120743034,0.47125,0.18390092879256967,0.23,0.03931888544891641,0.06,0.4297213622291022,0.485,0.19287925696594427,0.24375,0.03591331269349845,0.05625
2018-08,3269,841,0.2826552462526767,0.356718192627824,0.10492505353319058,0.1545778834720571,0.011930253900275314,0.022592152199762187,0.45579687977974914,0.5160523186682521,0.21382685836647292,0.262782401902497,0.04741511165494035,0.07253269916765755,0.48638727439583973,0.5636147443519619,0.23309880697460997,0.28656361474435194,0.04619149587029673,0.0713436385255648
2018-09,3297,871,0.29360024264482865,0.3857634902411022,0.10828025477707007,0.16303099885189437,0.013042159538974826,0.024110218140068886,0.4570821959356991,0.5269804822043628,0.21868365180467092,0.28587830080367393,0.048225659690627844,0.07577497129735936,0.49256900212314225,0.5706084959816303,0.24143160448892934,0.3099885189437428,0.05065210797694874,0.08036739380022963
2018-10,3306,899,0.3702359346642468,0.46162402669632924,0.1482153660012099,0.20800889877641823,0.018451300665456746,0.03225806451612903,0.5254083484573503,0.5817575083426029,0.2555958862673926,0.3125695216907675,0.05928614640048397,0.0878754171301446,0.5623109497882638,0.6206896551724138,0.294010889292196,0.3592880978865406,0.0662431941923775,0.09788654060066741
