年,未破,持有日,A实收,A峰值,B实收,B峰值,C实收,再创新高
2017,False,25,-0.005899705014749235,0.38348082595870214,-0.13864306784660774,0.38348082595870214,0.08112094395280223,False
2020,False,40,0.13099630996309952,0.603321033210332,-0.16420664206642066,0.603321033210332,0.03690036900368998,False
2023,False,11,-0.057613168724279906,0.014403292181069727,-0.10905349794238683,0.026748971193415683,-0.09053497942386834,False
2014,False,63,0.2037914691943128,0.4289099526066351,0.8554502369668249,2.2535545023696684,0.9763033175355451,True
2017,False,27,-0.07763615295480886,0.024333719582850355,-0.06257242178447286,0.07068366164542295,-0.07184241019698734,False
2019,False,34,0.009569377990430672,0.10526315789473695,-0.0717703349282296,0.2787081339712918,0.11722488038277512,True
2014,False,215,2.139130434782609,3.282608695652174,0.7652173913043478,3.282608695652174,1.0478260869565217,False
2017,False,19,-0.16182572614107893,-0.016597510373444035,-0.23443983402489632,0.08713692946058083,-0.03319502074688796,True
2019,False,19,-0.18028846153846156,0.009615384615384581,0.09615384615384603,0.7163461538461537,-0.11778846153846156,True
2020,False,87,0.38901601830663624,0.6338672768878717,0.45995423340961095,0.6338672768878717,0.2379862700228832,False
2022,False,37,-0.012195121951219412,0.07317073170731714,-0.12398373983739841,0.33536585365853666,0.014227642276422925,True
2023,False,41,-0.0053956834532372655,0.181654676258993,-0.3579136690647482,0.181654676258993,-0.27877697841726623,False
2014,False,13,-0.049645390070921946,0.02269503546099294,0.8056737588652483,3.0382978723404257,0.25815602836879425,True
2017,False,36,-0.008837525492862097,0.15363698164513928,-0.32290958531611147,0.15363698164513928,-0.1155676410605031,False
2020,False,11,-0.11862917398945527,-0.040421792618629215,-0.24692442882249566,0.09226713532513164,-0.17750439367311077,True
2022,False,14,-0.18521983161833477,0.017773620205799867,-0.12815715622076695,0.096351730589336,-0.18428437792329266,False
2023,False,11,-0.039727582292849006,0.020431328036322416,0.2633371169125993,1.5164585698070376,0.20090805902383657,True
2014,False,70,0.3127705627705628,0.5919913419913421,0.3008658008658007,1.6623376623376624,0.38095238095238093,True
2020,False,23,-0.08991494532199273,0.023086269744835963,-0.03645200486026745,0.053462940461725283,-0.2563791008505468,False
2021,False,4,-0.09987357774968397,-0.024020227560050622,-0.04930467762326174,0.3173198482932995,-0.16434892541087232,True
2023,False,33,0.04767580452920117,0.24195470798569718,1.5351609058402857,2.8891537544696066,-0.05482717520858171,True
2024,False,56,0.6842610364683301,1.3330134357005758,0.6362763915547025,2.13147792706334,0.44817658349328204,True
