# §61 判定:三条全中年化 +10.37%,但 300 次随机对照 p=0.16,与随机无法区分;本表是状态频率统计,不是买点,不构成投资建议。
月份,t,代码,调整天数,深度,缩量比,收敛比
2013-08,157,002648,25,0.1662269129287599,0.5919501330923641,0.7886658795749709
2013-08,157,600375,18,0.11753183153770819,0.46225936965928227,0.3897136797454931
2013-08,157,600851,11,0.12734082397003743,0.5660224044822432,0.7286432160804023
2013-08,157,001896,36,0.15302491103202853,0.6957484081520702,0.7888153053715969
2013-08,157,000790,44,0.18937329700272476,0.5227358994650826,0.5392996108949416
2013-08,157,000797,56,0.23580786026200873,0.5251402476810456,0.5370518994114502
2013-08,157,600261,27,0.2253164556962025,0.5637214255455101,0.6259455370650534
2013-08,157,300346,31,0.18555008210180624,0.5790575296860508,0.5824468085106381
2013-08,157,000848,37,0.14696969696969697,0.6212799833860372,0.7899216887980929
2013-08,157,002317,11,0.128421052631579,0.3819078582533098,0.8140350877192983
2013-08,157,002594,23,0.17229729729729726,0.6080207847984039,0.8190865016585857
2013-08,157,600976,24,0.16137040714995032,0.5604719319401245,0.7247899159663853
2013-08,157,002606,34,0.22263222632226332,0.5431948411666326,0.7796989495722485
2013-08,157,600167,24,0.1335078534031413,0.7126684479369912,0.625651720542232
2013-08,157,600990,21,0.11841326228537596,0.7076727915115661,0.8247705702408029
2013-08,157,300273,17,0.19145690312738362,0.708663781799836,0.7602083683414551
2013-08,157,600189,18,0.1373913043478261,0.7462994412496222,0.8085808580858079
2013-08,157,600192,26,0.14655172413793094,0.6378674372301268,0.6162902450744827
2013-09,176,000920,35,0.23180873180873174,0.6859229430702969,0.7036399263701679
2013-09,176,002228,47,0.10227272727272718,0.6344249091714755,0.6412540078375487
2013-09,176,600207,14,0.14727272727272722,0.39659055892992956,0.562403697996918
2013-09,176,300297,16,0.13559322033898313,0.5069109481144403,0.5326876513317196
2013-09,176,600699,38,0.2049910873440286,0.47156885387465997,0.575953356445005
2013-09,176,002649,36,0.1962421711899791,0.6508394180149234,0.5312693498452011
2013-09,176,600703,33,0.15521327014218,0.5706814009809491,0.6581004494821183
2013-09,176,002653,34,0.17269812185066424,0.4851293750206813,0.6315324598851763
2013-09,176,002655,22,0.19975639464068218,0.4474943537531797,0.49891478986385523
2013-09,176,002382,29,0.13043478260869568,0.5938938105056253,0.5226383454443821
2013-09,176,600067,33,0.20132450331125817,0.5427537200115157,0.49189731822744887
2013-09,176,002520,44,0.1688311688311689,0.5104064384313384,0.5640070841469508
2013-09,176,300317,36,0.13842482100238673,0.4095886841715714,0.48045977011494206
2013-09,176,300036,31,0.21145374449339205,0.6386106966638115,0.584297017650639
2013-09,176,002256,25,0.12195121951219512,0.461466633952187,0.44282744282744363
2013-09,176,300319,28,0.1596091205211726,0.3338180332543068,0.48874202720356547
2013-09,176,002668,31,0.15588235294117647,0.6292392975620069,0.5832223701731019
2013-09,176,002529,38,0.22288706058339558,0.5566390208181041,0.6525739320920043
2013-09,176,600235,26,0.11772665764546686,0.5285235171363761,0.5426212205873227
2013-09,176,002263,18,0.11553784860557759,0.41506834763865863,0.461711711711712
2013-09,176,300188,22,0.1813643926788685,0.6267896653269496,0.39178213091256575
2013-09,176,600584,38,0.11859443631039535,0.6305230198025936,0.5437499999999997
2013-09,176,600086,28,0.13979848866498745,0.5099363102837318,0.4178969908711817
2013-09,176,002683,36,0.2184331797235023,0.6358089252023652,0.7208791208791209
2013-09,176,300339,17,0.13740458015267165,0.6044026892559273,0.594262295081967
2013-09,176,002549,29,0.215962441314554,0.5665061532036362,0.5843263061411552
2013-09,176,300342,17,0.1366024518388792,0.5023395563355566,0.6486486486486487
2013-09,176,600460,32,0.1796296296296297,0.471334555621771,0.4009794918885832
2013-09,176,300229,20,0.1978465679676985,0.4749545104500053,0.5631684491978611
2013-09,176,601238,37,0.1869158878504673,0.6648340162685468,0.44283121597096153
2013-09,176,600634,68,0.19368723098995688,0.47372124897085693,0.6864064602960969
2013-09,176,002589,35,0.13238289205702658,0.5580679960589343,0.5844155844155844
2013-09,176,300248,13,0.1455108359133127,0.43965780996894316,0.5089058524173031
2013-09,176,300250,13,0.13367875647668404,0.5283860477879945,0.6285938316779923
2013-09,176,600969,27,0.1689839572192513,0.6671015908708713,0.741394527802295
2013-09,176,002335,32,0.15714285714285714,0.40532746933206165,0.4509582863585116
2013-09,176,002351,21,0.12745098039215685,0.34546546451918964,0.42620137299771144
2013-09,176,000899,74,0.22297297297297303,0.5039343147035861,0.36960784313725464
2013-09,176,600182,25,0.0788973384030418,0.5081808157504955,0.5629460845089298
2013-09,176,002482,33,0.21638018200202225,0.7257080087436809,0.6037383177570093
2013-09,176,002219,43,0.2029288702928871,0.5808111427921445,0.6469002695417789
2013-09,176,600351,34,0.136842105263158,0.6628900725578656,0.5806081468732069
2013-09,176,000715,64,0.15090543259557343,0.4156395504363006,0.5856068743286789
