# §61 判定:三条全中年化 +10.37%,但 300 次随机对照 p=0.16,与随机无法区分;本表是状态频率统计,不是买点,不构成投资建议。
月份,t,代码,调整天数,深度,缩量比,收敛比
2015-11,703,603288,40,0.15090543259557343,0.42853674395826813,0.5157415078707539
2015-11,703,600287,22,0.19446704637917,0.6550044124006803,0.6504130761644541
2015-11,703,000629,65,0.48073394495412847,0.4677439614308124,0.2918942121956454
2015-11,703,002307,27,0.19194312796208524,0.6814694705032242,0.5337615661084345
2015-11,703,601985,48,0.2878625134264232,0.5165613842955497,0.3799821822829916
2015-11,703,600138,40,0.18118948824343017,0.5899743243904122,0.45915879305089913
2015-11,703,002179,35,0.24244657332350783,0.6425270206205608,0.5921445144182964
2015-11,703,601318,185,0.47380050505050497,0.8358364188416809,0.8013802687519875
2015-11,703,600148,26,0.21373337457469832,0.5724157353038435,0.6036503422195831
2015-11,703,600495,29,0.2383540372670807,0.7158451038076443,0.7011944366015634
2015-11,703,600796,36,0.27910958904109584,0.8284146868047838,0.7042721413859542
2015-11,703,002059,24,0.23361603700848121,0.5604185409731732,0.6321163925537685
2015-11,703,600655,39,0.22851432378414394,0.7490446256771329,0.5883720389613408
2015-11,703,600506,35,0.3011627906976744,0.7091304912432355,0.7583936800526664
2015-11,703,002066,27,0.2604973501834489,0.5488925889542476,0.5825896523405418
2015-11,703,600663,36,0.24344383968332517,0.8282701997530804,0.5914235612944369
