月,红轴,n_0-1年,0-1年_G100,0-1年_G200,0-1年_G500,n_1-2年,1-2年_G100,1-2年_G200,1-2年_G500,n_2-3年,2-3年_G100,2-3年_G200,2-3年_G500,n_3-5年,3-5年_G100,3-5年_G200,3-5年_G500,n_5-10年,5-10年_G100,5-10年_G200,5-10年_G500,n_>10年,>10年_G100,>10年_G200,>10年_G500
2018-04,1,295,0.12203389830508475,0.02711864406779661,0.0,344,0.14534883720930233,0.061046511627906974,0.005813953488372093,134,0.1417910447761194,0.014925373134328358,0.0,200,0.145,0.03,0.0,812,0.10098522167487685,0.027093596059113302,0.0012315270935960591,1335,0.06741573033707865,0.017977528089887642,0.0
2018-05,0,264,0.10227272727272728,0.030303030303030304,0.003787878787878788,371,0.18328840970350405,0.0673854447439353,0.008086253369272238,112,0.10714285714285714,0.017857142857142856,0.008928571428571428,237,0.16033755274261605,0.03375527426160337,0.004219409282700422,804,0.11442786069651742,0.03233830845771144,0.0024875621890547263,1355,0.08634686346863468,0.021402214022140223,0.0007380073800738007
2018-06,0,241,0.16182572614107885,0.06639004149377593,0.004149377593360996,391,0.27621483375959077,0.11253196930946291,0.01278772378516624,86,0.2558139534883721,0.09302325581395349,0.03488372093023256,282,0.22340425531914893,0.0673758865248227,0.010638297872340425,791,0.20859671302149177,0.0606826801517067,0.008849557522123894,1376,0.16279069767441862,0.0501453488372093,0.0014534883720930232
2018-07,0,220,0.19545454545454546,0.07272727272727272,0.013636363636363636,414,0.30676328502415456,0.13043478260869565,0.014492753623188406,96,0.2708333333333333,0.10416666666666667,0.052083333333333336,290,0.2827586206896552,0.08275862068965517,0.006896551724137931,805,0.2360248447204969,0.06832298136645963,0.011180124223602485,1405,0.17366548042704627,0.05907473309608541,0.0035587188612099642
2018-08,0,192,0.23958333333333334,0.09895833333333333,0.010416666666666666,421,0.3847980997624703,0.171021377672209,0.023752969121140142,126,0.3253968253968254,0.14285714285714285,0.047619047619047616,294,0.3299319727891156,0.1360544217687075,0.01020408163265306,800,0.33,0.1125,0.01375,1436,0.21866295264623956,0.07242339832869081,0.004874651810584958
2018-09,0,173,0.2832369942196532,0.1329479768786127,0.005780346820809248,436,0.4013761467889908,0.19036697247706422,0.027522935779816515,143,0.3916083916083916,0.15384615384615385,0.04195804195804196,292,0.3595890410958904,0.1267123287671233,0.010273972602739725,798,0.33208020050125314,0.11654135338345864,0.016290726817042606,1455,0.21855670103092784,0.06804123711340206,0.005498281786941581
2018-10,0,149,0.3624161073825503,0.16778523489932887,0.013422818791946308,443,0.4604966139954853,0.2144469525959368,0.03837471783295711,166,0.45180722891566266,0.21686746987951808,0.03614457831325301,290,0.4689655172413793,0.19310344827586207,0.020689655172413793,802,0.4339152119700748,0.1745635910224439,0.022443890274314215,1456,0.27953296703296704,0.09478021978021978,0.008241758241758242
2018-11,0,123,0.3008130081300813,0.18699186991869918,0.0,446,0.45739910313901344,0.19506726457399104,0.03139013452914798,199,0.45226130653266333,0.19095477386934673,0.035175879396984924,297,0.4478114478114478,0.1919191919191919,0.016835016835016835,818,0.3801955990220049,0.14547677261613692,0.01589242053789731,1475,0.2555932203389831,0.08813559322033898,0.006101694915254237
2018-12,0,108,0.26851851851851855,0.17592592592592593,0.018518518518518517,427,0.4426229508196721,0.22950819672131148,0.0351288056206089,220,0.4727272727272727,0.2409090909090909,0.045454545454545456,315,0.4666666666666667,0.20317460317460317,0.022222222222222223,822,0.4440389294403893,0.18004866180048662,0.023114355231143552,1479,0.29682217714672077,0.11426639621365788,0.010141987829614604
2019-01,0,104,0.3173076923076923,0.17307692307692307,0.028846153846153848,386,0.5051813471502591,0.25129533678756477,0.04404145077720207,269,0.49070631970260226,0.26022304832713755,0.05204460966542751,286,0.4755244755244755,0.1958041958041958,0.02097902097902098,862,0.4709976798143852,0.1925754060324826,0.029002320185614848,1482,0.305668016194332,0.11875843454790823,0.010121457489878543
2019-02,0,99,0.2222222222222222,0.1414141414141414,0.020202020202020204,366,0.34972677595628415,0.15027322404371585,0.01639344262295082,296,0.3918918918918919,0.17567567567567569,0.04391891891891892,288,0.3368055555555556,0.1076388888888889,0.0,864,0.2951388888888889,0.1099537037037037,0.01273148148148148,1478,0.18741542625169147,0.06968876860622462,0.004736129905277402
2019-03,0,102,0.18627450980392157,0.14705882352941177,0.0196078431372549,334,0.2874251497005988,0.11976047904191617,0.011976047904191617,323,0.2848297213622291,0.11145510835913312,0.021671826625386997,300,0.27,0.08333333333333333,0.006666666666666667,859,0.2409778812572759,0.09429569266589057,0.009313154831199068,1469,0.16269571136827773,0.05105513955071477,0.0034036759700476512
2019-04,1,101,0.26732673267326734,0.15841584158415842,0.019801980198019802,302,0.34105960264900664,0.1390728476821192,0.009933774834437087,355,0.3464788732394366,0.14366197183098592,0.022535211267605635,311,0.2990353697749196,0.09967845659163987,0.003215434083601286,854,0.265807962529274,0.10655737704918032,0.01288056206088993,1457,0.17295813315030886,0.06177076183939602,0.0034317089910775567
2019-05,1,106,0.24528301886792453,0.1509433962264151,0.03773584905660377,273,0.358974358974359,0.15018315018315018,0.02197802197802198,380,0.39210526315789473,0.1736842105263158,0.034210526315789476,325,0.32,0.11692307692307692,0.012307692307692308,863,0.3093858632676709,0.12398609501738123,0.015063731170336037,1474,0.2062415196743555,0.08005427408412483,0.0047489823609226595
2019-06,1,106,0.2830188679245283,0.14150943396226415,0.0660377358490566,249,0.3815261044176707,0.17670682730923695,0.028112449799196786,402,0.3756218905472637,0.15671641791044777,0.02736318407960199,335,0.36716417910447763,0.11940298507462686,0.026865671641791045,864,0.3090277777777778,0.12384259259259259,0.017361111111111112,1477,0.21597833446174677,0.07989167230873392,0.006093432633716994
2019-07,1,134,0.27611940298507465,0.11940298507462686,0.06716417910447761,224,0.3705357142857143,0.19642857142857142,0.03125,418,0.3588516746411483,0.1507177033492823,0.023923444976076555,335,0.39104477611940297,0.1582089552238806,0.029850746268656716,872,0.34059633027522934,0.14220183486238533,0.022935779816513763,1481,0.23430114787305875,0.08575286968264687,0.009453072248480757
2019-08,1,144,0.2847222222222222,0.1388888888888889,0.034722222222222224,195,0.3487179487179487,0.1794871794871795,0.03076923076923077,424,0.3584905660377358,0.16981132075471697,0.02358490566037736,357,0.3865546218487395,0.15966386554621848,0.022408963585434174,866,0.3579676674364896,0.13625866050808313,0.03117782909930716,1491,0.26492287055667335,0.10529845741113347,0.012072434607645875
2019-09,1,143,0.24475524475524477,0.15384615384615385,0.03496503496503497,171,0.3742690058479532,0.19298245614035087,0.03508771929824561,439,0.32574031890660593,0.15945330296127563,0.011389521640091117,369,0.35772357723577236,0.14905149051490515,0.018970189701897018,865,0.353757225433526,0.14104046242774568,0.027745664739884393,1500,0.2733333333333333,0.104,0.012
