G2判定,深调组500日中位,非深调组500日中位,深调比例,事件数,G3判定,深调期平台占比中位
深调是致命的,-0.29274579098522757,0.12392178842996526,0.38705005276985605,89066,688347 的平台静默是普遍现象,0.007751937984496124
