长度,多头占比
472,0.2959830866807611
346,0.39481268011527376
500,0.5249500998003992
360,0.4376731301939058
500,0.5029940119760479
500,0.5049900199600799
500,0.17165668662674652
500,0.33532934131736525
500,0.6107784431137725
122,0.032520325203252036
455,0.5372807017543859
489,0.7448979591836735
500,0.5489021956087824
499,0.374
71,0.6388888888888888
500,0.48502994011976047
358,0.3426183844011142
469,0.4702127659574468
