池,事件,年化,对照年化,超额,p,回撤,对照回撤,平均持仓,对照持仓
① 三段突破,10236,0.1648708452538854,0.12529481711799695,0.03957602813588845,0.0,0.5787689853107332,0.5910343317535256,1280.0627843494085,1280.0627843494085
② 首次新高,21876,0.113706391336722,0.12155714307133891,-0.007850751734616912,1.0,0.599442431119375,0.5873142004114676,2889.932362754019,2889.9323627540184
③ 首次新高+RPS<50,3901,0.13226164619236713,0.12530641585292368,0.006955230339443452,0.3,0.5684406059515827,0.5812851229339393,459.16499848346984,459.16499848346984
