样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
月末观察,2022-07-29,603123,翠微股份,12.18,0,无信号,反弹≥40%；RPS60=8.3,,0,未触发,平台观察,False,缺失,回踩修复,0.9934533551554827,-0.3344262295081968,0.36666666666666664,8.255077527844508,94.59586466165413,-0.5657754010695187,0.27290198,0.3929285,0.35893354,
月末观察,2022-07-29,600751,海航科技,2.58,0,无信号,RPS60=8.2,,0,未触发,平台观察,False,中,弱势结构,0.03200000000000003,0.03200000000000003,0.4166666666666667,8.233238698405765,41.65883458646616,-0.29891304347826086,0.13265306,0.3931419,0.45274213,0.5920007742583493
月末观察,2022-07-29,603198,迎驾贡酒,48.33,0,无信号,反弹≥40%；MA20持续度≥55%；RPS60=8.2,,0,未触发,平台观察,False,高,回踩修复,0.6207243460764587,-0.20926047120418845,0.5583333333333333,8.189561039528282,85.52631578947368,-0.2734515935057126,0.34930587,0.7311176,0.76217425,0.8130191767457983
月末观察,2022-07-29,600853,龙建股份,3.04,0,无信号,120日收益≥10%；RPS60=8.2,,0,未触发,平台观察,False,缺失,回踩修复,0.3818181818181816,0.1428571428571428,0.5083333333333333,8.16772221008954,83.82283834586465,-0.251231527093596,0.15642458,0.26348507,0.3713528,
月末观察,2022-07-29,600322,津投城开,2.05,0,无信号,RPS60=8.1,,0,未触发,平台观察,False,缺失,回踩修复,0.19186046511627897,0.0,0.30833333333333335,8.124044551212055,66.56484962406014,-0.3730886850152906,0.16666667,0.3050505,0.3572196,
月末观察,2022-07-29,603337,杰克科技,19.96,0,无信号,RPS60=8.1,,0,未触发,平台观察,False,缺失,均线蓄势,0.11012235817575089,-0.24479757850926975,0.36666666666666664,8.102205721773313,36.11372180451128,-0.2571641235578712,0.3382132,0.5481038,0.71255076,
月末观察,2022-07-29,000778,新兴铸管,4.08,0,无信号,RPS60=8.1,,0,未触发,平台观察,False,中,回踩修复,0.24390243902439024,-0.06849315068493145,0.49166666666666664,8.080366892334572,72.57988721804512,-0.15702479338842967,0.23014256,0.5995527,0.6201814,0.5133380849527649
月末观察,2022-07-29,000665,湖北广电,7.27,0,无信号,反弹≥40%；RPS60=8.0,,0,未触发,平台观察,False,缺失,回踩修复,1.2718749999999996,-0.06914212548015364,0.3333333333333333,7.97117274514086,95.6062030075188,-0.4094232331437856,0.21175167,0.32908735,0.42378432,
月末观察,2022-07-29,002051,中工国际,7.72,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS60=7.9,,0,未触发,平台观察,False,低,回踩修复,0.3287435456110155,0.1352941176470588,0.625,7.949333915702119,80.0046992481203,-0.172561629153269,0.14029181,0.34797332,0.4824237,0.27358004915106404
月末观察,2022-07-29,603696,安记食品,8.66,0,无信号,120日收益≥10%；RPS60=7.9,,0,未触发,平台观察,False,中,弱势结构,0.1624161073825503,0.13499344692005244,0.3416666666666667,7.883817427385892,44.713345864661655,-0.3604135893648448,0.17048854,0.29595563,0.4001631,0.348164714347191
月末观察,2022-07-29,600199,金种子酒,25.31,0,无信号,反弹≥40%；120日收益≥10%；RPS60=7.9,,0,未触发,平台观察,False,缺失,回踩修复,1.0167330677290836,0.9188779378316907,0.5166666666666667,7.86197859794715,90.08458646616542,-0.21568019832661922,0.13001384,0.3643291,0.40798357,
月末观察,2022-07-29,000912,泸天化,5.0,0,无信号,RPS60=7.8,,0,未触发,平台观察,False,中,弱势结构,0.12866817155756216,-0.05123339658444015,0.4583333333333333,7.840139768508409,60.73778195488722,-0.42329873125720874,0.31325302,0.63966477,0.7044038,0.5288650349342456
月末观察,2022-07-29,000505,京粮控股,8.52,0,无信号,120日收益≥10%；RPS60=7.8,,0,未触发,平台观察,False,中,回踩修复,0.3188854489164086,0.3188854489164086,0.425,7.75278445075344,76.19830827067669,-0.32165605095541405,0.13674322,0.19678983,0.29233527,0.304269240356483
月末观察,2022-07-29,002336,人乐退,5.93,0,无信号,反弹≥40%；RPS60=7.7,,0,未触发,平台观察,False,缺失,回踩修复,0.48994974874371855,0.08211678832116776,0.5083333333333333,7.730945621314697,83.48214285714286,-0.24168797953964205,0.23692308,0.33582273,0.48895118,
月末观察,2022-07-29,300635,中达安,16.93,0,无信号,120日收益≥10%；RPS60=7.6,,0,未触发,平台观察,False,中,回踩修复,0.3522364217252396,0.2197406340057635,0.4666666666666667,7.6217514741209875,45.51221804511278,-0.1749512670565302,0.107411385,0.577181,0.5923883,0.476845231216684
月末观察,2022-07-29,300199,翰宇药业,13.22,0,无信号,反弹≥40%；RPS60=7.6,,0,未触发,平台观察,False,缺失,回踩修复,1.8067940552016988,0.0774246128769358,0.5166666666666667,7.599912644682245,98.35526315789474,-0.399636693914623,0.29082242,0.41332328,0.44512817,
月末观察,2022-07-29,300732,设研院,10.2,0,无信号,RPS60=7.6,,0,未触发,平台观察,False,中,回踩修复,0.3043478260869563,0.01391650099403563,0.4583333333333333,7.578073815243503,79.3937969924812,-0.3342036553524804,0.24451666,0.48025122,0.47484505,0.4640690333366215
月末观察,2022-07-29,300575,中旗股份,10.82,0,无信号,120日收益≥10%；RPS60=7.5,,0,未触发,平台观察,False,高,回踩修复,0.35929648241206036,0.24654377880184342,0.43333333333333335,7.490718497488534,77.09116541353383,-0.1631863882443928,0.22263868,0.5907354,0.4394102,0.782270642239164
月末观察,2022-07-29,000014,沙河股份,8.24,0,无信号,反弹≥40%；120日收益≥10%；RPS60=7.5,,0,未触发,平台观察,False,缺失,回踩修复,0.5259259259259259,0.3268921095008053,0.5166666666666667,7.468879668049793,85.12687969924812,-0.3046413502109704,0.16685084,0.45287448,0.46613547,
月末观察,2022-07-29,300039,上海凯宝,5.64,0,无信号,反弹≥40%；RPS60=7.2,,0,未触发,平台观察,False,高,回踩修复,0.4278481012658226,-0.06930693069306926,0.525,7.228652544223629,78.05451127819549,-0.4179566563467493,0.26116374,0.33661687,0.34149384,0.7713373399013507
月末观察,2022-07-29,301038,深水规院,13.96,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS60=7.2,,0,未触发,平台观察,False,缺失,未知,,0.28308823529411753,0.5833333333333334,7.184974885346146,,,0.18143962,0.6741634,0.53266996,
月末观察,2022-07-29,601116,三江购物,9.29,0,无信号,120日收益≥10%；RPS60=7.1,,0,未触发,平台观察,True,中,多头趋势,0.3444283646888566,0.17594936708860742,0.39166666666666666,7.141297226468661,73.0968045112782,-0.14692378328741973,0.10253807,0.4016245,0.59244126,0.5423064605189847
月末观察,2022-07-29,600629,华建集团,4.43,0,无信号,RPS60=7.0,,0,未触发,平台观察,False,缺失,回踩修复,0.25495750708215303,0.08578431372549011,0.44166666666666665,7.01026424983621,71.8515037593985,-0.2713815789473685,0.15028901,0.38734472,0.4838993,
月末观察,2022-07-29,600982,宁波能源,4.69,0,无信号,反弹≥40%；120日收益≥10%；RPS60=6.9,,0,未触发,平台观察,False,中,回踩修复,0.7434944237918217,0.35158501440922185,0.49166666666666664,6.901070102642498,91.82330827067669,-0.30104321907600595,0.15601504,0.35585573,0.4557215,0.31019800317741436
月末观察,2022-07-29,600724,宁波富达,3.56,0,无信号,120日收益≥10%；RPS60=6.9,,0,未触发,平台观察,False,中,回踩修复,0.3433962264150945,0.2233676975945016,0.425,6.879231273203756,78.64191729323309,-0.3443830570902394,0.13486005,0.27154788,0.38597682,0.47222031912448265
月末观察,2022-07-29,600248,陕建股份,4.44,0,无信号,RPS60=6.8,,0,未触发,平台观察,False,缺失,回踩修复,0.2649572649572651,-0.03896103896103886,0.45,6.81371478488753,69.00845864661655,-0.2952380952380952,0.20614828,0.72361547,0.5996482,
月末观察,2022-07-29,000788,北大医药,7.28,0,无信号,120日收益≥10%；RPS60=6.8,,0,未触发,平台观察,False,中,回踩修复,0.2616984402079725,0.2616984402079725,0.4166666666666667,6.770037126010046,63.95676691729323,-0.5020519835841313,0.116161615,0.33774108,0.31183696,0.3338383844363977
月末观察,2022-07-29,300878,维康药业,21.42,0,无信号,RPS60=6.6,,0,未触发,平台观察,False,缺失,弱势结构,0.03879728419010675,-0.04289544235924925,0.48333333333333334,6.639004149377594,29.581766917293233,-0.2916666666666665,0.13178295,0.41129845,0.39464486,
月末观察,2022-07-29,300254,仟源医药,7.09,0,无信号,RPS60=6.6,,0,未触发,平台观察,False,缺失,弱势结构,0.24823943661971826,-0.12360939431396789,0.3333333333333333,6.573487661061367,59.234022556390975,-0.43189102564102566,0.17745803,0.24306092,0.30661735,
月末观察,2022-07-29,000036,华联控股,3.9,0,无信号,RPS60=6.5,,0,未触发,平台观察,False,缺失,回踩修复,0.15384615384615397,0.0025706940874035134,0.38333333333333336,6.529810002183884,40.53101503759399,-0.1908713692946059,0.10981309,0.4211896,0.37168142,
月末观察,2022-07-29,601166,兴业银行,14.02,0,无信号,RPS60=6.4,,0,未触发,平台观察,False,缺失,弱势结构,0.07432950191570864,-0.1221039448966813,0.4083333333333333,6.420615854990172,41.42387218045113,-0.18959537572254337,0.18738846,0.77983856,0.65040046,
月末观察,2022-07-29,600507,方大特钢,6.23,0,无信号,RPS60=6.4,,0,未触发,平台观察,False,中,回踩修复,0.143119266055046,-0.023510971786833812,0.4583333333333333,6.39877702555143,63.25187969924813,-0.2484921592279854,0.13161659,0.5178614,0.39188167,0.6611787080415277
月末观察,2022-07-29,600714,金瑞矿业,11.26,0,无信号,RPS60=6.4,,0,未触发,平台观察,False,高,回踩修复,0.31542056074766345,-0.08678021086780208,0.45,6.376938196112689,77.4906015037594,-0.3019218846869187,0.2661517,0.48960847,0.6486996,0.7509000355053496
月末观察,2022-07-29,600648,外高桥,10.97,0,无信号,RPS60=6.3,,0,未触发,平台观察,False,高,回踩修复,0.09481037924151714,0.04875717017208414,0.5166666666666667,6.333260537235204,43.63251879699248,-0.10594947025264867,0.11221122,0.72815776,0.68735826,0.848153829685633
月末观察,2022-07-29,002110,三钢闽光,5.46,0,无信号,RPS60=6.3,,0,未触发,平台观察,False,中,弱势结构,0.016759776536312776,-0.11363636363636365,0.4083333333333333,6.267744048918978,20.12453007518797,-0.46047430830039526,0.22303207,0.5660939,0.58298904,0.3534110412380528
月末观察,2022-07-29,001914,招商积余,15.18,0,无信号,反弹≥40%；RPS60=6.0,,0,未触发,平台观察,False,中,回踩修复,0.44571428571428573,-0.08388654194327105,0.4,6.0493557545315575,68.7734962406015,-0.18736616702355458,0.15544042,0.61829656,0.35826838,0.44759630124307415
月末观察,2022-07-29,002637,赞宇科技,13.37,0,无信号,RPS60=6.0,,0,未触发,平台观察,False,中,弱势结构,0.03885003885003879,-0.20035885167464118,0.44166666666666665,6.005678095654074,41.09492481203007,-0.3519146873485216,0.34263158,0.52928686,0.7267543,0.43080523828721207
月末观察,2022-07-29,002550,千红制药,5.18,0,无信号,反弹≥40%；RPS60=6.0,,0,未触发,平台观察,True,高,多头趋势,0.4509803921568627,0.04016064257028096,0.425,5.983839266215331,84.91541353383458,-0.2865013774104683,0.12811388,0.46112815,0.5284994,0.7237410869813553
月末观察,2022-07-29,600064,南京高科,5.45,0,无信号,MA20持续度≥55%；RPS60=6.0,,0,未触发,平台观察,False,高,回踩修复,0.2192393736017899,0.058252427184465994,0.5833333333333334,5.962000436776589,67.17575187969925,-0.128,0.1364366,0.5319759,0.55369127,0.7213167615277378
月末观察,2022-07-29,600649,城投控股,3.81,0,无信号,RPS60=5.9,,0,未触发,平台观察,False,缺失,回踩修复,0.07932011331444766,0.010610079575596787,0.43333333333333335,5.87464511902162,40.965695488721806,-0.2514734774066797,0.14883721,0.4056812,0.41995075,
月末观察,2022-07-29,688606,,68.37,0,无信号,RPS60=5.9,,0,未触发,平台观察,False,高,回踩修复,0.28105677346824076,-0.01625899280575538,0.35,5.852806289582879,39.68515037593985,-0.44064468624723885,0.13725491,0.39430407,0.30855697,0.8418306153505101
月末观察,2022-07-29,601366,,5.68,0,无信号,RPS60=5.7,,0,未触发,平台观察,False,缺失,回踩修复,0.05380333951762517,-0.04537815126050426,0.475,5.721773312950426,50.89285714285714,-0.10268562401263825,0.24651162,0.602954,0.7091022,
月末观察,2022-07-29,600814,杭州解百,5.9,0,无信号,RPS60=5.7,,0,未触发,平台观察,False,中,回踩修复,0.14341085271317833,0.03327495621716303,0.4666666666666667,5.678095654072942,55.33364661654135,-0.22673656618610738,0.16240601,0.50714207,0.502508,0.606197699784423
月末观察,2022-07-29,000923,河钢资源,11.09,0,无信号,RPS60=5.6,,0,未触发,平台观察,False,中,弱势结构,0.06532180595581161,-0.10852090032154338,0.3416666666666667,5.612579165756715,9.257518796992482,-0.39989177489177496,0.311245,0.6916224,0.6413279,0.5924389526558203
月末观察,2022-07-29,600748,上实发展,3.43,0,无信号,RPS60=5.4,,0,未触发,平台观察,False,缺失,弱势结构,0.0619195046439629,-0.05769230769230771,0.325,5.372352041930553,30.004699248120303,-0.29278350515463913,0.20049505,0.59353805,0.55992615,
月末观察,2022-07-29,600565,ST迪马,2.16,0,无信号,RPS60=5.4,,0,未触发,平台观察,False,缺失,弱势结构,0.074626865671642,-0.08860759493670889,0.325,5.350513212491811,34.515977443609025,-0.27516778523489926,0.2982456,0.73258305,0.59437793,
月末观察,2022-07-29,688767,博拓生物,36.83,0,无信号,RPS60=5.3,,0,未触发,平台观察,False,缺失,未知,,-0.15527522935779825,0.225,5.306835553614326,,,0.3165495,0.30890858,0.33277157,
月末观察,2022-07-29,601186,中国铁建,6.33,0,无信号,RPS60=5.3,,0,未触发,平台观察,False,中,回踩修复,0.0820512820512822,-0.08526011560693636,0.4083333333333333,5.284996724175584,63.48684210526315,-0.17038007863695936,0.119944215,0.7426856,0.63106793,0.3415724354909495
月末观察,2022-07-29,600628,新世界,6.97,0,无信号,RPS60=5.3,,0,未触发,平台观察,False,缺失,弱势结构,0.0839813374805598,0.00868306801736618,0.2916666666666667,5.263157894736842,42.62218045112782,-0.26243386243386235,0.15769713,0.23283894,0.28304875,
月末观察,2022-07-29,601952,苏垦农发,11.79,0,无信号,120日收益≥10%；RPS60=5.2,,0,未触发,平台观察,False,中,回踩修复,0.31731843575419005,0.2885245901639344,0.5,5.2413190652981,79.13533834586465,-0.2243421052631579,0.15194611,0.3913721,0.4248431,0.5453965183490949
月末观察,2022-07-29,603648,畅联股份,8.31,0,无信号,120日收益≥10%；RPS60=5.2,,0,未触发,平台观察,False,中,回踩修复,0.27064220183486243,0.119946091644205,0.45,5.175802576981874,74.3421052631579,-0.40896159317211944,0.12151617,0.35866934,0.33547437,0.6117041170708831
月末观察,2022-07-29,000402,金 融 街,5.71,0,无信号,RPS60=5.1,,0,未触发,平台观察,False,缺失,回踩修复,0.15587044534412953,0.02146690518783534,0.4,5.132124918104389,42.57518796992481,-0.20584144645340752,0.16772152,0.53032494,0.46576515,
月末观察,2022-07-29,600569,安阳钢铁,2.27,0,无信号,RPS60=5.1,,0,未触发,平台观察,False,缺失,弱势结构,0.013392857142856984,-0.17753623188405787,0.39166666666666666,5.088447259226905,14.779135338345863,-0.462085308056872,0.28938907,0.5327488,0.580839,
月末观察,2022-07-29,002545,东方铁塔,9.03,0,无信号,120日收益≥10%；RPS60=5.0,,0,未触发,平台观察,False,中,回踩修复,0.3935185185185184,0.24380165289256195,0.475,5.0010919414719375,83.34116541353383,-0.26345840130505715,0.17511962,0.4977106,0.4700557,0.6946285398907298
月末观察,2022-07-29,600510,黑牡丹,7.19,0,无信号,120日收益≥10%；RPS60=5.0,,0,未触发,平台观察,False,缺失,弱势结构,0.3025362318840581,0.16343042071197433,0.3416666666666667,4.957414282594453,81.39097744360903,-0.5312907431551499,0.23696145,0.2698387,0.3269871,
月末观察,2022-07-29,688399,硕世生物,49.76,0,无信号,RPS60=4.9,,0,未触发,平台观察,False,高,弱势结构,0.21692345316703343,-0.052551408987052683,0.4083333333333333,4.93557545315571,32.09586466165413,-0.422268663647974,0.15468448,0.48927104,0.4768283,0.7983496992737754
月末观察,2022-07-29,600512,腾达建设,2.81,0,无信号,RPS60=4.8,,0,未触发,平台观察,False,缺失,弱势结构,0.014440433212996373,-0.10509554140127386,0.4083333333333333,4.848220135400743,41.98778195488722,-0.3540229885057471,0.22128852,0.42753565,0.4558534,
月末观察,2022-07-29,688298,东方生物,90.6,0,无信号,RPS60=4.8,,0,未触发,平台观察,False,中,弱势结构,0.23148022291694992,-0.26982591876208906,0.38333333333333336,4.804542476523258,30.897556390977442,-0.6010568031704095,0.3018809,0.66496867,0.4462251,0.5902120424715696
月末观察,2022-07-29,000897,津滨发展,2.31,0,无信号,RPS60=4.7,,0,未触发,平台观察,False,高,回踩修复,0.2762430939226519,-0.06477732793522273,0.31666666666666665,4.673509499890806,73.07330827067669,-0.33429394812680113,0.29617834,0.55998486,0.5206055,0.7403004874431661
月末观察,2022-07-29,600162,香江控股,1.61,0,无信号,RPS60=4.7,,0,未触发,平台观察,False,中,回踩修复,0.14184397163120588,-0.018292682926829174,0.4166666666666667,4.651670670452064,67.90413533834587,-0.2648401826484018,0.2,0.65020424,0.5392857,0.450960624285647
月末观察,2022-07-29,600077,*ST宋都,3.4,0,无信号,反弹≥40%；120日收益≥10%；RPS60=4.6,,0,未触发,平台观察,False,缺失,回踩修复,0.5596330275229355,0.18055555555555558,0.35,4.586154182135838,84.86842105263158,-0.5290858725761773,0.24242425,0.32808048,0.3665212,
月末观察,2022-07-29,000630,铜陵有色,2.78,0,无信号,RPS60=4.6,,0,未触发,平台观察,False,中,弱势结构,0.02962962962962945,-0.09446254071661242,0.39166666666666666,4.564315352697095,55.87406015037594,-0.4159663865546218,0.20527859,0.67046976,0.5626465,0.5684236746571081
月末观察,2022-07-29,002596,海南瑞泽,3.23,0,无信号,RPS60=4.5,,0,未触发,平台观察,False,缺失,弱势结构,0.028662420382165488,-0.06647398843930641,0.3416666666666667,4.542476523258354,23.684210526315788,-0.4764991896272285,0.23471883,0.5949322,0.50173086,
月末观察,2022-07-29,300564,筑博设计,11.41,0,无信号,RPS60=4.5,,0,未触发,平台观察,False,中,回踩修复,0.14328657314629245,0.04296160877513722,0.49166666666666664,4.498798864380869,56.109022556390975,-0.23525469168900803,0.18424855,0.46143094,0.47417387,0.4712585352710012
月末观察,2022-07-29,603357,设计总院,7.68,0,无信号,RPS60=4.5,,0,未触发,平台观察,False,中,回踩修复,0.35689045936395747,0.03504043126684642,0.525,4.476960034942127,81.71992481203007,-0.23276723276723277,0.13656884,0.5272582,0.63013697,0.5682784177283914
月末观察,2022-07-29,600533,栖霞建设,3.27,0,无信号,120日收益≥10%；RPS60=4.5,,0,未触发,平台观察,False,缺失,回踩修复,0.2674418604651163,0.11224489795918369,0.4083333333333333,4.455121205503385,69.45488721804512,-0.36381322957198436,0.15966387,0.30316064,0.3787827,
月末观察,2022-07-29,600056,中国医药,13.77,0,无信号,反弹≥40%；120日收益≥10%；RPS60=4.4,,0,未触发,平台观察,False,缺失,回踩修复,0.9504249291784703,0.9151599443671765,0.44166666666666665,4.433282376064643,93.98496240601504,-0.49075443786982254,0.21566264,0.5761938,0.39230874,
月末观察,2022-07-29,002419,,5.66,0,无信号,RPS60=4.3,,0,未触发,平台观察,False,高,回踩修复,0.0863723608445297,-0.14887218045112782,0.425,4.280410569993448,44.54887218045113,-0.27806122448979587,0.18614718,0.47151572,0.5258003,0.7408564700516342
月末观察,2022-07-29,002365,永安药业,11.22,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS60=4.2,,0,未触发,平台观察,True,中,多头趋势,0.34050179211469556,0.3262411347517731,0.6,4.236732911115964,80.38063909774436,-0.27519379844961234,0.0968523,0.47270527,0.38263333,0.6153456416962085
月末观察,2022-07-29,600823,*ST世茂,2.7,0,无信号,RPS60=4.2,,0,未触发,平台观察,False,缺失,弱势结构,0.04247104247104261,-0.17177914110429437,0.2833333333333333,4.171216422799738,17.575187969924812,-0.3601895734597156,0.328084,0.6736109,0.6411774,
月末观察,2022-07-29,601666,平煤股份,9.33,0,无信号,反弹≥40%；120日收益≥10%；RPS60=4.1,,0,未触发,平台观察,False,高,回踩修复,1.0151187904967602,0.2815934065934065,0.525,4.08386110504477,95.25375939849624,-0.27109375,0.22936577,0.7021382,0.5473054,0.8140354368663397
月末观察,2022-07-29,300639,凯普生物,13.32,0,无信号,120日收益≥10%；RPS60=4.0,,0,未触发,平台观察,False,高,回踩修复,0.16129032258064502,0.1307300509337861,0.5,4.040183446167286,60.17387218045113,-0.16436637390213293,0.11821306,0.7342974,0.44822088,0.8301980219757605
月末观察,2022-07-29,600808,马钢股份,3.11,0,无信号,RPS60=4.0,,0,未触发,平台观察,False,中,弱势结构,0.0,-0.16621983914209115,0.3333333333333333,3.9746669578510594,22.203947368421055,-0.4975767366720517,0.21772152,0.3972179,0.4280223,0.5230165512345837
月末观察,2022-07-29,300244,迪安诊断,27.37,0,无信号,RPS60=3.9,,0,未触发,平台观察,False,中,均线蓄势,0.15680473372781067,0.06747269890795637,0.4666666666666667,3.8873116400960908,41.54135338345865,-0.20459168846265607,0.13726147,0.7715419,0.66525555,0.6592803951231172
月末观察,2022-07-29,000090,天健集团,4.88,0,无信号,RPS60=3.9,,0,未触发,平台观察,False,缺失,回踩修复,0.24173027989821882,-0.012145748987854366,0.475,3.8654728106573484,72.18045112781954,-0.23510971786833856,0.16695653,0.77793163,0.60728747,
月末观察,2022-07-29,000031,大悦城,3.59,0,无信号,RPS60=3.8,,0,未触发,平台观察,False,缺失,回踩修复,0.11145510835913308,-0.021798365122615793,0.4083333333333333,3.8217951517798645,56.25,-0.3001949317738791,0.18588236,0.55351466,0.5464135,
月末观察,2022-07-29,600865,百大集团,9.05,0,无信号,120日收益≥10%；RPS60=3.8,,0,未触发,平台观察,False,缺失,回踩修复,0.3269794721407626,0.18922470433639949,0.48333333333333334,3.77811749290238,73.23778195488721,-0.26362896663954427,0.15406427,0.43744832,0.34341723,
月末观察,2022-07-29,601665,,3.69,0,无信号,RPS60=3.8,,0,未触发,平台观察,False,缺失,未知,0.01933701657458564,-0.17078651685393265,0.2916666666666667,3.7562786634636387,9.210526315789473,-0.36706689536878223,0.29411766,0.7730689,0.5109196,
月末观察,2022-07-29,002875,安奈儿,8.63,0,无信号,RPS60=3.7,,0,未触发,平台观察,False,缺失,均线蓄势,0.08010012515644571,0.005827505827505908,0.3333333333333333,3.7344398340248963,38.22838345864661,-0.25086805555555547,0.24579439,0.635474,0.4610812,
月末观察,2022-07-29,002603,以岭药业,20.31,0,无信号,反弹≥40%；MA20持续度≥55%；RPS60=3.7,,0,未触发,平台观察,False,中,回踩修复,0.43736730360934173,0.08262260127931764,0.575,3.6689233457086705,72.22744360902256,-0.46566692975532753,0.25968993,0.5737846,0.41729197,0.516908298346476
月末观察,2022-07-29,000672,上峰材料,12.15,0,无信号,RPS60=3.6,,0,未触发,平台观察,False,中,弱势结构,0.1865234375,-0.08163265306122447,0.3333333333333333,3.6252456868311853,69.87781954887218,-0.293193717277487,0.17284815,0.7692403,0.5500667,0.6370762818079572
月末观察,2022-07-29,600018,上港集团,4.66,0,无信号,RPS60=3.5,,0,未触发,平台观察,False,高,回踩修复,0.1887755102040818,-0.06048387096774188,0.36666666666666664,3.4723738807599913,60.69078947368421,-0.14652014652014644,0.12969925,0.57399714,0.5016472,0.7521742493683573
月末观察,2022-07-29,002864,盘龙药业,25.97,0,无信号,反弹≥40%；120日收益≥10%；RPS60=3.4,,0,未触发,平台观察,False,中,回踩修复,0.6180685358255451,0.4007551240560949,0.45,3.4286962218825074,88.53383458646617,-0.5320720720720721,0.21250759,0.55189,0.4173087,0.5926556728005815
月末观察,2022-07-29,601668,中国建筑,4.13,0,无信号,RPS60=3.3,,0,未触发,平台观察,False,缺失,回踩修复,0.19020172910662825,-0.01666666666666672,0.49166666666666664,3.319502074688797,68.35056390977444,-0.15885947046843185,0.12738854,0.7109219,0.6481354,
月末观察,2022-07-29,600801,华新建材,15.55,0,无信号,RPS60=3.3,,0,未触发,平台观察,False,中,回踩修复,0.2926018287614298,0.005821474773609392,0.4666666666666667,3.25398558637257,71.47556390977444,-0.30393912264995515,0.20494506,0.73336285,0.69536424,0.5597928385949702
月末观察,2022-07-29,002349,精华制药,12.39,0,无信号,反弹≥40%；RPS60=3.2,,0,未触发,平台观察,False,中,回踩修复,1.5389344262295084,-0.08357988165680463,0.4083333333333333,3.2321467569338282,98.02631578947368,-0.5034068136272545,0.23163138,0.3835281,0.38895392,0.6561993090461367
月末观察,2022-07-29,600939,重庆建工,3.99,0,无信号,RPS60=3.2,,0,未触发,平台观察,False,中,回踩修复,0.24687499999999996,-0.0024999999999999467,0.2916666666666667,3.1884690980563444,73.7077067669173,-0.37362637362637363,0.25330812,0.44861397,0.4090693,0.4149360979041721
月末观察,2022-07-29,600782,新钢股份,3.97,0,无信号,RPS60=3.1,,0,未触发,平台观察,False,中,弱势结构,0.010178117048346147,-0.1312910284463895,0.375,3.1229526097401177,15.131578947368421,-0.5285035629453682,0.22067595,0.7792621,0.5691574,0.43362072339469626
月末观察,2022-07-29,000797,中国武夷,3.01,0,无信号,120日收益≥10%；RPS60=3.1,,0,未触发,平台观察,False,中,回踩修复,0.2808510638297872,0.18972332015810278,0.39166666666666666,3.1011137803013757,54.816729323308266,-0.4663120567375887,0.16426513,0.3372611,0.3932179,0.38629812167118777
月末观察,2022-07-29,301060,兰卫医学,35.16,0,无信号,120日收益≥10%；RPS60=3.1,,0,未触发,平台观察,False,缺失,未知,,0.38643533123028373,0.49166666666666664,3.079274950862634,,,0.20005137,0.53242844,0.48667753,
月末观察,2022-07-29,300284,苏交科,6.19,0,无信号,RPS60=3.1,,0,未触发,平台观察,False,中,回踩修复,0.2042801556420235,0.0746527777777779,0.45,3.0574361214238914,71.07612781954887,-0.21446700507614203,0.19863945,0.5996391,0.56775725,0.33486394066139025
月末观察,2022-07-29,601789,宁波建工,4.75,0,无信号,反弹≥40%；120日收益≥10%；RPS60=2.9,,0,未触发,平台观察,False,缺失,回踩修复,0.5676567656765679,0.27005347593582885,0.39166666666666666,2.9482419742301813,88.86278195488721,-0.43113772455089816,0.23548387,0.3734124,0.33940873,
月末观察,2022-07-29,002187,广百股份,7.44,0,无信号,RPS60=2.9,,0,未触发,平台观察,False,中,回踩修复,0.13242009132420085,-0.032509752925877766,0.4166666666666667,2.882725485913955,61.48966165413534,-0.2954545454545454,0.19277108,0.5517993,0.43067193,0.3416281376487874
月末观察,2022-07-29,600665,天地源,3.22,0,无信号,RPS60=2.9,,0,未触发,平台观察,False,缺失,回踩修复,0.2983870967741937,0.09897610921501698,0.49166666666666664,2.860886656475213,74.17763157894737,-0.31343283582089554,0.16713881,0.40587845,0.37495652,
月末观察,2022-07-29,603538,美诺华,19.72,0,无信号,反弹≥40%；120日收益≥10%；RPS60=2.7,,0,未触发,平台观察,False,高,回踩修复,0.42074927953890473,0.3059602649006623,0.4166666666666667,2.7080148504040182,55.21616541353384,-0.5275515093435554,0.1840796,0.5731136,0.35555694,0.8027362487856555
月末观察,2022-07-29,000932,华菱钢铁,3.85,0,无信号,RPS60=2.6,,0,未触发,平台观察,False,缺失,弱势结构,0.005221932114882533,-0.12895927601809953,0.4083333333333333,2.598820703210308,11.278195488721805,-0.47831978319783197,0.1893617,0.5699217,0.5287305,
月末观察,2022-07-29,600838,上海九百,6.74,0,无信号,120日收益≥10%；RPS60=2.5,,0,未触发,平台观察,False,中,回踩修复,0.25512104283054016,0.15213675213675226,0.5166666666666667,2.533304214894082,71.49906015037594,-0.3129459734964323,0.17601043,0.31497142,0.31290624,0.4070328254103385
