样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
平台突破日,2022-02-28,688589,力合微,31.81,0,无信号,反弹≥40%；RPS60=16.0,,0,未触发,平台突破（研究）,False,中,回踩修复,0.8461984910040625,-0.002508623392913245,0.38333333333333336,15.999094817832088,84.16233605543182,-0.360474467229594,0.18008018,0.5430089,0.5862164,0.3345673876778109
月末观察,2022-02-28,601218,吉鑫科技,4.94,0,无信号,反弹≥40%；120日收益≥10%；RPS60=15.8,,0,未触发,平台观察,False,中,回踩修复,0.5682539682539685,0.303430079155673,0.5166666666666667,15.829373161348723,69.0546894333086,-0.3404539385847797,0.09727626,0.26359737,0.43243244,0.4025927195049596
月末观察,2022-02-28,300885,海昌新材,10.67,0,无信号,RPS60=15.8,,0,未触发,平台观察,False,高,均线蓄势,0.16357688113413293,-0.26917808219178085,0.30833333333333335,15.772799275854265,51.74461766889383,-0.285809906291834,0.30514207,0.61741245,0.655908,0.759777562773308
月末观察,2022-02-28,600418,江淮汽车,13.68,0,无信号,反弹≥40%；RPS60=15.8,,0,未触发,平台观察,False,中,回踩修复,0.7057356608478804,-0.18957345971563977,0.43333333333333335,15.750169721656485,77.45607522890373,-0.3622377622377623,0.3213712,0.46423027,0.608277,0.3857557867044192
月末观察,2022-02-28,300863,卡倍亿,18.02,0,无信号,120日收益≥10%；RPS60=15.7,,0,未触发,平台观察,False,缺失,均线蓄势,0.264561403508772,0.10214067278287442,0.4166666666666667,15.70491061326092,10.913140311804009,-0.2806387225548903,0.2443833,0.41482705,0.6777439,
月末观察,2022-02-28,300967,晓鸣股份,19.22,0,无信号,120日收益≥10%；RPS60=15.7,,0,未触发,平台观察,False,缺失,未知,,0.1578313253012047,0.5083333333333333,15.659651504865355,,,0.3303184,0.51911247,0.54820234,
月末观察,2022-02-28,300591,万里马,6.24,0,无信号,RPS60=15.6,,0,未触发,平台观察,False,缺失,弱势结构,0.1685393258426966,-0.0741839762611276,0.36666666666666664,15.614392396469789,55.13486760702796,-0.37474949899799603,0.3094959,0.79122424,0.6836501,
月末观察,2022-02-28,601882,海天精工,20.21,0,无信号,反弹≥40%；RPS60=15.5,,0,未触发,平台观察,False,高,回踩修复,0.9120151371807002,-0.305259539360605,0.39166666666666666,15.455985517085313,92.13066072754269,-0.3582089552238805,0.32576618,0.41471657,0.44269645,0.7958678328613717
月末观察,2022-02-28,002202,金风科技,14.15,0,无信号,RPS60=15.3,,0,未触发,平台观察,False,中,回踩修复,0.34123222748815163,0.04814814814814827,0.4583333333333333,15.320208191898619,32.54145013610493,-0.2728674203494348,0.24832214,0.354942,0.4724269,0.4759653424322593
月末观察,2022-02-28,300706,阿石创,26.39,0,无信号,反弹≥40%；RPS60=15.3,,0,未触发,平台观察,False,缺失,回踩修复,0.4685587089593768,-0.21714624740433108,0.38333333333333336,15.274949083503056,75.25365008661223,-0.30662112454019974,0.29867062,0.35136974,0.47513825,
月末观察,2022-02-28,300552,万集科技,27.4,0,无信号,RPS60=15.2,,0,未触发,平台观察,False,中,弱势结构,0.19442022667829106,-0.07275803722504237,0.38333333333333336,15.207060420909707,15.7881712447414,-0.39326837909654555,0.17598212,0.52344817,0.5257325,0.4167567623873255
月末观察,2022-02-28,603681,永冠新材,29.94,0,无信号,反弹≥40%；RPS60=15.2,,0,未触发,平台观察,False,中,回踩修复,0.6036422067487948,-0.04375598850207596,0.4666666666666667,15.161801312514141,79.5595149715417,-0.22715539494062986,0.27821657,0.44562617,0.6457956,0.46621918953390645
月末观察,2022-02-28,603730,岱美股份,5.18,0,无信号,120日收益≥10%；RPS60=15.0,,0,未触发,平台观察,False,中,弱势结构,0.17194570135746612,0.1068376068376069,0.5083333333333333,14.980764878931884,20.11878247958426,-0.2835408022130015,0.27818447,0.5618533,0.72949517,0.6274506234435835
月末观察,2022-02-28,600787,中储股份,5.16,0,无信号,RPS60=14.8,,0,未触发,平台观察,False,中,回踩修复,0.29648241206030157,-0.12393887945670623,0.5083333333333333,14.822357999547409,65.08290027220986,-0.24781341107871724,0.29756796,0.7948302,0.73659426,0.474138439970186
月末观察,2022-02-28,002597,金禾实业,36.52,0,无信号,反弹≥40%；120日收益≥10%；RPS60=14.8,,0,未触发,平台观察,False,中,回踩修复,0.4293542074363994,0.17578879587894414,0.5416666666666666,14.754469336954063,12.274189557040337,-0.22969837587006947,0.25229168,0.41091904,0.62830555,0.696571397748273
月末观察,2022-02-28,300691,联合光电,18.1,0,无信号,反弹≥40%；120日收益≥10%；RPS60=14.7,,0,未触发,平台观察,False,中,回踩修复,0.575282854656223,0.14267676767676774,0.4583333333333333,14.731839782756278,81.48973026478595,-0.32260479041916157,0.30366707,0.37834138,0.56311196,0.40674721284746423
月末观察,2022-02-28,002870,香山股份,32.55,0,无信号,反弹≥40%；RPS60=14.7,,0,未触发,平台观察,False,中,回踩修复,0.632397191574724,-0.07344150298889851,0.36666666666666664,14.709210228558497,82.9745112595892,-0.27553972846650354,0.29314873,0.50860095,0.7654585,0.5497595044688478
月末观察,2022-02-28,002751,易尚退,17.12,0,无信号,RPS60=14.7,,0,未触发,平台观察,False,缺失,弱势结构,0.028228228228228458,-0.012687427912341342,0.49166666666666664,14.663951120162933,34.96659242761693,-0.34380988884630126,0.30358633,0.39842847,0.5303295,
月末观察,2022-02-28,600845,宝信软件,26.19,0,无信号,RPS60=14.6,,0,未触发,平台观察,False,高,弱势结构,0.3923444976076558,-0.28167855183763024,0.35,14.618692011767367,38.530066815144764,-0.28167855183763024,0.33609182,0.67174596,0.7765311,0.7307640775626123
月末观察,2022-02-28,600875,东方电气,14.71,0,无信号,反弹≥40%；RPS60=14.6,,0,未触发,平台观察,False,缺失,回踩修复,0.6076502732240439,0.03737658674189004,0.5333333333333333,14.573432903371803,69.85894580549369,-0.27465483234714005,0.28600717,0.5411214,0.6479656,
月末观察,2022-02-28,002165,红 宝 丽,4.78,0,无信号,RPS60=14.5,,0,未触发,平台观察,False,低,弱势结构,0.1327014218009479,0.0235546038543899,0.375,14.505544240778455,34.69438257856966,-0.45866364665911663,0.31757754,0.3237759,0.38243902,0.1891181845224561
月末观察,2022-02-28,300708,聚灿光电,11.49,0,无信号,反弹≥40%；RPS60=14.5,,0,未触发,平台观察,False,高,回踩修复,0.6205923836389282,-0.180456490727532,0.3,14.460285132382891,83.76639445681762,-0.24457593688362922,0.3131313,0.6372419,0.48638296,0.7618848039700166
月末观察,2022-02-28,600306,退市商城,10.33,0,无信号,反弹≥40%；120日收益≥10%；RPS60=14.1,,0,未触发,平台观察,False,缺失,回踩修复,2.1303030303030304,0.15161649944258637,0.38333333333333336,14.075582711020592,98.51521900519673,-0.22852875280059748,0.10562771,0.28896242,0.5983431,
月末观察,2022-02-28,002705,新宝股份,16.73,0,无信号,RPS60=14.0,,0,未触发,平台观察,False,中,弱势结构,0.09346405228758159,-0.19100580270793033,0.425,13.962434940031681,0.5196733481811433,-0.5953072085147557,0.3298841,0.71462905,0.776149,0.3732794483634145
月末观察,2022-02-28,300660,江苏雷利,11.07,0,无信号,反弹≥40%；RPS60=13.8,,0,未触发,平台观察,False,中,回踩修复,0.5439330543933054,-0.15689261233815688,0.2833333333333333,13.826657614844986,80.5493689680772,-0.3461311281748375,0.32348993,0.32631546,0.5003777,0.5381506913075218
月末观察,2022-02-28,603659,璞泰来,48.4,0,无信号,反弹≥40%；RPS60=13.8,,0,未触发,平台观察,False,高,回踩修复,1.460599898322318,-0.09073830546684203,0.4083333333333333,13.804028060647205,91.2892848304875,-0.25354719309068485,0.33515248,0.70613086,0.6461579,0.7425718865917035
月末观察,2022-02-28,002223,鱼跃医疗,26.4,0,无信号,RPS60=13.6,,0,未触发,平台观察,False,中,弱势结构,0.1418685121107266,-0.1808873720136518,0.4083333333333333,13.64562118126273,37.83716901756991,-0.2918454935622318,0.28710395,0.41700253,0.7746567,0.5403487151722317
月末观察,2022-02-28,000776,广发证券,16.7,0,无信号,RPS60=13.6,,0,未触发,平台观察,False,中,回踩修复,0.3139260424862311,-0.1088580576307363,0.4083333333333333,13.600362072867163,54.540955209106656,-0.28479657387580304,0.33046684,0.68217003,0.67746896,0.5050326712560018
月末观察,2022-02-28,603010,万盛股份,21.65,0,无信号,120日收益≥10%；RPS60=13.5,,0,未触发,平台观察,False,高,回踩修复,0.3034316676700781,0.12936880542514317,0.45,13.532473410273818,39.81687701064093,-0.2273376159885796,0.23983116,0.29779857,0.48806798,0.7929999553428176
月末观察,2022-02-28,601238,广汽集团,12.1,0,无信号,RPS60=13.4,,0,未触发,平台观察,False,缺失,弱势结构,0.27234490010515255,-0.22236503856041134,0.35,13.441955193482688,51.695124969067066,-0.37044745057232054,0.32011494,0.63348305,0.52101845,
月末观察,2022-02-28,002533,金杯电工,6.37,0,无信号,反弹≥40%；RPS60=13.4,,0,未触发,平台观察,False,中,回踩修复,0.667539267015707,-0.16073781291172595,0.35,13.396696085087124,85.15219005196734,-0.23712574850299395,0.29024675,0.544473,0.49047723,0.3935349405100507
月末观察,2022-02-28,002576,通达动力,14.78,0,无信号,反弹≥40%；120日收益≥10%；RPS60=13.4,,0,未触发,平台观察,False,缺失,回踩修复,0.5363825363825365,0.12054586808188028,0.4666666666666667,13.374066530889342,81.78668646374659,-0.2726377952755906,0.31059432,0.33258504,0.4576562,
月末观察,2022-02-28,300183,东软载波,15.69,0,无信号,RPS60=13.3,,0,未触发,平台观察,False,缺失,弱势结构,0.296694214876033,-0.23125918667319945,0.35,13.26091875990043,60.999752536500864,-0.4408410548823949,0.345963,0.30262735,0.47288758,
月末观察,2022-02-28,002052,同洲电子,1.86,0,无信号,反弹≥40%；RPS60=13.2,,0,未触发,平台观察,False,缺失,回踩修复,0.488,-0.055837563451776595,0.31666666666666665,13.193030097307082,77.17149220489978,-0.29007633587786263,0.25941423,0.34293324,0.62779015,
月末观察,2022-02-28,002088,鲁阳节能,14.37,0,无信号,反弹≥40%；RPS60=13.1,,0,未触发,平台观察,False,高,回踩修复,0.7873134328358209,-0.07230471271788252,0.49166666666666664,13.14777098891152,85.74610244988864,-0.32280867106503297,0.30765504,0.78405285,0.64077955,0.7495955613465614
月末观察,2022-02-28,605005,合兴股份,19.56,0,无信号,反弹≥40%；RPS60=13.1,,0,未触发,平台观察,False,缺失,未知,0.5786924939467311,0.019812304483837195,0.4083333333333333,13.125141434713736,78.69339272457313,-0.2776957163958641,0.25681254,0.36946228,0.7385079,
月末观察,2022-02-28,688100,威胜信息,23.68,0,无信号,RPS60=13.0,,0,未触发,平台观察,False,中,回踩修复,0.22630761263594001,-0.004205214465937801,0.35833333333333334,13.034623217922606,55.431823805988614,-0.3201263278782659,0.12792511,0.69851214,0.579271,0.6217139489121609
月末观察,2022-02-28,002669,康达新材,14.37,0,无信号,反弹≥40%；120日收益≥10%；RPS60=12.8,,0,未触发,平台观察,False,低,回踩修复,0.4157635467980294,0.20351758793969843,0.525,12.830957230142568,35.634743875278396,-0.304789550072569,0.2485482,0.6670942,0.67121166,0.2466594821385737
月末观察,2022-02-28,605277,新亚电子,9.43,0,无信号,120日收益≥10%；RPS60=12.6,,0,未触发,平台观察,False,缺失,未知,0.39290989660265874,0.2058823529411764,0.5333333333333333,12.559402579769177,71.0467706013363,-0.25748031496062995,0.24024823,0.37030214,0.63431823,
月末观察,2022-02-28,002026,山东威达,15.35,0,无信号,反弹≥40%；RPS60=12.4,,0,未触发,平台观察,False,中,回踩修复,0.8997524752475248,0.09019886363636354,0.525,12.446254808780267,89.97772828507794,-0.2903374942209893,0.20011087,0.45072973,0.64475185,0.5672633138826557
月末观察,2022-02-28,000572,海马汽车,5.38,0,无信号,反弹≥40%；RPS60=12.4,,0,未触发,平台观察,False,缺失,回踩修复,0.9078014184397163,-0.24225352112676057,0.23333333333333334,12.423625254582484,90.96758228161346,-0.355688622754491,0.3297587,0.31909996,0.4263661,
月末观察,2022-02-28,603489,八方股份,95.08,0,无信号,RPS60=12.4,,0,未触发,平台观察,False,中,弱势结构,0.16149523576838498,-0.08365458750963772,0.475,12.355736591989137,17.37193763919822,-0.3205659568386451,0.26767558,0.6346267,0.7031082,0.6496879284790177
月末观察,2022-02-28,300153,科泰电源,9.51,0,无信号,反弹≥40%；RPS60=12.2,,0,未触发,平台观察,False,缺失,回踩修复,1.0234042553191487,-0.2908277404921701,0.3333333333333333,12.219959266802444,93.44221727295225,-0.45155709342560557,0.34324944,0.23454036,0.2914734,
月末观察,2022-02-28,300892,品渥食品,31.63,0,无信号,RPS60=12.2,,0,未触发,平台观察,False,低,弱势结构,0.0,-0.09265633964429143,0.43333333333333335,12.174700158406878,3.365503588220738,-0.4922953451043338,0.28156012,0.504489,0.66775167,0.27745048693468777
月末观察,2022-02-28,300987,,20.15,0,无信号,RPS60=12.1,,0,未触发,平台观察,False,缺失,未知,,-0.06148113646949238,0.4666666666666667,12.061552387417967,,,0.14247905,0.36661014,0.49502683,
月末观察,2022-02-28,300998,宁波方正,31.43,0,无信号,120日收益≥10%；RPS60=12.0,,0,未触发,平台观察,False,缺失,未知,,0.11493437389145078,0.3333333333333333,12.016293279022404,,,0.2576309,0.42427626,0.57582825,
月末观察,2022-02-28,603055,台华新材,13.55,0,无信号,反弹≥40%；120日收益≥10%；RPS60=12.0,,0,未触发,平台观察,False,中,回踩修复,1.8112033195020745,0.355,0.48333333333333334,11.993663724824621,97.92130660727543,-0.2853375527426161,0.23404256,0.36625332,0.69080186,0.6918884869243138
月末观察,2022-02-28,300323,华灿光电,10.11,0,无信号,RPS60=11.9,,0,未触发,平台观察,False,低,弱势结构,0.16340621403912547,-0.18203883495145634,0.35833333333333334,11.903145508033491,3.0438010393466963,-0.4317032040472175,0.29190752,0.42342752,0.57059824,0.2586258657245077
月末观察,2022-02-28,002765,蓝黛科技,7.85,0,无信号,反弹≥40%；RPS60=11.9,,0,未触发,平台观察,False,中,回踩修复,0.7720090293453725,0.09179415855354645,0.4583333333333333,11.857886399637927,89.086859688196,-0.2371234207968902,0.19889502,0.6191553,0.71818507,0.6116185597618493
月末观察,2022-02-28,600703,三安光电,28.15,0,无信号,RPS60=11.7,,0,未触发,平台观察,False,中,弱势结构,0.24008810572687223,-0.25627476882430655,0.375,11.722109074451232,33.50655778272705,-0.3662764520486268,0.33876306,0.541282,0.6578842,0.4826472333387467
月末观察,2022-02-28,300670,大烨智能,9.4,0,无信号,反弹≥40%；RPS60=11.6,,0,未触发,平台观察,False,中,回踩修复,0.4641744548286606,-0.0628115653040876,0.425,11.631590857660104,68.25043306112349,-0.245585874799358,0.28515318,0.6666272,0.53407586,0.39592014314882895
月末观察,2022-02-28,603283,赛腾股份,12.94,0,无信号,RPS60=11.4,,0,未触发,平台观察,False,缺失,弱势结构,0.2490347490347491,-0.08744710860366711,0.38333333333333336,11.360036207286717,20.786933927245734,-0.3507275464124435,0.26709265,0.43222192,0.4200542,
月末观察,2022-02-28,002882,金龙羽,9.25,0,无信号,RPS60=11.3,,0,未触发,平台观察,False,缺失,回踩修复,0.1920103092783505,-0.2635350318471338,0.31666666666666665,11.269517990495586,50.55679287305123,-0.3369175627240143,0.3338438,0.40469673,0.41770655,
月末观察,2022-02-28,300720,海川智能,11.73,0,无信号,RPS60=11.2,,0,未触发,平台观察,False,中,回踩修复,0.19328585961342837,-0.06384676775738218,0.425,11.201629327902241,47.414006434050975,-0.22317880794701983,0.2869898,0.39060837,0.49787837,0.6010697288434935
月末观察,2022-02-28,688577,浙海德曼,17.27,0,无信号,RPS60=11.1,,0,未触发,平台观察,False,中,回踩修复,0.2792592592592593,-0.2836997096640398,0.35,11.065852002715546,55.25859935659491,-0.38365453247680226,0.32348242,0.7922678,0.6950127,0.4370165494442758
月末观察,2022-02-28,300990,同飞股份,28.27,0,无信号,RPS60=11.0,,0,未触发,平台观察,False,缺失,未知,,0.0704278682317303,0.4166666666666667,11.020592894319982,,,0.19707811,0.42407134,0.6755825,
月末观察,2022-02-28,002170,芭田股份,5.48,0,无信号,反弹≥40%；120日收益≥10%；RPS60=11.0,,0,未触发,平台观察,False,中,回踩修复,0.6456456456456456,0.14166666666666683,0.5166666666666667,10.9979633401222,80.67310071764415,-0.24309392265193364,0.3423913,0.36931032,0.47632796,0.3016545496098712
月末观察,2022-02-28,002806,华锋股份,12.76,0,无信号,反弹≥40%；RPS60=11.0,,0,未触发,平台观察,False,缺失,回踩修复,0.5523114355231142,-0.27127355796687613,0.38333333333333336,10.975333785924416,78.99034892353379,-0.27705382436260617,0.318569,0.69410866,0.6422015,
月末观察,2022-02-28,600609,金杯汽车,5.28,0,无信号,RPS60=10.8,,0,未触发,平台观察,False,缺失,回踩修复,0.2601431980906921,0.041420118343195256,0.5416666666666666,10.81692690653994,62.88047512991833,-0.2727272727272727,0.31337047,0.6132191,0.54396546,
月末观察,2022-02-28,603028,赛福天,10.47,0,无信号,120日收益≥10%；RPS60=10.8,,0,未触发,平台观察,False,中,回踩修复,0.30711610486891394,0.23466981132075482,0.4583333333333333,10.771667798144376,57.609502598366745,-0.3249516441005802,0.26415095,0.61912984,0.7010014,0.3330143908748586
月末观察,2022-02-28,601702,华峰铝业,10.79,0,无信号,反弹≥40%；120日收益≥10%；RPS60=10.7,,0,未触发,平台观察,False,缺失,回踩修复,0.7045813586097944,0.1369863013698629,0.5333333333333333,10.726408689748812,82.30635981192775,-0.2584192439862544,0.28314918,0.43501014,0.60644376,
月末观察,2022-02-28,600673,东阳光,8.13,0,无信号,反弹≥40%；120日收益≥10%；RPS60=10.7,,0,未触发,平台观察,False,中,回踩修复,0.9357142857142857,0.38265306122449005,0.49166666666666664,10.681149581353248,90.05196733481812,-0.2465245597775717,0.3484995,0.40117678,0.42141315,0.357527299555348
月末观察,2022-02-28,603115,海星股份,19.39,0,无信号,反弹≥40%；RPS60=10.6,,0,未触发,平台观察,False,中,回踩修复,0.7675478577939836,-0.021695257315842542,0.4,10.568001810364336,88.41870824053451,-0.2707784881534411,0.20146185,0.50036055,0.7090041,0.636409903415397
月末观察,2022-02-28,300792,壹网壹创,37.98,0,无信号,RPS60=10.4,,0,未触发,平台观察,False,中,弱势结构,0.02676399026763976,-0.20560552185735215,0.36666666666666664,10.40959493097986,2.6726057906458798,-0.5208780118582061,0.32038656,0.41366038,0.50639915,0.5216538098573682
月末观察,2022-02-28,002741,光华科技,19.35,0,无信号,反弹≥40%；RPS60=10.4,,0,未触发,平台观察,False,中,回踩修复,0.5081839438815279,-0.2517401392111368,0.36666666666666664,10.364335822584295,77.85201682751794,-0.3297540699688257,0.31007168,0.462569,0.6673383,0.38272671877432896
月末观察,2022-02-28,300828,锐新科技,14.99,0,无信号,RPS60=10.2,,0,未触发,平台观察,False,缺失,回踩修复,0.2543933054393306,-0.008597883597883493,0.49166666666666664,10.228558497397602,19.549616431576343,-0.3296064400715564,0.27481323,0.29415742,0.4610082,
月末观察,2022-02-28,300224,正海磁材,15.71,0,无信号,反弹≥40%；120日收益≥10%；RPS60=10.2,,0,未触发,平台观察,True,中,多头趋势,0.6536842105263159,0.12294496068620453,0.38333333333333336,10.183299389002038,73.8926008413759,-0.2388565891472868,0.1938326,0.5868186,0.6930234,0.5684894318136025
月末观察,2022-02-28,603667,五洲新春,13.54,0,无信号,反弹≥40%；RPS60=10.2,,0,未触发,平台观察,False,中,回踩修复,1.0391566265060241,0.0,0.4,10.160669834804255,92.74931947537738,-0.34715525554484084,0.30274725,0.39359933,0.5163498,0.5267628774853459
月末观察,2022-02-28,300457,赢合科技,26.76,0,无信号,反弹≥40%；RPS60=10.1,,0,未触发,平台观察,False,中,回踩修复,0.710997442455243,-0.09134125636672319,0.38333333333333336,10.138040280606472,67.78025241276912,-0.3120822622107968,0.343262,0.62576485,0.7362823,0.34037673998043966
月末观察,2022-02-28,300354,东华测试,31.85,0,无信号,反弹≥40%；120日收益≥10%；RPS60=10.1,,0,未触发,平台观察,False,中,回踩修复,1.6787216148023547,0.16410818713450293,0.5166666666666667,10.070151618013124,97.45112595892105,-0.27283105022831045,0.33058435,0.46895018,0.73895997,0.6448688607631066
月末观察,2022-02-28,002706,良信股份,13.01,0,无信号,RPS60=10.0,,0,未触发,平台观察,False,中,弱势结构,0.14323374340949013,-0.1332445036642238,0.2833333333333333,10.002262955419779,5.642167780252413,-0.43777009507346587,0.21924482,0.50848633,0.6612601,0.5139449107041375
月末观察,2022-02-28,003021,兆威机电,40.67,0,无信号,反弹≥40%；RPS60=9.9,,0,未触发,平台观察,False,缺失,回踩修复,0.42451838879159376,-0.29146341463414627,0.36666666666666664,9.934374292826432,74.75872308834447,-0.292695652173913,0.29611307,0.5785029,0.7178521,
月末观察,2022-02-28,002416,爱施德,7.78,0,无信号,RPS60=9.9,,0,未触发,平台观察,False,缺失,回踩修复,0.3745583038869258,0.003870967741935516,0.44166666666666665,9.889115184430866,45.657015590200444,-0.2646502835538752,0.27793697,0.60309684,0.6204123,
月末观察,2022-02-28,300927,江天化学,16.39,0,无信号,RPS60=9.8,,0,未触发,平台观察,False,缺失,未知,0.07687253613666223,-0.055875576036866326,0.38333333333333336,9.798596967639737,40.4850284583024,-0.43792866941015085,0.3233986,0.41400453,0.4932626,
月末观察,2022-02-28,300882,万胜智能,11.45,0,无信号,RPS60=9.7,,0,未触发,平台观察,False,中,弱势结构,0.229860365198711,-0.004347826086956608,0.44166666666666665,9.73070830504639,29.37391734719129,-0.383745963401507,0.2720637,0.29546264,0.4348604,0.3097107284649027
月末观察,2022-02-28,688388,嘉元科技,56.92,0,无信号,反弹≥40%；RPS60=9.7,,0,未触发,平台观察,False,高,回踩修复,0.8081321473951715,0.03660535421598987,0.5333333333333333,9.685449196650826,83.3951992081168,-0.3457471264367816,0.3406969,0.72092545,0.63326454,0.7116207063106927
月末观察,2022-02-28,300890,翔丰华,59.32,0,无信号,反弹≥40%；120日收益≥10%；RPS60=9.4,,0,未触发,平台观察,False,中,回踩修复,0.5844017094017095,0.11399061032863855,0.4666666666666667,9.413894546277438,73.00173224449394,-0.29648956356736234,0.3461916,0.7771174,0.6815964,0.4435357525533552
月末观察,2022-02-28,300360,炬华科技,9.26,0,无信号,反弹≥40%；RPS60=9.3,,0,未触发,平台观察,False,中,回踩修复,0.44236760124610597,0.03232998885172789,0.325,9.346005883684091,68.84434545904479,-0.2979529946929492,0.14067279,0.45590922,0.5658313,0.4824359951956682
月末观察,2022-02-28,002879,长缆科技,17.39,0,无信号,反弹≥40%；RPS60=9.3,,0,未触发,平台观察,False,中,回踩修复,0.45766974015088024,-0.017514124293785294,0.5,9.300746775288527,71.98713189804505,-0.3296067848882036,0.20487577,0.6154659,0.6506887,0.42611203158602184
月末观察,2022-02-28,300317,珈伟新能,7.11,0,无信号,反弹≥40%；RPS60=9.3,,0,未触发,平台观察,False,中,回踩修复,0.48434237995824647,-0.08962868117797684,0.375,9.255487666892963,62.05147240781985,-0.2685185185185185,0.29132947,0.2759852,0.46987286,0.5428313439946989
月末观察,2022-02-28,300835,龙磁科技,35.99,0,无信号,反弹≥40%；120日收益≥10%；RPS60=9.2,,0,未触发,平台观察,False,中,回踩修复,0.5716157205240175,0.2531337047353761,0.49166666666666664,9.187599004299615,64.63746597376887,-0.2577851103320272,0.18205735,0.5496349,0.581925,0.6314944193138015
月末观察,2022-02-28,300256,星星科技,2.75,0,无信号,120日收益≥10%；RPS60=9.2,,0,未触发,平台观察,False,缺失,弱势结构,0.17521367521367526,0.1554621848739497,0.49166666666666664,9.164969450101832,2.1776787923781242,-0.529109589041096,0.29715762,0.413617,0.52380955,
月末观察,2022-02-28,002617,露笑科技,14.19,0,无信号,反弹≥40%；RPS60=8.8,,0,未触发,平台观察,False,缺失,回踩修复,1.0715328467153284,0.04415011037527594,0.4583333333333333,8.757637474541752,91.33877753031427,-0.27786259541984726,0.28028086,0.40548572,0.5433799,
月末观察,2022-02-28,300207,欣旺达,35.66,0,无信号,反弹≥40%；RPS60=8.6,,0,未触发,平台观察,False,中,回踩修复,0.969077857537272,-0.12361759646104697,0.38333333333333336,8.621860149355058,61.02449888641426,-0.31078469269424047,0.27232966,0.7832104,0.7671835,0.42410641907740215
月末观察,2022-02-28,300978,东箭科技,14.61,0,无信号,RPS60=8.6,,0,未触发,平台观察,False,缺失,未知,,-0.18334264952487433,0.275,8.55397148676171,,,0.30215108,0.36280867,0.5253337,
月末观察,2022-02-28,300772,运达股份,20.05,0,无信号,反弹≥40%；RPS60=8.5,,0,未触发,平台观察,False,缺失,回踩修复,1.6346911957950065,0.02243753187149422,0.4666666666666667,8.531341932563928,94.23410047018065,-0.44521306032097396,0.33979517,0.5587568,0.54003656,
月末观察,2022-02-28,002959,小熊电器,44.18,0,无信号,RPS60=8.5,,0,未触发,平台观察,False,中,弱势结构,0.057696911659085304,-0.12323873784481054,0.5,8.508712378366145,2.994308339519921,-0.43926894275923345,0.2957007,0.5719869,0.64832926,0.3808720442372179
月末观察,2022-02-28,300893,松原安全,9.72,0,无信号,反弹≥40%；120日收益≥10%；RPS60=8.5,,0,未触发,平台观察,False,中,回踩修复,0.45945945945945943,0.2942743009320907,0.5083333333333333,8.463453269970582,63.62286562731997,-0.2773234200743494,0.19255814,0.38017547,0.67637295,0.42190311714431794
月末观察,2022-02-28,601369,陕鼓动力,8.64,0,无信号,反弹≥40%；RPS60=8.4,,0,未触发,平台观察,False,中,回踩修复,0.6029684601113174,-0.09717868338557989,0.4166666666666667,8.4408237157728,83.69215540707745,-0.2793994995829858,0.33250824,0.47942424,0.62913096,0.6056278236254504
月末观察,2022-02-28,603655,朗博科技,19.64,0,无信号,RPS60=8.4,,0,未触发,平台观察,False,中,弱势结构,0.24856961220597595,-0.24693251533742322,0.31666666666666665,8.372935053179452,69.240287057659,-0.39289026275115924,0.3053435,0.37666896,0.44902244,0.4960849780201713
月末观察,2022-02-28,605288,凯迪股份,37.54,0,无信号,RPS60=8.3,,0,未触发,平台观察,False,缺失,弱势结构,0.05449438202247192,-0.038175762234178845,0.36666666666666664,8.327675944783888,7.696114823063597,-0.33978192050650724,0.27573088,0.3341414,0.59450126,
月末观察,2022-02-28,603386,骏亚科技,12.24,0,无信号,RPS60=8.2,,0,未触发,平台观察,False,中,回踩修复,0.2857142857142858,-0.09063893016344726,0.26666666666666666,8.191898619597195,62.311309081910416,-0.35408970976253296,0.29065534,0.53028405,0.73189425,0.6618385452957006
月末观察,2022-02-28,300129,泰胜风能,7.89,0,无信号,RPS60=8.2,,0,未触发,平台观察,False,缺失,回踩修复,0.3964601769911502,-0.06627218934911239,0.45,8.169269065399412,68.67112100965109,-0.2917414721723519,0.33734939,0.33510354,0.41617888,
月末观察,2022-02-28,300748,金力永磁,23.09,0,无信号,反弹≥40%；RPS60=7.9,,0,未触发,平台观察,False,高,回踩修复,0.8681229773462784,0.07445323406235471,0.475,7.942973523421588,90.49740163325909,-0.24739243807040412,0.25229865,0.5647179,0.6624325,0.731398923996933
月末观察,2022-02-28,000657,中钨高新,10.65,0,无信号,反弹≥40%；RPS60=7.9,,0,未触发,平台观察,False,中,回踩修复,0.9869402985074627,-0.015711645101663563,0.425,7.897714415026023,92.40287057658996,-0.3007222586999343,0.23141186,0.54877675,0.6793893,0.613833405059325
月末观察,2022-02-28,002236,大华股份,16.31,0,无信号,RPS60=7.9,,0,未触发,平台观察,False,中,弱势结构,0.0,-0.16530194472876159,0.425,7.85245530663046,13.734224201930214,-0.29849462365591406,0.31139785,0.53151166,0.6089849,0.39007454563905125
