调仓日,排名,代码,名称,复合分,EP,BP,CFP,不复权价,流通市值_亿,是否新进
2022-04-21,20,600908,,0.9707,0.1414,1.2091,0.5038,5.73,101.0,新
2022-05-24,1,601077,,0.9981,0.2291,2.4069,1.8131,3.8,223.1,
2022-05-24,2,600016,,0.9946,0.1803,3.0066,1.4318,3.77,1337.4,
2022-05-24,3,601916,,0.9919,0.1793,1.8674,1.1828,3.24,226.8,新
2022-05-24,4,601398,,0.9902,0.2055,1.7912,0.5738,4.67,12596.0,新
2022-05-24,5,600919,,0.99,0.191,1.5438,1.3073,6.81,999.1,
2022-05-24,6,601328,,0.9894,0.2255,2.2138,0.4081,4.92,1932.4,新
2022-05-24,7,600928,,0.9889,0.1741,1.759,0.8594,3.62,109.5,新
2022-05-24,8,601229,,0.9888,0.2363,2.1157,0.3765,6.35,876.8,新
2022-05-24,9,000898,,0.9879,0.2195,1.9296,0.4109,3.37,267.4,
2022-05-24,10,601939,,0.9874,0.2031,1.7273,0.4458,5.96,571.7,
2022-05-24,11,000959,,0.9872,0.256,1.4696,0.4725,4.32,257.6,
2022-05-24,12,601577,,0.9827,0.2081,1.7192,0.3297,7.35,152.0,
2022-05-24,13,002948,,0.9819,0.1469,1.4386,1.1343,3.54,106.7,新
2022-05-24,14,002958,,0.9811,0.1638,1.6724,0.4001,3.17,153.0,新
2022-05-24,15,600325,,0.9796,0.204,1.1934,2.4804,6.96,147.4,
2022-05-24,16,600908,,0.9793,0.1567,1.3508,0.7994,5.42,95.7,
2022-05-24,17,600623,,0.9778,0.1879,1.3754,0.4001,7.56,140.7,
2022-05-24,18,600269,,0.9767,0.132,2.1281,0.3664,3.41,79.6,新
2022-05-24,19,601187,,0.9759,0.1427,1.386,0.5082,5.68,55.2,新
2022-05-24,20,600028,,0.9758,0.1465,1.5351,0.3742,4.27,4083.9,
2022-06-22,1,601077,,0.9971,0.2228,2.3407,1.7633,3.9,229.4,
2022-06-22,2,600016,,0.9932,0.1743,2.9064,1.3841,3.9,1383.5,
2022-06-22,3,300981,,0.9923,0.3555,1.6562,0.5915,23.97,22.6,新
2022-06-22,4,600919,,0.9911,0.1967,1.5898,1.3462,6.61,970.2,
2022-06-22,5,601916,,0.9908,0.175,1.8227,1.1545,3.31,232.4,
2022-06-22,6,601398,,0.9896,0.2021,1.7618,0.5644,4.75,12805.9,
2022-06-22,7,601328,,0.9894,0.2231,2.1901,0.4037,4.98,1953.3,
2022-06-22,8,600928,,0.9887,0.1738,1.7559,0.8579,3.62,109.7,
2022-06-22,9,601229,,0.9883,0.2314,2.0715,0.3686,6.48,895.5,
2022-06-22,10,000898,,0.9877,0.2147,1.8877,0.402,3.44,273.3,
2022-06-22,11,601939,,0.9874,0.2017,1.7161,0.4429,6.0,575.4,
2022-06-22,12,002948,,0.9826,0.1456,1.4261,1.1245,3.57,107.7,
2022-06-22,13,600325,,0.981,0.2053,1.2012,2.4965,6.92,146.4,
2022-06-22,14,000959,,0.9807,0.2267,1.3017,0.4185,4.88,290.8,
2022-06-22,15,600028,,0.9806,0.1553,1.6279,0.3968,4.03,3851.2,
2022-06-22,16,002958,,0.9798,0.157,1.6025,0.3833,3.31,159.7,
2022-06-22,17,601577,,0.9796,0.197,1.6273,0.3121,7.77,160.6,
2022-06-22,18,600908,,0.9787,0.154,1.3272,0.7855,5.52,97.4,
2022-06-22,19,600019,,0.9774,0.1606,1.4044,0.3948,6.23,1360.0,新
2022-06-22,20,600997,,0.9768,0.1781,1.2554,0.4703,7.07,112.3,新
2022-07-20,1,601077,,0.9973,0.2394,2.5153,1.8948,3.63,213.4,
2022-07-20,2,600016,,0.9945,0.1867,3.1132,1.4826,3.64,1291.6,
2022-07-20,3,300981,,0.9912,0.3459,1.6116,0.5755,24.63,23.3,
2022-07-20,4,601398,,0.9906,0.2164,1.8865,0.6043,4.44,11959.5,
2022-07-20,5,601328,,0.9905,0.2415,2.3708,0.4371,4.6,1804.4,
2022-07-20,6,000898,,0.9902,0.2414,2.1224,0.452,3.06,243.1,
2022-07-20,7,601916,,0.9902,0.1771,1.8448,1.1685,3.27,229.6,
2022-07-20,8,601229,,0.9891,0.2489,2.2289,0.3966,6.03,832.2,
2022-07-20,9,600928,,0.9887,0.1771,1.7891,0.8742,3.56,107.6,
2022-07-20,10,601939,,0.9886,0.2139,1.8199,0.4697,5.66,542.6,
2022-07-20,11,600919,,0.9856,0.1764,1.4261,1.2077,7.37,1081.6,
2022-07-20,12,000959,,0.9853,0.2475,1.4212,0.4569,4.47,266.3,
2022-07-20,13,601155,,0.9834,0.2689,1.2734,0.6134,20.75,469.1,新
2022-07-20,14,002948,,0.9824,0.1475,1.4451,1.1394,3.52,106.3,
2022-07-20,15,002958,,0.9811,0.1648,1.6822,0.4024,3.16,152.1,
2022-07-20,16,600019,,0.981,0.174,1.5214,0.4277,5.75,1255.3,
2022-07-20,17,601577,,0.9797,0.1986,1.6406,0.3146,7.7,159.3,
2022-07-20,18,601665,,0.9793,0.143,1.3418,1.3922,4.47,93.0,新
2022-07-20,19,600623,,0.9788,0.1873,1.3708,0.3988,7.58,141.2,新
2022-07-20,20,002110,,0.9787,0.2613,1.7072,0.2551,5.66,138.9,新
2022-08-17,1,601077,,0.9974,0.2445,2.5686,1.935,3.56,209.0,
2022-08-17,2,600016,,0.9939,0.1854,3.0923,1.4726,3.67,1300.3,
2022-08-17,3,300981,,0.9913,0.3529,1.644,0.5871,24.14,22.8,
2022-08-17,4,601398,,0.9912,0.2213,1.9289,0.6179,4.34,11696.7,
2022-08-17,5,000898,,0.9904,0.2463,2.165,0.461,3.0,238.3,
2022-08-17,6,601916,,0.99,0.1786,1.8598,1.178,3.25,227.7,
2022-08-17,7,601328,,0.9898,0.2415,2.3708,0.4371,4.6,1804.4,
2022-08-17,8,601229,,0.9895,0.2543,2.2771,0.4052,5.9,814.6,
2022-08-17,9,600928,,0.9888,0.1788,1.8062,0.8825,3.52,106.6,
2022-08-17,10,601939,,0.9887,0.2201,1.8726,0.4833,5.5,527.3,
2022-08-17,11,600919,,0.9887,0.1881,1.52,1.2872,6.91,1015.3,
2022-08-17,12,000959,,0.9867,0.2585,1.484,0.4771,4.28,255.1,
2022-08-17,13,600808,,0.9863,0.2108,1.4267,0.6804,3.1,184.7,新
2022-08-17,14,002948,,0.9845,0.1537,1.5053,1.1869,3.38,102.0,
2022-08-17,15,600019,,0.984,0.186,1.6267,0.4573,5.38,1174.1,
2022-08-17,16,601577,,0.9836,0.2188,1.8076,0.3467,6.99,144.5,
2022-08-17,17,601155,,0.9836,0.2708,1.2826,0.6178,20.6,465.7,
2022-08-17,18,002958,,0.9816,0.1696,1.7313,0.4141,3.07,147.8,
2022-08-17,19,601665,,0.9809,0.1465,1.3749,1.4266,4.37,90.7,
2022-08-17,20,002110,,0.9793,0.2675,1.7479,0.2612,5.53,135.6,
2022-09-15,1,601077,,0.9981,0.2477,2.5097,2.3243,3.63,213.4,
2022-09-15,2,601288,,0.9949,0.2302,2.1026,0.9837,2.87,8579.8,新
2022-09-15,3,601998,,0.9937,0.2414,2.3037,0.6575,4.64,1579.6,新
2022-09-15,4,601398,,0.9923,0.2188,1.893,0.8914,4.39,11828.1,
2022-09-15,5,601328,,0.9913,0.2389,2.3234,0.4842,4.65,1823.9,
2022-09-15,6,601916,,0.9913,0.1704,1.9366,1.7654,3.17,222.2,
2022-09-15,7,601939,,0.9913,0.2208,1.8378,0.7756,5.57,534.4,
2022-09-15,8,600928,,0.9902,0.1664,1.7878,2.0415,3.55,107.3,
2022-09-15,9,601963,,0.9887,0.1791,1.7378,0.8744,7.2,49.8,新
2022-09-15,10,002958,,0.9871,0.1696,1.7456,0.7724,3.07,147.8,
2022-09-15,11,000959,,0.9838,0.192,1.5301,0.4518,4.13,246.3,
2022-09-15,12,600782,,0.9823,0.2528,1.9835,0.3239,4.23,135.0,新
2022-09-15,13,600919,,0.982,0.1895,1.4162,0.4679,7.49,1100.7,
2022-09-15,14,601665,,0.9813,0.1439,1.368,1.9913,4.38,91.0,
2022-09-15,15,600623,,0.9812,0.1609,1.4232,0.58,7.09,132.0,新
2022-09-15,16,601155,,0.9801,0.2187,1.19,0.7927,22.91,517.8,
2022-09-15,17,601186,,0.9795,0.2261,2.1014,0.2867,7.52,865.1,新
2022-09-15,18,601187,,0.9788,0.1428,1.3491,1.063,5.81,62.1,新
2022-09-15,19,002948,,0.9766,0.1404,1.4744,0.4808,3.49,105.2,
2022-09-15,20,600908,,0.9757,0.1532,1.269,0.6641,6.01,105.9,新
2022-10-20,1,601077,,0.9975,0.2503,2.5361,2.3487,3.6,211.2,
2022-10-20,2,601155,,0.9936,0.3207,1.7446,1.1622,15.62,353.2,
2022-10-20,3,601288,,0.9931,0.2312,2.1116,0.9879,2.85,8543.4,
2022-10-20,4,601998,,0.9925,0.2453,2.3407,0.668,4.57,1554.7,
2022-10-20,5,601398,,0.9907,0.2207,1.9089,0.8989,4.35,11729.5,
2022-10-20,6,601916,,0.9906,0.1834,2.0842,1.9,2.94,206.4,
2022-10-20,7,601939,,0.9901,0.2228,1.8541,0.7825,5.52,529.7,
2022-10-20,8,600928,,0.9895,0.1758,1.8895,2.1576,3.36,101.5,
2022-10-20,9,601328,,0.9894,0.2415,2.3484,0.4894,4.6,1804.4,
2022-10-20,10,601963,,0.9878,0.1899,1.8424,0.927,6.79,47.0,
2022-10-20,11,000959,,0.986,0.2195,1.7494,0.5165,3.61,215.4,
2022-10-20,12,002958,,0.9856,0.178,1.8325,0.8109,2.92,140.8,
2022-10-20,13,600782,,0.9821,0.2757,2.1628,0.3531,3.88,123.8,
2022-10-20,14,600623,,0.9811,0.1741,1.5405,0.6277,6.55,121.9,
2022-10-20,15,601665,,0.981,0.1553,1.477,2.1499,4.06,84.3,
2022-10-20,16,600383,,0.9799,0.2133,1.3803,0.5694,9.94,448.8,新
2022-10-20,17,601186,,0.9795,0.2421,2.251,0.3071,7.02,807.6,
2022-10-20,18,601187,,0.9791,0.1544,1.4589,1.1496,5.38,57.4,
2022-10-20,19,600919,,0.978,0.1931,1.443,0.4768,7.35,1080.3,
2022-10-20,20,002948,,0.9744,0.1458,1.5311,0.4993,3.36,101.3,
2022-11-17,1,601077,,0.998,0.2463,2.6533,2.5086,3.53,208.1,
2022-11-17,2,601288,,0.9958,0.2434,2.2351,1.5081,2.79,8361.7,
2022-11-17,3,601916,,0.993,0.1953,2.1734,1.8739,2.92,204.6,
2022-11-17,4,601398,,0.9926,0.2351,2.057,0.8328,4.17,11236.7,
2022-11-17,5,601328,,0.9926,0.2458,2.4165,0.5581,4.6,1804.4,
2022-11-17,6,601939,,0.9906,0.2342,1.9868,0.5909,5.34,512.1,
2022-11-17,7,601658,,0.9889,0.2014,1.7147,0.7314,4.27,481.5,新
2022-11-17,8,600928,,0.9886,0.1665,1.8904,2.5151,3.42,103.6,
2022-11-17,9,601186,,0.988,0.2346,2.2657,0.4089,7.16,823.6,
2022-11-17,10,601665,,0.9837,0.1667,1.4672,1.8177,4.2,87.2,
2022-11-17,11,002807,,0.9834,0.1685,1.548,0.828,3.94,85.5,新
2022-11-17,12,601187,,0.9826,0.1637,1.5019,0.8727,5.38,64.0,
2022-11-17,13,601155,,0.9821,0.2162,1.3157,0.8464,20.63,466.4,
2022-11-17,14,603323,,0.9816,0.1633,1.7192,0.4852,4.59,69.7,新
2022-11-17,15,600383,,0.9804,0.2029,1.3734,0.4758,10.3,465.0,
2022-11-17,16,601919,,0.9802,0.6197,1.15,1.1612,11.97,1525.4,新
2022-11-17,17,600782,,0.9784,0.1956,2.0897,0.2937,4.04,128.8,
2022-11-17,18,600704,,0.9775,0.1702,1.3403,0.58,4.46,226.0,新
2022-11-17,19,601390,,0.9765,0.2224,1.8887,0.2638,5.29,1077.6,新
2022-11-17,20,002839,,0.9762,0.1519,1.3191,1.1784,4.54,93.6,新
2022-12-15,1,601077,,0.9983,0.2437,2.6252,2.4821,3.57,210.3,
2022-12-15,2,601288,,0.9959,0.2362,2.1691,1.4635,2.88,8616.1,
2022-12-15,3,601916,,0.9938,0.191,2.1253,1.8325,2.98,498.8,
2022-12-15,4,601398,,0.9937,0.2304,2.0158,0.8161,4.25,11466.7,
2022-12-15,5,601328,,0.993,0.24,2.3593,0.5449,4.71,1848.2,
2022-12-15,6,601939,,0.9909,0.2249,1.908,0.5675,5.56,533.2,
2022-12-15,7,600928,,0.9892,0.1628,1.848,2.4587,3.5,105.9,
2022-12-15,8,601658,,0.9882,0.1895,1.6135,0.6883,4.54,511.7,
2022-12-15,9,601919,,0.9873,0.6881,1.277,1.2894,10.78,1373.8,
2022-12-15,10,601665,,0.985,0.1648,1.4506,1.7972,4.25,88.2,
2022-12-15,11,002807,,0.9849,0.1651,1.5172,0.8115,4.02,87.2,
2022-12-15,12,601186,,0.9836,0.2016,1.9466,0.3513,8.33,958.7,
2022-12-15,13,603323,,0.9811,0.1575,1.6584,0.468,4.76,73.5,
2022-12-15,14,601155,,0.9809,0.2029,1.2348,0.7944,21.98,495.9,
2022-12-15,15,601187,,0.9809,0.1543,1.4154,0.8224,5.7,67.9,
2022-12-15,16,600383,,0.9784,0.1915,1.2961,0.449,10.91,492.8,
2022-12-15,17,000552,,0.9776,0.244,1.0882,0.8319,3.34,83.7,新
2022-12-15,18,600782,,0.9773,0.1872,2.0001,0.2811,4.22,134.6,
2022-12-15,19,002839,,0.9772,0.1487,1.2915,1.1538,4.64,95.6,
2022-12-15,20,601101,,0.9758,0.2515,1.1089,0.5062,6.64,95.6,新
2023-01-13,1,601077,,0.998,0.2445,2.6345,2.4908,3.56,209.6,
2023-01-13,2,601288,,0.9956,0.2313,2.1243,1.4333,2.94,8797.9,
2023-01-13,3,601916,,0.9938,0.1953,2.1734,1.8739,2.92,487.8,
2023-01-13,4,601398,,0.9928,0.2259,1.9761,0.8,4.34,11696.7,
2023-01-13,5,601328,,0.9919,0.232,2.2812,0.5269,4.87,1911.4,
2023-01-13,6,601939,,0.9902,0.2215,1.8791,0.5589,5.64,541.4,
2023-01-13,7,601919,,0.9891,0.7324,1.3593,1.3725,10.13,1290.7,
2023-01-13,8,600928,,0.9886,0.1649,1.872,2.4906,3.46,104.6,
2023-01-13,9,601186,,0.9859,0.2187,2.1115,0.3811,7.68,883.8,
2023-01-13,10,601665,,0.9835,0.1653,1.4547,1.8023,4.24,98.2,
2023-01-13,11,601658,,0.9835,0.1758,1.4971,0.6386,4.89,551.4,
2023-01-13,12,600383,,0.9829,0.2122,1.4362,0.4976,9.85,444.7,
2023-01-13,13,002807,,0.9826,0.164,1.5072,0.8062,4.05,87.8,
2023-01-13,14,603323,,0.9807,0.1589,1.6732,0.4722,4.72,72.9,
2023-01-13,15,601155,,0.9797,0.2029,1.2348,0.7944,21.98,495.9,
2023-01-13,16,600782,,0.9788,0.1956,2.0897,0.2937,4.04,128.8,
2023-01-13,17,601187,,0.978,0.1507,1.383,0.8036,5.84,69.5,
2023-01-13,18,601101,,0.9778,0.2643,1.1654,0.532,6.32,91.0,
2023-01-13,19,601390,,0.9749,0.2133,1.8111,0.253,5.52,1123.7,新
2023-01-13,20,600997,,0.9749,0.1886,1.2871,0.4249,6.89,109.4,新
2023-02-17,1,601077,,0.9978,0.2445,2.6345,2.4908,3.56,209.6,
2023-02-17,2,601288,,0.9958,0.2332,2.142,1.4453,2.92,8725.2,
2023-02-17,3,601916,,0.9941,0.1962,2.1833,1.8824,2.9,485.6,
2023-02-17,4,601398,,0.9929,0.2291,2.0043,0.8114,4.28,11532.4,
2023-02-17,5,601328,,0.9924,0.2326,2.2871,0.5282,4.86,1906.6,
2023-02-17,6,601939,,0.991,0.2249,1.908,0.5675,5.56,533.2,
2023-02-17,7,600928,,0.9898,0.1654,1.8781,2.4987,3.45,104.2,
2023-02-17,8,601155,,0.9893,0.2365,1.4394,0.926,18.86,425.4,
2023-02-17,9,601919,,0.9888,0.7022,1.3033,1.3159,10.57,1346.2,
2023-02-17,10,601658,,0.9875,0.1885,1.6049,0.6846,4.56,514.4,
2023-02-17,11,600383,,0.9861,0.2185,1.4793,0.5125,9.56,431.7,
2023-02-17,12,601665,,0.9857,0.1662,1.463,1.8125,4.21,97.7,
2023-02-17,13,601186,,0.9852,0.2148,2.0738,0.3743,7.82,899.9,
2023-02-17,14,002807,,0.9831,0.1609,1.4781,0.7906,4.13,89.5,
2023-02-17,15,601187,,0.9814,0.1563,1.4338,0.8331,5.63,67.1,
2023-02-17,16,603323,,0.9811,0.1575,1.6584,0.468,4.76,73.5,
2023-02-17,17,600782,,0.9777,0.1877,2.0054,0.2819,4.21,134.2,
2023-02-17,18,601101,,0.9775,0.2565,1.1312,0.5164,6.51,93.7,
2023-02-17,19,000552,,0.977,0.2416,1.0775,0.8237,3.38,84.6,新
2023-02-17,20,601009,,0.9769,0.1823,1.2143,0.5562,9.76,860.9,新
2023-03-17,1,601077,,0.9977,0.237,2.5533,2.4141,3.67,216.2,
2023-03-17,2,601288,,0.9949,0.2204,2.0239,1.3656,3.09,9234.2,
2023-03-17,3,601916,,0.9944,0.198,2.2033,1.8997,2.88,481.1,
2023-03-17,4,601155,,0.9931,0.2621,1.5953,1.0263,17.02,383.8,
2023-03-17,5,601398,,0.9919,0.2168,1.8962,0.7677,4.52,12189.5,
2023-03-17,6,601328,,0.9904,0.2203,2.1655,0.5002,5.13,2013.6,
2023-03-17,7,600383,,0.9901,0.2393,1.6198,0.5612,8.73,394.3,
2023-03-17,8,601939,,0.9889,0.2075,1.7607,0.5237,6.02,577.8,
2023-03-17,9,600928,,0.9889,0.1607,1.8246,2.4276,3.55,119.8,
2023-03-17,10,601919,,0.9869,0.6674,1.2386,1.2507,11.12,1416.4,
2023-03-17,11,601665,,0.9865,0.1686,1.4841,1.8386,4.15,96.3,
2023-03-17,12,601658,,0.984,0.1737,1.4788,0.6308,4.95,558.3,
2023-03-17,13,000001,,0.9829,0.1726,1.4749,0.5437,12.75,2473.6,新
2023-03-17,14,601187,,0.9828,0.1587,1.4558,0.8459,5.55,66.1,
2023-03-17,15,002807,,0.9827,0.1593,1.4639,0.783,4.17,90.4,
2023-03-17,16,601009,,0.9813,0.1926,1.2829,0.5875,9.24,814.9,
2023-03-17,17,603323,,0.9808,0.1575,1.6584,0.468,4.76,73.5,
2023-03-17,18,000552,,0.9789,0.244,1.0882,0.8319,3.34,83.7,
2023-03-17,19,601101,,0.9789,0.2594,1.1438,0.5222,6.44,92.7,
2023-03-17,20,002839,,0.9771,0.1484,1.2881,1.1508,4.65,96.3,新
2023-04-17,1,601077,,0.9975,0.2384,2.5308,1.6719,3.73,219.9,
2023-04-17,2,601169,,0.9961,0.2196,2.3483,1.2829,4.65,982.3,新
2023-04-17,3,600016,,0.9949,0.2018,3.2763,1.0798,3.52,1248.0,新
2023-04-17,4,601288,,0.9938,0.2088,1.9279,1.144,3.3,9888.6,
2023-04-17,5,601328,,0.9938,0.2081,2.0833,0.9053,5.48,2149.8,
2023-04-17,6,601916,,0.9929,0.1776,2.1748,2.6432,2.98,498.8,
2023-04-17,7,601398,,0.9922,0.2051,1.8654,0.8335,4.73,12748.1,
2023-04-17,8,601998,,0.9906,0.1952,1.8769,0.6657,5.99,2041.1,新
2023-04-17,9,600383,,0.9899,0.2349,1.5899,0.5508,8.9,401.7,
2023-04-17,10,600928,,0.9899,0.1633,1.8539,2.4666,3.49,117.9,
2023-04-17,11,601939,,0.9898,0.203,1.7226,0.6202,6.3,604.8,
2023-04-17,12,601665,,0.9872,0.1706,1.5014,1.8601,4.1,95.2,
2023-04-17,13,601658,,0.9848,0.1652,1.4398,0.9989,5.15,580.2,
2023-04-17,14,601187,,0.9846,0.1619,1.4851,0.8629,5.44,64.8,
2023-04-17,15,603323,,0.9825,0.1584,1.6682,0.4708,4.73,73.1,
2023-04-17,16,000001,,0.9823,0.1701,1.454,0.536,12.93,2509.1,
2023-04-17,17,601919,,0.9823,0.5972,1.0897,1.0691,11.44,1457.1,
2023-04-17,18,601009,,0.9819,0.1937,1.2898,0.5907,9.19,810.5,
2023-04-17,19,601101,,0.9812,0.2668,1.1765,0.5371,6.26,90.1,
2023-04-17,20,002839,,0.9811,0.1612,1.3341,0.7767,4.53,93.8,
2023-05-18,1,601166,,0.9965,0.2373,1.9132,1.3203,17.19,3571.7,新
2023-05-18,2,601077,,0.9962,0.2204,2.3455,1.1696,4.17,368.7,
2023-05-18,3,600015,,0.9961,0.2278,2.6586,0.7901,6.28,805.0,新
2023-05-18,4,600000,,0.9959,0.1861,2.6657,3.2954,7.68,2255.3,新
2023-05-18,5,601169,,0.9955,0.2051,2.2704,1.1984,4.97,1051.5,
2023-05-18,6,601818,,0.9948,0.2185,2.1552,0.7991,3.39,1571.7,新
2023-05-18,7,600016,,0.9944,0.1798,2.9271,1.4062,4.06,1440.0,
2023-05-18,8,601328,,0.9933,0.1954,1.9763,0.9065,5.94,2329.7,
2023-05-18,9,601825,,0.9928,0.1834,1.7589,2.0858,6.22,287.3,新
2023-05-18,10,601288,,0.9928,0.1869,1.7692,1.4403,3.69,11051.9,
2023-05-18,11,601916,,0.9926,0.1793,2.0775,1.1832,3.24,540.7,
2023-05-18,12,601398,,0.9908,0.1895,1.769,0.7143,5.12,13799.4,
2023-05-18,13,603323,,0.9907,0.1769,1.6598,1.5109,4.86,75.0,
2023-05-18,14,601665,,0.9893,0.1769,1.5271,1.8709,4.3,99.6,
2023-05-18,15,601939,,0.9881,0.1905,1.6678,0.5168,6.72,644.8,
2023-05-18,16,601528,,0.9876,0.1405,1.8734,1.7992,5.41,42.7,新
2023-05-18,17,600928,,0.9875,0.143,1.7209,2.6915,3.92,132.3,
2023-05-18,18,601988,,0.9875,0.171,1.7004,0.6389,4.21,8872.9,新
2023-05-18,19,601963,,0.9861,0.1552,1.5475,1.183,8.5,58.8,新
2023-05-18,20,600908,,0.9846,0.1788,1.3983,0.652,5.76,102.1,新
2023-06-15,1,601077,,0.9965,0.2353,2.5039,1.2486,3.91,345.4,
2023-06-15,2,600015,,0.9965,0.2452,2.8617,0.8505,5.83,747.8,
2023-06-15,3,601169,,0.996,0.216,2.3915,1.2623,4.72,998.2,
2023-06-15,4,600000,,0.9958,0.192,2.7494,3.3989,7.45,2186.6,
2023-06-15,5,601166,,0.9954,0.2398,1.9331,1.3341,17.02,3534.9,
2023-06-15,6,601818,,0.9953,0.2358,2.3262,0.8626,3.14,1456.1,
2023-06-15,7,600016,,0.9939,0.1854,3.0185,1.4501,3.94,1396.3,
2023-06-15,8,601825,,0.9938,0.1952,1.8719,2.2198,5.84,269.9,
2023-06-15,9,601328,,0.9927,0.1979,2.0014,0.918,5.86,2300.5,
2023-06-15,10,601288,,0.9921,0.1919,1.817,1.4793,3.6,10761.1,
2023-06-15,11,603323,,0.9919,0.1913,1.7946,1.6336,4.5,69.4,
2023-06-15,12,601398,,0.991,0.1975,1.8437,0.7445,4.91,13240.9,
2023-06-15,13,601665,,0.9904,0.1885,1.6268,1.993,4.03,93.5,
2023-06-15,14,601528,,0.9886,0.1508,2.0111,1.9314,5.04,39.8,
2023-06-15,15,601939,,0.9884,0.2011,1.7608,0.5456,6.37,610.7,
2023-06-15,16,601998,,0.9878,0.1959,1.8761,0.5054,6.18,2105.4,新
2023-06-15,17,600928,,0.9876,0.1494,1.7981,2.8124,3.75,126.6,
2023-06-15,18,601988,,0.9876,0.1793,1.7826,0.6698,4.02,8463.8,
2023-06-15,19,002839,,0.9856,0.1772,1.4753,1.0646,4.29,88.8,新
2023-06-15,20,601963,,0.9854,0.1591,1.5856,1.2121,8.3,57.4,
2023-07-17,1,601077,,0.9971,0.251,2.6708,1.3318,3.67,323.8,
2023-07-17,2,600015,,0.9968,0.2598,3.032,0.9011,5.5,705.8,
2023-07-17,3,601166,,0.9964,0.2617,2.1096,1.4558,15.59,3239.2,
2023-07-17,4,601169,,0.9952,0.2204,2.4399,1.2879,4.63,978.4,
2023-07-17,5,601818,,0.995,0.2377,2.3448,0.8695,3.11,1444.6,
2023-07-17,6,600000,,0.9947,0.1926,2.758,3.4096,7.43,2179.7,
2023-07-17,7,601825,,0.9939,0.2057,1.9725,2.3391,5.54,256.2,
2023-07-17,8,600016,,0.9932,0.1878,3.058,1.4691,3.89,1378.3,
2023-07-17,9,601328,,0.993,0.2103,2.1264,0.9753,5.52,2165.3,
2023-07-17,10,603323,,0.9926,0.2017,1.8917,1.722,4.26,65.8,
2023-07-17,11,601398,,0.9921,0.2122,1.9811,0.8,4.57,12322.2,
2023-07-17,12,601665,,0.9908,0.1972,1.7023,2.0855,3.85,89.4,
2023-07-17,13,600153,,0.9905,0.2008,1.706,1.4078,9.06,257.8,新
2023-07-17,14,601288,,0.9902,0.1906,1.8048,1.4693,3.62,11556.3,
2023-07-17,15,601939,,0.9898,0.2168,1.8984,0.5883,5.9,566.5,
2023-07-17,16,600123,,0.989,0.2272,1.69,0.6086,8.47,125.8,新
2023-07-17,17,601988,,0.9884,0.1911,1.8999,0.7139,3.77,7941.1,
2023-07-17,18,600928,,0.9881,0.1563,1.8815,2.9428,3.58,121.0,
2023-07-17,19,601528,,0.9873,0.1481,1.9759,1.8976,5.13,40.5,
2023-07-17,20,601919,,0.9873,0.5729,1.3275,0.9001,9.67,1239.3,新
2023-08-14,1,601077,,0.9967,0.2432,2.5883,1.2907,3.78,334.2,
2023-08-14,2,600015,,0.9966,0.2559,2.9868,0.8876,5.59,716.5,
2023-08-14,3,601166,,0.9963,0.2557,2.0613,1.4225,15.96,3315.1,
2023-08-14,4,601169,,0.996,0.2291,2.5365,1.3389,4.45,941.2,
2023-08-14,5,601916,,0.9958,0.2203,2.5525,1.4537,2.63,567.3,新
2023-08-14,6,600000,,0.9957,0.2013,2.8828,3.5639,7.1,2085.4,
2023-08-14,7,601818,,0.9955,0.2447,2.4131,0.8948,3.02,1403.7,
2023-08-14,8,600016,,0.9938,0.1878,3.058,1.4691,3.89,1378.3,
2023-08-14,9,601328,,0.9934,0.2121,2.1444,0.9836,5.47,2147.1,
2023-08-14,10,601825,,0.9933,0.1981,1.8999,2.253,5.75,265.9,
2023-08-14,11,601288,,0.993,0.2018,1.911,1.5558,3.42,10914.3,
2023-08-14,12,601398,,0.9924,0.2128,1.9861,0.802,4.56,12291.4,
2023-08-14,13,603323,,0.9921,0.1931,1.8115,1.6489,4.45,68.7,
2023-08-14,14,601998,,0.9908,0.2198,2.1052,0.5671,5.5,1876.3,新
2023-08-14,15,601939,,0.9903,0.2181,1.9095,0.5917,5.87,563.1,
2023-08-14,16,601988,,0.9902,0.1934,1.9233,0.7226,3.72,7844.9,
2023-08-14,17,601665,,0.9901,0.1873,1.6162,1.98,4.06,94.1,
2023-08-14,18,600123,,0.9891,0.2229,1.6579,0.5971,8.64,128.3,
2023-08-14,19,601919,,0.9886,0.5752,1.3327,0.9037,9.63,1234.4,
2023-08-14,20,600928,,0.9882,0.1505,1.811,2.8325,3.72,125.7,
2023-09-11,1,600015,,0.9976,0.2595,2.9759,0.9091,5.59,716.5,
2023-09-11,2,601169,,0.9971,0.2292,2.4765,1.5412,4.58,968.5,
2023-09-11,3,601818,,0.9966,0.2428,2.407,1.1384,3.05,1414.5,
2023-09-11,4,601166,,0.9955,0.2524,2.0019,0.8664,16.21,3366.5,
2023-09-11,5,600000,,0.9947,0.1876,2.9066,1.6867,7.04,2065.7,
2023-09-11,6,601916,,0.9946,0.233,2.2522,0.7272,2.58,554.8,
2023-09-11,7,601825,,0.9939,0.2104,1.8663,1.6319,5.94,274.6,
2023-09-11,8,601077,,0.9938,0.2396,2.5112,0.5938,3.92,346.5,
2023-09-11,9,600016,,0.9934,0.1787,3.112,1.1589,3.81,1349.4,
2023-09-11,10,601288,,0.9933,0.2063,1.8883,1.4674,3.44,10987.0,
