样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台调整天数,平台深度,平台缩量比,平台收敛比,R09核心质量分
历史观察,2016-10-25,601318,中国平安,23.9,0,无信号,MA20持续度≥55%；RPS50=56.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.21319796954314718,0.08488424875170208,0.625,56.67644900953779,66.6298749080206,52.76401067479984,-0.050079491255961894,,,,,
历史观察,2016-10-26,601318,中国平安,23.81,0,无信号,MA20持续度≥55%；RPS50=59.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.20862944162436547,0.08523245214220587,0.625,59.56744868035191,67.77041942604856,51.20091498284407,-0.05365659777424492,,,,,
历史观察,2016-10-27,601318,中国平安,23.65,0,无信号,MA20持续度≥55%；RPS50=58.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.20050761421319785,0.07990867579908678,0.6166666666666667,58.44013181984621,67.30981256890848,54.0221120853984,-0.06001589825119247,,,,,
历史观察,2016-10-28,601318,中国平安,23.88,0,无信号,MA20持续度≥55%；RPS50=64.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.21218274111675117,0.09541284403669725,0.6166666666666667,64.0922401171303,55.93531789783168,47.1978650400305,-0.05087440381558028,,,,,
历史观察,2016-10-31,601318,中国平安,23.94,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=55.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.2152284263959392,0.10271764163979724,0.625,55.92972181551976,60.69066862601029,52.1540221120854,-0.048489666136724896,,,,,
历史观察,2016-11-01,601318,中国平安,24.25,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=53.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2309644670050761,0.11648250460405163,0.6333333333333333,53.12614259597807,59.11094783247612,53.41212352268395,-0.03616852146263916,,,,,
历史观察,2016-11-02,601318,中国平安,23.94,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=48.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.2152284263959392,0.10170271514035889,0.6416666666666667,48.026315789473685,52.552331986779286,54.55585207777354,-0.048489666136724896,,,,,
历史观察,2016-11-03,601318,中国平安,24.19,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=57.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.22791878172588853,0.13249063670411987,0.65,57.94665692363902,57.336757153338226,52.91650781547846,-0.038553259141494434,,,,,
历史观察,2016-11-04,601318,中国平安,24.16,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=58.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.2263959390862944,0.13962264150943393,0.6583333333333333,58.58290723155588,60.418195157740286,53.79336637438048,-0.03974562798092207,,,,,
历史观察,2016-11-07,601318,中国平安,24.2,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=53.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.2284263959390862,0.1404335532516494,0.6666666666666666,53.37468077344035,61.66544387380778,55.73770491803278,-0.038155802861685295,,,,,
历史观察,2016-11-08,601318,中国平安,24.21,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=52.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.22893401015228432,0.13875823142050803,0.675,52.005835156819835,58.51063829787234,54.708349218452156,-0.037758346581875935,,,,,
历史观察,2016-11-09,601318,中国平安,24.01,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=47.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2187817258883249,0.1131200741770979,0.6833333333333333,47.502734232592054,60.33724340175953,53.77286585365854,-0.04570747217806037,,,,,
历史观察,2016-11-10,601318,中国平安,24.17,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=41.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.22690355329949252,0.12001853568118648,0.6916666666666667,41.31147540983607,57.9274990845844,53.125,-0.03934817170111282,,,,,
历史观察,2016-11-11,601318,中国平安,24.2,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=46.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.2284263959390862,0.12558139534883717,0.7,46.193078324225866,55.087847730600295,50.45731707317073,-0.038155802861685295,,,,,
历史观察,2016-11-14,601318,中国平安,24.17,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=43.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.22690355329949252,0.1278581427904808,0.7083333333333334,43.861566484517304,46.08345534407028,49.69512195121951,-0.03934817170111282,,,,,
历史观察,2016-11-15,601318,中国平安,24.18,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=43.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.22741116751269042,0.11737523105360448,0.7166666666666667,43.085880640465795,41.90127970749543,48.28506097560975,-0.03895071542130368,,,,,
历史观察,2016-11-16,601318,中国平安,24.22,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=42.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.2294416243654822,0.11870669745958429,0.725,41.95778748180495,39.32748538011696,50.03810975609756,-0.037360890302066796,,,,,
历史观察,2016-11-17,601318,中国平安,24.21,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=44.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.22893401015228432,0.11824480369515022,0.725,44.0,48.66642309097552,52.515243902439025,-0.037758346581875935,,,,,
历史观察,2016-11-18,601318,中国平安,24.21,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=46.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.22893401015228432,0.11824480369515022,0.725,45.98327880770629,49.89043097151205,57.96493902439024,-0.037758346581875935,,,,,
历史观察,2016-11-21,601318,中国平安,24.83,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=47.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.26040609137055837,0.15381040892193298,0.7333333333333333,47.81976744186046,52.170740605618384,63.681402439024396,-0.013116057233704348,,,,,
历史观察,2016-11-22,601318,中国平安,24.98,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=40.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2680203045685279,0.16186046511627916,0.7416666666666667,40.82818743189248,51.2764405543399,62.0045731707317,-0.007154213036565937,,,,,
历史观察,2016-11-23,601318,中国平安,24.89,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=42.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.26345177664974617,0.15659851301115246,0.75,42.39011986923356,47.976667881881156,64.82469512195121,-0.010731319554848961,,,,,
历史观察,2016-11-24,601318,中国平安,25.19,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=50.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2786802030456854,0.17162790697674435,0.7583333333333333,50.78096621867054,51.584699453551906,65.9298780487805,0.0,,,,,
历史观察,2016-11-25,601318,中国平安,25.44,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=52.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2913705583756345,0.1718102257024412,0.7583333333333333,52.66981474754813,59.01639344262295,66.34908536585365,0.0,,,,,
历史观察,2016-11-28,601318,中国平安,25.32,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=49.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.2852791878172589,0.13746630727762787,0.7583333333333333,49.87295825771325,57.77777777777777,68.4451219512195,-0.004716981132075526,,,,,
历史观察,2016-11-29,601318,中国平安,25.43,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=52.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.29086294416243663,0.15748748293127002,0.7583333333333333,52.068214804063864,64.08296943231441,73.01829268292683,-0.00039308176100638637,,,,,
历史观察,2016-11-30,601318,中国平安,25.13,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=39.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.2756345177664974,0.14696485623003186,0.7583333333333333,38.99165759883932,61.3901018922853,71.72256097560977,-0.01218553459119509,,,,,
历史观察,2016-12-01,601318,中国平安,25.19,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=46.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.2786802030456854,0.14500000000000002,0.7583333333333333,46.268115942028984,61.018181818181816,73.1326219512195,-0.009827044025157217,,,,,
历史观察,2016-12-02,601318,中国平安,25.09,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=56.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2736040609137056,0.14880952380952372,0.7583333333333333,56.82723650851141,66.41221374045801,76.33384146341463,-0.013757861635220192,,,,,
历史观察,2016-12-05,601318,中国平安,25.08,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=55.2,,0,未触发,无平台信号,True,缺失,多头趋势,0.2730964467005075,0.1473010064043916,0.7583333333333333,55.24981897175959,65.00726744186046,76.67682926829268,-0.014150943396226578,,,,,
历史观察,2016-12-06,601318,中国平安,25.02,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=56.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.2700507614213199,0.1440329218106995,0.7583333333333333,55.969609261939226,56.810751907010534,73.58993902439023,-0.01650943396226423,,,,,
历史观察,2016-12-07,601318,中国平安,25.22,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=57.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2802030456852791,0.1659731853906612,0.7666666666666667,57.52532561505065,56.66545586632764,73.89481707317073,-0.008647798742138502,,,,,
历史观察,2016-12-08,601318,中国平安,25.24,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=59.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2812182741116751,0.1604597701149424,0.7666666666666667,59.479015918958034,60.47947693425354,74.23780487804879,-0.007861635220125951,,,,,
历史观察,2016-12-09,601318,中国平安,25.49,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=64.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.29390862944162444,0.1719540229885057,0.7666666666666667,64.26763110307414,63.058481656374866,67.07317073170732,0.0,,,,,
历史观察,2016-12-12,601318,中国平安,25.52,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=75.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.29543147208121834,0.17333333333333334,0.7666666666666667,75.84086799276673,76.95099818511797,77.13414634146342,0.0,,,,,
历史观察,2016-12-13,601318,中国平安,25.35,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=74.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2868020304568528,0.16551724137931045,0.775,74.53887884267631,71.00870827285921,78.62857142857142,-0.006661442006269502,,,,,
历史观察,2016-12-14,601318,中国平安,25.61,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=78.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.30000000000000004,0.17208237986270003,0.775,78.35982658959537,69.16938701487125,81.4095238095238,0.0,,,,,
历史观察,2016-12-15,601318,中国平安,24.62,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=67.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.24974619289340105,0.12883998165978916,0.7666666666666667,67.84682080924856,62.10144927536232,75.61904761904762,-0.03865677469738382,,,,,
历史观察,2016-12-16,601318,中国平安,24.54,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=65.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.24568527918781724,0.12465627864344642,0.7583333333333333,65.57199566943342,60.41289387902934,73.34600760456273,-0.04178055447090978,,,,,
历史观察,2016-12-19,601318,中国平安,24.48,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=65.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.24263959390862944,0.12448323380799264,0.7583333333333333,65.9090909090909,57.168718320057934,72.1336370539104,-0.044123389301054194,,,,,
历史观察,2016-12-20,601318,中国平安,23.97,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=64.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.21675126903553288,0.11696178937558233,0.7583333333333333,64.94771006130544,49.2040520984081,68.22323462414579,-0.06403748535728238,,,,,
历史观察,2016-12-21,601318,中国平安,24.03,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=64.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.2197969543147209,0.11508120649651965,0.7583333333333333,63.989917176809506,52.38784370477568,65.45178435839028,-0.06169465052713774,,,,,
历史观察,2016-12-22,601318,中国平安,24.05,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=66.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2208121827411169,0.10982925703737889,0.7583333333333333,66.05471562275018,49.095513748191024,69.96962794229309,-0.060913705583756306,,,,,
历史观察,2016-12-23,601318,中国平安,24.02,0,无信号,MA20持续度≥55%；RPS50=69.3,,0,未触发,无平台信号,False,缺失,回踩修复,0.2192893401015228,0.09780621572212067,0.75,69.30550557754587,53.273056057866185,72.4373576309795,-0.062085122998828624,,,,,
历史观察,2016-12-26,601318,中国平安,24.29,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=70.2,,0,未触发,无平台信号,False,缺失,回踩修复,0.23299492385786813,0.11422018348623841,0.7416666666666667,70.17985611510792,55.18987341772152,75.55049354593774,-0.05154236626317843,,,,,
历史观察,2016-12-27,601318,中国平安,24.39,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=72.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.23807106598984773,0.11420740063956147,0.7333333333333333,72.64557872034507,58.245931283905975,74.41154138192863,-0.047637641546270926,,,,,
历史观察,2016-12-28,601318,中国平安,24.41,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=73.8,,0,未触发,无平台信号,False,缺失,回踩修复,0.23908629441624374,0.1060262800181242,0.725,73.83177570093457,61.054913294797686,71.64009111617312,-0.04685669660288949,,,,,
历史观察,2016-12-29,601318,中国平安,24.3,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=73.9,,0,未触发,无平台信号,False,缺失,回踩修复,0.23350253807106602,0.1020408163265305,0.7166666666666667,73.93961179007908,61.054913294797686,72.61363636363637,-0.05115189379148766,,,,,
历史观察,2016-12-30,601318,中国平安,24.5,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=74.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.24365482233502544,0.11363636363636354,0.7083333333333334,74.47037701974865,64.59761818837964,72.03934922436626,-0.04334244435767276,,,,,
历史观察,2017-01-03,601318,中国平安,24.68,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=74.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.25279187817258886,0.12335002275830687,0.7,74.36265709156193,66.52236652236653,71.70953101361573,-0.0363139398672393,,,,,
历史观察,2017-01-04,601318,中国平安,24.66,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=72.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.25177664974619285,0.12860411899313484,0.6916666666666667,72.90993900251166,67.29174179588892,71.48260211800303,-0.03709488481062084,,,,,
历史观察,2017-01-05,601318,中国平安,24.71,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=73.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.25431472081218276,0.1303751143641354,0.6916666666666667,73.13486370157818,68.41915736406193,73.5249621785174,-0.03514252245216709,,,,,
历史观察,2017-01-06,601318,中国平安,24.51,0,无信号,MA20持续度≥55%；RPS50=73.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.24416243654822356,0.09959623149394359,0.6833333333333333,73.82574399426318,69.22246220302377,72.6928895612708,-0.04295197188598199,,,,,
历史观察,2017-01-09,601318,中国平安,24.5,0,无信号,MA20持续度≥55%；RPS50=66.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.24365482233502544,0.09767025089605741,0.675,66.70250896057348,67.362360561353,75.31190926275993,-0.04334244435767276,,,,,
历史观察,2017-01-10,601318,中国平安,24.37,0,无信号,MA20持续度≥55%；RPS50=64.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.23705583756345194,0.09086839749328557,0.6666666666666666,64.77964887137226,65.50359712230215,71.41779788838612,-0.04841858648965247,,,,,
历史观察,2017-01-11,601318,中国平安,24.37,0,无信号,MA20持续度≥55%；RPS50=67.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.23705583756345194,0.0874609549308345,0.6583333333333333,67.32283464566929,71.02803738317756,69.23076923076923,-0.04841858648965247,,,,,
历史观察,2017-01-12,601318,中国平安,24.35,0,无信号,MA20持续度≥55%；RPS50=71.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.23604060913705593,0.08318505338078297,0.65,71.29563350035791,72.89719626168224,65.91251885369532,-0.049199531433033905,,,,,
历史观察,2017-01-13,601318,中国平安,24.59,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=76.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.24822335025380715,0.10417602155365957,0.65,76.44953471725125,78.25305535585909,74.29325292122127,-0.03982819211245603,,,,,
历史观察,2017-01-16,601318,中国平安,25.03,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=85.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2705583756345178,0.12646264626462655,0.65,85.65295169946333,86.03231597845603,71.42857142857143,-0.022647403358063145,,,,,
历史观察,2017-01-17,601318,中国平安,24.89,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=83.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.26345177664974617,0.11215370866845409,0.65,83.44654987486592,83.98563734290843,69.88315114964192,-0.02811401796173363,,,,,
历史观察,2017-01-18,601318,中国平安,25.04,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=85.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2710659898477157,0.12742008104457447,0.65,85.13223731236597,84.89415141729458,67.54617414248021,-0.022256930886372484,,,,,
历史观察,2017-01-19,601318,中国平安,24.93,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=85.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2654822335025382,0.12246735704637546,0.65,85.53571428571428,85.11477761836443,67.16924236713156,-0.02655212807497065,,,,,
历史观察,2017-01-20,601318,中国平安,25.08,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=86.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2730964467005075,0.12164579606440062,0.65,86.07640128525527,85.048404446038,59.17828872973991,-0.020695040999609615,,,,,
历史观察,2017-01-23,601318,中国平安,25.04,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=85.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2710659898477157,0.11042128603104207,0.65,85.4620049946486,81.29032258064515,64.0030154542028,-0.022256930886372484,,,,,
历史观察,2017-01-24,601318,中国平安,25.02,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=86.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2700507614213199,0.12147019273868231,0.65,86.09129814550643,80.32963095664635,61.13833396155296,-0.02303787582975403,,,,,
历史观察,2017-01-25,601318,中国平安,25.2,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=87.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.2791878172588833,0.13207547169811318,0.65,87.37967914438502,80.67287043664997,65.96306068601582,-0.016009371339320566,,,,,
历史观察,2017-01-26,601318,中国平安,25.25,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=87.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.2817258883248732,0.13738738738738743,0.6583333333333333,87.28179551122194,81.71080887616321,69.54391255182813,-0.014057008980866814,,,,,
历史观察,2017-02-03,601318,中国平安,24.64,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=84.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.25076142131979706,0.1099099099099099,0.6583333333333333,84.26486294054824,77.30851825340014,70.29777610252545,-0.03787582975400228,,,,,
历史观察,2017-02-06,601318,中国平安,24.86,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=83.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.26192893401015227,0.12336195210122014,0.6666666666666666,83.5348506401138,77.17352415026834,65.24689031285338,-0.029285435376805946,,,,,
历史观察,2017-02-07,601318,中国平安,24.94,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=79.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2659898477157361,0.1279963817277252,0.675,79.66583718450053,77.40436181623168,67.96079909536374,-0.026161655603279876,,,,,
历史观察,2017-02-08,601318,中国平安,24.91,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=75.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.2644670050761422,0.1256213285133303,0.6833333333333333,75.8877840909091,77.44817726947821,68.82774217866566,-0.027333073018352194,,,,,
历史观察,2017-02-09,601318,中国平安,24.97,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=77.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.26751269035533,0.12528165840468675,0.6916666666666667,77.81327653532126,77.21428571428571,59.894459102902374,-0.02499023818820778,,,,,
历史观察,2017-02-10,601318,中国平安,25.04,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=71.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.2710659898477157,0.11885612153708669,0.6916666666666667,71.37282724370344,78.61478043555873,58.0851865812288,-0.022256930886372484,,,,,
历史观察,2017-02-13,601318,中国平安,25.11,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=68.1,,0,未触发,无平台信号,True,缺失,多头趋势,0.2746192893401016,0.12198391420911525,0.6916666666666667,68.06097128677774,79.95005351409205,49.717301168488504,-0.019523623584537297,,,,,
历史观察,2017-02-14,601318,中国平安,24.97,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=68.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.26751269035533,0.10731707317073158,0.6916666666666667,68.34455866713931,80.24251069900143,50.3957783641161,-0.02499023818820778,,,,,
历史观察,2017-02-15,601318,中国平安,25.12,0,无信号,MA20持续度≥55%；RPS50=68.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.2751269035532995,0.09122502172024327,0.6916666666666667,68.3669854764435,82.56684491978609,54.88126649076517,-0.019133151112846525,,,,,
历史观察,2017-02-16,601318,中国平安,25.11,0,无信号,MA20持续度≥55%；RPS50=66.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2746192893401016,0.056373580143037394,0.6916666666666667,66.74929178470255,80.54862842892769,56.0663149962321,-0.019523623584537297,,,,,
历史观察,2017-02-17,601318,中国平安,25.08,0,无信号,MA20持续度≥55%；RPS50=70.5,,0,未触发,无平台信号,True,缺失,多头趋势,0.2730964467005075,0.07501071581654517,0.6916666666666667,70.48832271762208,82.9120683517266,60.17332328560663,-0.020695040999609615,,,,,
历史观察,2017-02-20,601318,中国平安,25.47,0,无信号,MA20持续度≥55%；RPS50=71.3,,0,未触发,无平台信号,True,缺失,多头趋势,0.2928934010152284,0.0903253424657533,0.6916666666666667,71.27697205518217,81.75675675675676,64.6460843373494,-0.005466614603670483,,,,,
历史观察,2017-02-21,601318,中国平安,25.43,0,无信号,MA20持续度≥55%；RPS50=68.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.29086294416243663,0.07390202702702697,0.6916666666666667,67.95189246551115,76.92854603626023,62.048192771084345,-0.007028504490433463,,,,,
历史观察,2017-02-22,601318,中国平安,25.47,0,无信号,MA20持续度≥55%；RPS50=68.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.2928934010152284,0.0728727885425442,0.6916666666666667,68.90459363957598,76.42045454545455,62.36356793375988,-0.005466614603670483,,,,,
历史观察,2017-02-23,601318,中国平安,25.26,0,无信号,MA20持续度≥55%；RPS50=67.6,,0,未触发,无平台信号,True,缺失,多头趋势,0.2822335025380711,0.06582278481012671,0.6916666666666667,67.60861886259273,75.47035853745119,64.92284531426421,-0.013666536509176042,,,,,
历史观察,2017-02-24,601318,中国平安,25.29,0,无信号,MA20持续度≥55%；RPS50=65.4,,0,未触发,无平台信号,True,缺失,多头趋势,0.283756345177665,0.055509181969949806,0.6916666666666667,65.41990119971771,71.33735367151472,67.59503199096726,-0.012495119094103835,,,,,
历史观察,2017-02-27,601318,中国平安,25.12,0,无信号,MA20持续度≥55%；RPS50=57.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2751269035532995,0.06395595086827632,0.6916666666666667,57.77229467747621,66.92662176533145,68.10831139526138,-0.019133151112846525,,,,,
历史观察,2017-02-28,601318,中国平安,25.06,0,无信号,MA20持续度≥55%；RPS50=33.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2720812182741117,0.0691126279863481,0.6833333333333333,33.82663847780127,67.24565756823822,68.37156825874389,-0.02147598594299105,,,,,
历史观察,2017-03-01,601318,中国平安,25.01,0,无信号,MA20持续度≥55%；RPS50=35.9,,0,未触发,无平台信号,True,缺失,多头趋势,0.269543147208122,0.06697952218430037,0.675,35.925404644616464,61.317747077577046,65.32531026701768,-0.02342834830144469,,,,,
历史观察,2017-03-02,601318,中国平安,24.8,0,无信号,MA20持续度≥55%；RPS50=28.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.25888324873096447,0.052631578947368585,0.6666666666666666,28.737249384453044,61.93342776203966,67.35614892816848,-0.03162827020695036,,,,,
历史观察,2017-03-03,601318,中国平安,24.8,0,无信号,MA20持续度≥55%；RPS50=50.0,,0,未触发,无平台信号,True,缺失,多头趋势,0.25888324873096447,0.05397365065873361,0.6583333333333333,50.0,63.588110403397025,68.40917638209854,-0.03162827020695036,,,,,
历史观察,2017-03-06,601318,中国平安,24.78,0,无信号,MA20持续度≥55%；RPS50=50.8,,0,未触发,无平台信号,True,缺失,多头趋势,0.2559553978712621,0.05312367190820222,0.65,50.84328882642305,54.96993279094446,60.473862354268526,-0.032409215150331794,,,,,
历史观察,2017-03-07,601318,中国平安,24.87,0,无信号,MA20持续度≥55%；RPS50=52.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2605169792194628,0.05203045685279184,0.6416666666666667,52.68703898840885,54.29784223558543,60.06017299736743,-0.028894962905115174,,,,,
历史观察,2017-03-08,601318,中国平安,24.77,0,无信号,MA20持续度≥55%；RPS50=62.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.2447236180904524,0.03337505214851899,0.6333333333333333,62.71483689933357,55.79505300353357,48.74012786761941,-0.03279968762202268,,,,,
历史观察,2017-03-09,601318,中国平安,24.75,0,无信号,MA20持续度≥55%；RPS50=69.7,,0,未触发,无平台信号,True,缺失,多头趋势,0.20555284948855324,0.029534109816971688,0.625,69.68103750438135,60.22606852702226,53.14027830011282,-0.03358063256540411,,,,,
历史观察,2017-03-10,601318,中国平安,24.62,0,无信号,MA20持续度≥55%；RPS50=67.6,,0,未触发,无平台信号,False,缺失,回踩修复,0.19109820996613447,0.013168724279835509,0.6166666666666667,67.58934828311143,55.46930134086098,55.62241444151936,-0.03865677469738382,,,,,
历史观察,2017-03-13,601318,中国平安,24.88,0,无信号,MA20持续度≥55%；RPS50=63.4,,0,未触发,无平台信号,False,缺失,回踩修复,0.1898613103778095,0.021765913757700206,0.6083333333333333,63.353167658382915,51.885794853718714,55.6015037593985,-0.028504490433424512,,,,,
历史观察,2017-03-14,601318,中国平安,24.86,0,无信号,MA20持续度≥55%；RPS50=60.3,,0,未触发,无平台信号,False,缺失,回踩修复,0.1889048302247729,0.015937883122190355,0.6,60.32190342897131,28.78787878787879,42.255639097744364,-0.029285435376805946,,,,,
