时点,观察日,档,代码,名称,行业,上市日,距低点涨幅,120日收益,MA20持续度,RPS60,目标年,翻倍
2025-01,2024-12-31,观察档,301419,阿莱德,通信-通信设备,2023-02-09,0.5582870737509913,0.2693798449612401,0.49166666666666664,42.73610250051664,2025.0,False
2025-01,2024-12-31,观察档,301358,湖南裕能,电力设备-电池,2023-02-09,0.9500434404865334,0.5320819112627986,0.5083333333333333,84.66625335813185,2025.0,False
2025-01,2024-12-31,观察档,688435,英方软件,计算机-软件服务,2023-01-19,0.5934530095036958,0.28644501278772383,0.35833333333333334,12.1926017772267,2025.0,False
2025-01,2024-12-31,观察档,301317,鑫磊股份,机械设备-通用设备,2023-01-19,0.8901846452866862,0.30449362843729033,0.5833333333333334,60.65302748501756,2025.0,False
2025-01,2024-12-31,观察档,301105,鸿铭股份,机械设备-专用设备,2022-12-30,0.47714907508161053,0.1509114031369223,0.55,29.4688985327547,2025.0,False
2025-01,2024-12-31,观察档,001301,尚太科技,电力设备-电池,2022-12-28,1.967741935483871,0.5705843729481288,0.5583333333333333,92.36412481917752,2025.0,False
2025-01,2024-12-31,观察档,301280,珠城科技,电子-消费电子,2022-12-26,0.7086419753086421,0.1559020044543431,0.5,37.96238892333127,2025.0,False
2025-01,2024-12-31,观察档,688147,微导纳米,电力设备-光伏设备,2022-12-23,0.46158038147138947,0.16760992599042246,0.4166666666666667,18.66088034717917,2025.0,True
2025-01,2024-12-31,观察档,688141,杰华特,电子-半导体,2022-12-23,1.33842627960275,1.161723163841808,0.625,95.45360611696631,2025.0,False
2025-01,2024-12-31,观察档,688172,燕东微,电子-半导体,2022-12-16,0.6625207296849087,0.29605688429217847,0.35833333333333334,61.210994007026244,2025.0,False
2025-01,2024-12-31,观察档,301398,星源卓镁,汽车-汽车零部件,2022-12-15,0.5780346820809246,0.2233009708737863,0.5333333333333333,37.197768133911964,2025.0,False
2025-01,2024-12-31,观察档,001223,欧克科技,机械设备-专用设备,2022-12-12,0.45484293193717296,0.2474747474747474,0.55,82.76503409795413,2025.0,False
2025-01,2024-12-31,观察档,688503,聚和材料,电力设备-光伏设备,2022-12-09,0.8117989198171998,0.6798921417565484,0.5666666666666667,83.9222979954536,2025.0,False
2025-01,2024-12-31,观察档,688084,晶品特装,国防军工-地面兵装,2022-12-08,0.7323076923076923,0.32751709502475834,0.44166666666666665,78.59061789625956,2025.0,False
2025-01,2024-12-31,观察档,688489,三未信安,计算机-IT设备,2022-12-02,0.6576895818568391,0.3289772727272726,0.48333333333333334,12.29592891093201,2025.0,False
2025-01,2024-12-31,观察档,301377,鼎泰高科,机械设备-通用设备,2022-11-22,0.6760676873489122,0.35240572171651485,0.5583333333333333,43.376730729489566,2025.0,True
2025-01,2024-12-31,观察档,301365,矩阵股份,建筑-工程咨询服务,2022-11-22,0.8575129533678756,0.48140495867768607,0.575,82.57904525728456,2025.0,False
2025-01,2024-12-31,观察档,301165,锐捷网络,通信-通信设备,2022-11-21,1.8749010292953288,1.5162855162855164,0.6333333333333333,96.90018598884068,2025.0,False
2025-01,2024-12-31,观察档,603130,云中马,纺织服饰-纺织制造,2022-11-18,0.4908350305498981,0.2827102803738317,0.675,85.63752841496178,2025.0,True
2025-01,2024-12-31,观察档,301335,天元宠物,轻工制造-文娱用品,2022-11-18,0.6794871794871795,0.38753894080996876,0.7916666666666666,73.94089687952055,2025.0,False
2025-01,2024-12-31,观察档,688362,甬矽电子,电子-半导体,2022-11-16,1.1589743589743589,0.7972251867662754,0.6333333333333333,93.30440173589585,2025.0,False
2025-01,2024-12-31,观察档,301361,众智科技,电力设备-电网设备,2022-11-16,1.3338632750397457,0.10792452830188681,0.4666666666666667,58.66914651787559,2025.0,False
2025-01,2024-12-31,观察档,301396,宏景科技,计算机-软件服务,2022-11-11,0.9642857142857144,0.2836624775583483,0.525,72.43232072742302,2025.0,True
2025-01,2024-12-31,观察档,688432,有研硅,电子-半导体,2022-11-10,0.4464516129032259,0.21583514099783074,0.39166666666666666,11.448646414548461,2025.0,False
2025-01,2024-12-31,观察档,688419,耐科装备,电子-半导体,2022-11-07,0.8817946505608283,0.10935910478128164,0.38333333333333336,39.09898739408969,2025.0,False
2025-01,2024-12-31,观察档,301379,天山电子,电子-光学光电,2022-11-01,0.8149466192170818,0.1751152073732718,0.5666666666666667,43.45939243645381,2025.0,False
2025-01,2024-12-31,观察档,301230,泓博医药,医药医疗-医疗服务,2022-11-01,0.44469357249626285,0.12842965557501462,0.5333333333333333,40.276916718330234,2025.0,False
2025-01,2024-12-31,观察档,301389,隆扬电子,电子-消费电子,2022-10-31,0.7768147345612133,0.14845938375350132,0.48333333333333334,58.50382310394709,2025.0,True
2025-01,2024-12-31,观察档,001298,好上好,电子-其他电子,2022-10-31,1.4403292181069958,0.35233751425313575,0.4583333333333333,3.223806571605704,2025.0,False
2025-01,2024-12-31,观察档,688152,麒麟信安,计算机-软件服务,2022-10-28,0.7008474576271186,0.5349904397705545,0.5,26.431080801818556,2025.0,False
2025-01,2024-12-31,观察档,688372,伟测科技,电子-半导体,2022-10-26,0.6790820165538001,0.6548016314423435,0.5166666666666667,38.954329406902254,2025.0,True
2025-01,2024-12-31,观察档,688426,康为世纪,医药医疗-生物制品,2022-10-25,0.8934480476505626,0.7814445828144458,0.5416666666666666,92.56044637321762,2025.0,False
2025-01,2024-12-31,观察档,301380,挖金客,通信-电信服务,2022-10-25,0.9285714285714286,0.5481651376146788,0.6166666666666667,71.17172969621822,2025.0,False
2025-01,2024-12-31,观察档,301273,瑞晨环保,机械设备-通用设备,2022-10-25,0.48240635641316687,0.20590951061865193,0.5916666666666667,54.84604257077908,2025.0,False
2025-01,2024-12-31,观察档,301299,卓创资讯,计算机-产业互联网,2022-10-19,1.0377084844089923,0.4432460195172061,0.475,15.29241578838603,2025.0,False
2025-01,2024-12-31,观察档,688061,灿瑞科技,电子-半导体,2022-10-18,0.4165435745937962,0.18443804034582145,0.38333333333333336,25.04649721016739,2025.0,False
2025-01,2024-12-31,观察档,688031,星环科技-U,计算机-软件服务,2022-10-18,0.8334658187599364,0.3729166666666668,0.425,61.93428394296342,2025.0,True
2025-01,2024-12-31,观察档,301316,慧博云通,计算机-软件服务,2022-10-13,0.9652777777777775,0.7798742138364778,0.5333333333333333,86.46414548460426,2025.0,False
2025-01,2024-12-31,观察档,301363,美好医疗,医药医疗-医疗器械,2022-10-12,0.4631956912028725,0.14546732255797612,0.5416666666666666,20.396776193428394,2025.0,False
2025-01,2024-12-31,观察档,688073,毕得医药,医药医疗-医疗服务,2022-10-11,0.7006139400505598,0.623793103448276,0.675,91.07253564786113,2025.0,False
2025-01,2024-12-31,观察档,603052,可川科技,电子-消费电子,2022-10-11,1.0475806451612901,0.29606942317508933,0.4166666666666667,74.70551766893986,2025.0,False
2025-01,2024-12-31,观察档,688409,富创精密,电子-半导体,2022-10-10,0.7424601829888173,0.4456002249086308,0.4,47.59247778466625,2025.0,False
2025-01,2024-12-31,观察档,301313,凡拓数创,社会服务-专业服务,2022-09-30,0.5646916565900846,0.31973482916879137,0.49166666666666664,62.01694564992767,2025.0,False
2025-01,2024-12-31,观察档,001255,博菲电气,电力设备-电网设备,2022-09-30,0.4931434599156117,0.3526039178213092,0.48333333333333334,89.12998553420128,2025.0,False
2025-01,2024-12-31,观察档,688275,万润新能,电力设备-电池,2022-09-29,0.979926259729619,0.682799442896936,0.5166666666666667,92.2297995453606,2025.0,False
2025-01,2024-12-31,观察档,301285,鸿日达,电子-消费电子,2022-09-28,0.9416949152542373,0.2028559428811425,0.5333333333333333,66.39801611903286,2025.0,True
2025-01,2024-12-31,观察档,688392,骄成超声,机械设备-专用设备,2022-09-27,0.4604835799350415,0.1602637614678899,0.39166666666666666,44.32734035957843,2025.0,True
2025-01,2024-12-31,观察档,688252,天德钰,电子-半导体,2022-09-27,1.3139534883720927,0.5973244147157191,0.575,78.09464765447407,2025.0,False
2025-01,2024-12-31,观察档,603057,紫燕食品,食品饮料-休闲食品,2022-09-26,0.5254901960784313,0.38434163701067603,0.7,80.03719776813392,2025.0,False
2025-01,2024-12-31,观察档,301366,一博科技,电子-元器件,2022-09-26,1.4822580645161292,0.4566966398485566,0.5583333333333333,63.794172349659014,2025.0,False
2025-01,2024-12-31,观察档,301369,联动科技,电子-半导体,2022-09-22,0.7034220532319393,0.30755198832542874,0.49166666666666664,5.414341806158298,2025.0,True
2025-01,2024-12-31,观察档,688448,磁谷科技,机械设备-专用设备,2022-09-21,0.8436103663985701,0.6256895193065406,0.425,90.1012605910312,2025.0,False
2025-01,2024-12-31,观察档,688428,诺诚健华,医药医疗-生物制品,2022-09-21,0.6821917808219178,0.3659621802002224,0.7333333333333333,28.559619756147963,2025.0,False
2025-01,2024-12-31,观察档,301326,捷邦科技,电子-消费电子,2022-09-21,3.325443786982248,1.5215591583304588,0.5916666666666667,98.51208927464353,2025.0,False
2025-01,2024-12-31,观察档,001332,锡装股份,机械设备-专用设备,2022-09-20,0.7055516514406184,0.6009234828496042,0.7333333333333333,81.40111593304403,2025.0,False
2025-01,2024-12-31,观察档,688035,德邦科技,电子-电子化学品,2022-09-19,0.572169403630078,0.2553485162180815,0.375,27.877660673692912,2025.0,False
2025-01,2024-12-31,观察档,301327,华宝新能,电力设备-电池,2022-09-19,0.5428571428571429,0.3527054108216432,0.65,15.168423227939657,2025.0,False
2025-01,2024-12-31,观察档,001238,浙江正特,轻工制造-家居用品,2022-09-19,1.008342022940563,0.34309623430962355,0.6833333333333333,73.61025005166356,2025.0,False
2025-01,2024-12-31,观察档,688455,科捷智能,机械设备-通用设备,2022-09-15,0.48509485094850957,0.3665835411471323,0.675,74.85017565612729,2025.0,False
2025-01,2024-12-31,观察档,301161,唯万密封,机械设备-工程机械,2022-09-14,0.6895450917797288,0.4323410013531801,0.55,86.5468071915685,2025.0,False
2025-01,2024-12-31,观察档,301205,联特科技,通信-通信设备,2022-09-13,0.5889169827222924,0.31674524183691277,0.5,15.829716883653647,2025.0,True
2025-01,2024-12-31,观察档,301349,信德新材,电力设备-电池,2022-09-09,0.4918672739102148,0.13740079365079372,0.4,57.077908658813804,2025.0,False
2025-01,2024-12-31,观察档,301328,维峰电子,电子-其他电子,2022-09-08,0.4753340184994861,0.19525395503746878,0.5166666666666667,49.5350278983261,2025.0,False
2025-01,2024-12-31,观察档,001283,豪鹏科技,电力设备-电池,2022-09-05,1.03985171455051,0.346177370030581,0.6,95.32961355651994,2025.0,False
2025-01,2024-12-31,观察档,688293,奥浦迈,医药医疗-医疗服务,2022-09-02,0.48248866913885435,0.23176994180075305,0.5,61.231659433767305,2025.0,False
2025-01,2024-12-31,观察档,301296,新巨丰,轻工制造-包装印刷,2022-09-02,0.5311077389984826,0.4231311706629055,0.6166666666666667,80.90514569125853,2025.0,False
2025-01,2024-12-31,观察档,301270,汉仪股份,计算机-软件服务,2022-08-31,0.7335285505124454,0.5558475689881737,0.6416666666666667,39.78094647654474,2025.0,False
2025-01,2024-12-31,观察档,688416,恒烁股份,电子-半导体,2022-08-29,0.8711885500933416,0.30285961871750433,0.425,82.26906385616863,2025.0,False
2025-01,2024-12-31,观察档,301152,天力锂能,电力设备-电池,2022-08-29,0.5717703349282299,0.3727538654408693,0.5833333333333334,26.679065922711303,2025.0,False
2025-01,2024-12-31,观察档,688247,宣泰医药,医药医疗-化学制药,2022-08-25,0.491044776119403,0.23181257706535163,0.5333333333333333,51.12626575738789,2025.0,False
2025-01,2024-12-31,观察档,301209,联合化学,化工-化学制品,2022-08-25,1.3424190800681433,0.33365664403491757,0.5166666666666667,39.429634221946685,2025.0,True
