代码,他,我,他RPS50,我RPS50,我合格
688480,无信号,无信号,11.63166397415186,11.175004792026069,True
301329,无信号,无信号,11.47011308562197,11.002491853555684,True
688343,无信号,无信号,11.28836833602585,10.829978915085297,True
301413,无信号,无信号,11.22778675282714,10.772474602261836,True
688291,无信号,无信号,11.06623586429725,10.638297872340425,True
688387,无信号,无信号,10.98546042003231,10.54245735096799,True
301662,无信号,无信号,10.90468497576737,10.46578493387004,True
301525,无信号,无信号,10.86429725363489,10.427448725321065,True
688486,无信号,无信号,10.70274636510501,10.274103891125169,True
688539,无信号,无信号,10.58158319870759,10.159095265478244,True
301428,无信号,无信号,10.52100161550888,10.12075905692927,True
301095,无信号,无信号,10.31906300484653,9.890741805635422,True
301261,无信号,无信号,10.15751211631664,9.7757331799885,True
688729,无信号,无信号,9.975767366720516,9.56488403296914,True
688047,无信号,无信号,9.8546042003231,9.469043511596704,True
603163,无信号,无信号,9.268982229402262,8.913168487636574,True
301360,无信号,无信号,9.22859450726979,8.85566417481311,True
001316,无信号,无信号,9.067043618739904,8.7214874448917,True
301565,无信号,无信号,9.046849757673666,8.702319340617214,True
301246,无信号,无信号,8.844911147011308,8.51063829787234,True
688322,无信号,无信号,8.542003231017771,8.223116733755031,True
603135,无信号,无信号,8.15831987075929,7.858922752539773,True
688709,无信号,无信号,8.016962843295639,7.724746022618363,True
301172,无信号,无信号,7.734248788368337,0.5175388154111558,True
301391,无信号,无信号,7.673667205169628,7.418056354226567,True
001282,无信号,无信号,7.572697899838449,7.3222158328541305,True
301302,无信号,无信号,7.552504038772214,7.303047728579644,True
001335,无信号,无信号,7.47172859450727,7.226375311481695,True
688205,无信号,无信号,7.330371567043619,7.092198581560284,True
301678,无信号,无信号,7.310177705977383,7.073030477285797,True
688400,无信号,无信号,7.249596122778676,7.015526164462335,True
688582,无信号,无信号,7.22940226171244,6.9963580601878474,True
688273,无信号,无信号,6.966882067851373,6.747172704619513,True
301232,无信号,无信号,6.340872374798061,6.152961472110408,True
301588,无信号,无信号,6.19951534733441,6.0187847421889975,True
301326,无信号,无信号,6.138933764135703,5.980448533640023,True
301499,无信号,无信号,6.078352180936995,5.884608012267586,True
301488,无信号,无信号,5.997576736672052,5.827103699444125,True
301486,无信号,无信号,5.916801292407108,5.750431282346176,True
001400,无信号,无信号,5.735056542810986,5.57791834387579,True
688484,无信号,无信号,5.553311793214863,5.405405405405405,True
603119,无信号,无信号,5.411954765751211,5.271228675483995,True
688411,无信号,无信号,5.391760904684975,5.252060571209507,True
301489,无信号,无信号,5.351373182552503,5.213724362660533,True
688416,无信号,无信号,5.250403877221324,5.137051945562584,True
301622,无信号,无信号,5.109046849757673,4.964539007092199,True
301323,无信号,无信号,4.967689822294022,4.849530381445275,True
301317,无信号,无信号,4.765751211631664,4.6578493387004025,True
688035,无信号,无信号,4.563812600969305,4.523672608778992,True
603262,无信号,无信号,4.503231017770597,4.408663983132068,True
001259,无信号,无信号,4.44264943457189,4.351159670308607,True
301265,无信号,无信号,4.240710823909531,4.197814836112709,True
301566,无信号,无信号,3.695476575121163,3.622771707878091,True
301238,无信号,无信号,3.453150242326333,3.392754456584244,True
301458,无信号,无信号,3.432956381260097,3.3735863523097565,True
301285,无信号,无信号,3.291599353796446,3.239409622388346,True
301468,无信号,无信号,3.190630048465267,3.105232892466935,True
688450,无信号,无信号,3.049273021001615,2.9902242668200114,True
688275,无信号,无信号,2.827140549273021,2.7793751198006516,True
301538,无信号,无信号,2.665589660743134,2.6260302856047537,True
603285,无信号,无信号,2.382875605815832,2.3576768257619323,True
603052,无信号,无信号,2.140549273021001,2.127659574468085,True
301502,无信号,无信号,2.120355411954765,2.1084914701935977,True
688691,无信号,无信号,2.019386106623586,2.0126509488211615,True
001332,无信号,无信号,1.958804523424879,1.9551466359976999,True
301590,无信号,无信号,1.716478190630048,1.7059612804293653,True
688507,无信号,无信号,1.635702746365105,1.6292888633314166,True
603211,无信号,无信号,1.51453957996769,1.514280237684493,True
301577,无信号,无信号,1.41357027463651,1.4184397163120568,True
301338,无信号,无信号,1.292407108239095,1.3034310906651332,True
688717,无信号,无信号,0.6663974151857834,0.7092198581560284,True
301313,无信号,无信号,0.6058158319870759,0.6517155453325666,True
301387,无信号,无信号,0.2221324717285945,0.26835345984282155,True
301306,无信号,无信号,0.1615508885298869,0.21084914701935978,True
688757,无信号,无信号,0.08077544426494346,0.13417672992141078,True
301234,数据不足,无信号,99.91922455573506,99.92332758290206,True
688796,数据不足,无信号,95.13327948303716,95.36131876557408,False
603284,数据不足,无信号,87.15670436187399,87.8282537857006,False
603182,数据不足,无信号,85.80371567043619,86.63983132068238,True
601059,数据不足,无信号,80.39176090468497,81.48361127084532,True
001220,数据不足,无信号,71.36510500807755,72.81962813877708,False
301449,数据不足,无信号,67.7907915993538,69.38853747364385,False
001386,数据不足,无信号,67.73021001615508,69.48437799501629,True
603402,数据不足,无信号,63.08562197092083,64.99904159478628,False
001325,数据不足,无信号,60.37964458804523,62.4113475177305,True
301584,数据不足,无信号,59.7940226171244,61.817136285221395,True
601026,数据不足,无信号,59.26898222940227,61.28042936553575,True
001285,数据不足,无信号,55.87641357027464,55.6450067088365,True
688237,数据不足,观察级,50.72697899838449,48.53364002300172,True
603376,数据不足,无信号,49.51534733441034,47.34521755798352,True
301668,数据不足,无信号,47.39499192245557,45.370902817711325,True
301309,数据不足,无信号,47.23344103392569,45.217557983515434,True
001280,数据不足,无信号,40.56946688206785,38.815411155836685,True
001233,数据不足,无信号,40.28675282714055,38.547057695993864,True
301171,数据不足,无信号,39.47899838449111,37.7419973164654,True
603352,数据不足,无信号,38.95395799676898,37.243626605328735,False
301575,数据不足,无信号,38.89337641357027,37.18612229250527,True
603175,数据不足,无信号,38.08562197092084,36.438566225800265,True
688347,数据不足,观察级,33.48142164781906,32.06823845121718,True
601112,数据不足,无信号,31.421647819063,30.036419398121527,False
603418,数据不足,无信号,30.83602584814216,29.480544374161394,True
688802,数据不足,无信号,30.65428109854604,29.3271995399655,False
001314,数据不足,无信号,28.59450726978998,27.333716695418826,True
001396,数据不足,无信号,27.6453957996769,26.490320107341386,False
688805,数据不足,无信号,27.48384491114701,26.298639064596514,False
603014,数据不足,无信号,27.28190630048465,26.10695802185164,True
301638,数据不足,无信号,26.65589660743134,25.493578685068048,True
688712,数据不足,无信号,26.05008077544427,24.91853555683343,False
688790,数据不足,无信号,25.74717285945073,24.65018209699061,False
688727,数据不足,无信号,24.91922455573506,23.825953613187657,True
688765,数据不足,无信号,23.88933764135703,22.867548399463296,True
688591,数据不足,无信号,22.87964458804523,21.889975081464446,True
601133,数据不足,观察级,22.43537964458805,21.5066129959747,True
001369,数据不足,无信号,21.80936995153473,20.93156986774008,False
603334,数据不足,无信号,20.43618739903069,19.589802568525975,True
301656,数据不足,无信号,20.15347334410339,19.32144910868315,True
688759,数据不足,无信号,19.9919224555735,19.148936170212767,True
688795,数据不足,无信号,18.51777059773829,17.749664558175198,False
603248,数据不足,无信号,17.0032310177706,16.292888633314163,False
301680,数据不足,无信号,16.35702746365105,15.679509296530572,False
603370,数据不足,无信号,15.73101777059774,15.085298064021469,True
688816,数据不足,无信号,14.76171243941842,14.16522905884608,False
301667,数据不足,无信号,13.14620355411955,12.6317807168871,False
603092,数据不足,无信号,12.19709208400646,11.711711711711711,True
688531,数据不足,观察级,11.75282714054927,11.290013417672991,True
688807,数据不足,无信号,10.84410339256866,10.408280621046579,False
688381,数据不足,观察级,10.66235864297253,10.25493578685068,True
688809,数据不足,无信号,10.03634894991922,9.641556450067089,False
301517,数据不足,无信号,7.592891760904685,7.360552041403105,True
688693,数据不足,观察级,6.684168012924071,6.478819244776692,True
688146,数据不足,观察级,6.159127625201939,5.9612804293655355,True
688785,数据不足,无信号,3.715670436187399,3.641939812152578,False
688818,数据不足,无信号,3.594507269789984,3.546099290780142,False
301563,数据不足,无信号,2.504038772213247,2.4726854514088554,True
301687,数据不足,无信号,2.221324717285945,2.204331991566034,False
688783,数据不足,无信号,2.160743134087237,2.1468276787425724,True
688478,数据不足,无信号,1.494345718901454,1.4951121334100057,True
301362,数据不足,观察级,0.06058158319870759,0.11500862564692352,True
001331,数据不足,无信号,,33.17998849913744,True
603137,数据不足,无信号,,99.46329308031436,True
688143,数据不足,观察级,,11.692543607437225,True
