代码,他,我,他RPS50,我RPS50,我合格
301233,无信号,无信号,29.94749596122779,28.656315890358442,True
688562,无信号,无信号,29.62439418416801,28.349626221966645,True
603270,无信号,无信号,29.32148626817447,28.023768449300363,True
688592,无信号,无信号,29.20032310177706,27.90875982365344,True
301439,无信号,无信号,29.15993537964459,27.889591719378952,True
688602,无信号,无信号,29.13974151857835,27.927927927927925,True
688297,无信号,无信号,29.09935379644588,27.832087406555488,True
301609,无信号,无信号,28.9983844911147,27.736246885183057,True
688362,无信号,无信号,28.95799676898223,27.717078780908565,True
301383,无信号,无信号,28.75605815831987,27.48706152961472,True
301500,无信号,无信号,28.73586429725363,27.544565842438185,True
603271,无信号,无信号,28.51373182552504,27.314548591144334,True
603057,无信号,无信号,28.45315024232633,27.19953996549741,True
301292,无信号,无信号,27.90791599353796,26.701169254360746,True
688130,无信号,无信号,27.56462035541196,26.317807168871,True
301327,无信号,无信号,27.42326332794831,26.22196664749856,True
603312,无信号,无信号,27.34248788368336,26.145294230400612,True
603409,无信号,无信号,27.30210016155089,26.068621813302666,True
001221,无信号,无信号,27.22132471728595,25.359401955146637,True
301356,无信号,无信号,26.99919224555735,25.81943645773433,True
301368,无信号,无信号,26.91841680129241,25.74276404063638,True
688292,无信号,无信号,26.87802907915994,25.666091623538435,True
688439,无信号,无信号,26.75686591276252,25.60858731071497,True
301398,无信号,无信号,26.71647819063005,25.570251102165997,True
301446,无信号,无信号,26.31260096930533,25.167720912401766,True
001298,无信号,无信号,26.23182552504039,25.1102165995783,True
688502,无信号,无信号,26.17124394184168,25.033544182480355,True
001226,无信号,无信号,26.13085621970921,25.014376078205864,True
001306,无信号,无信号,25.96930533117932,24.86103124400997,True
301152,无信号,无信号,25.7875605815832,24.688518305539585,True
688435,无信号,无信号,25.5654281098546,24.458501054245733,True
301379,无信号,无信号,25.34329563812601,24.26682001150086,True
301632,无信号,无信号,25.16155088852989,24.036802760207017,True
001238,无信号,无信号,24.75767366720517,23.71094498754073,True
301157,无信号,无信号,24.7172859450727,23.65344067471727,True
301255,无信号,无信号,24.59612277867528,23.557600153344836,True
301314,无信号,无信号,24.55573505654281,23.480927736246883,True
301618,无信号,无信号,24.51534733441034,23.4617596319724,True
688573,无信号,无信号,24.47495961227787,23.44259152769791,True
688716,无信号,无信号,23.97011308562197,22.925052712286757,True
603202,无信号,无信号,23.40468497576737,22.38834579260111,True
688084,无信号,无信号,23.28352180936995,22.292505271228674,True
301291,无信号,无信号,23.26332794830371,22.2541690626797,True
301280,无信号,无信号,23.22294022617124,22.235000958405212,True
301358,无信号,无信号,22.83925686591276,21.83247076864098,True
301363,无信号,无信号,22.59693053311793,21.659957830170594,True
688458,无信号,无信号,22.33441033925687,21.410772474602265,True
688380,无信号,无信号,22.13247172859451,21.238259536131878,True
688605,无信号,无信号,22.01130856219709,21.123250910484952,True
688726,无信号,无信号,21.97092084006462,21.06574659766149,True
