观察日,排名,代码,名称,申万一级,距一年低点涨幅,换手加速,流通市值亿,未来60日最大涨幅,启动(>=50%)
2019-08-30,41,002475,立讯精密,电子,1.4282,0.2177,1310.8,0.4469,False
2019-08-30,42,000603,盛达资源,有色金属,1.4063,0.2865,95.2,0.0604,False
2019-08-30,43,300397,天和防务,国防军工,1.402,0.4723,33.7,0.2844,False
2019-08-30,44,600862,中航高科,国防军工,1.3719,0.4848,156.8,0.0291,False
2019-08-30,45,300012,华测检测,综合,1.3493,0.1242,184.1,0.2073,False
2019-08-30,46,603079,圣达生物,医药生物,1.3488,0.133,13.1,0.2013,False
2019-08-30,47,000068,华控赛格,公用事业,1.3482,0.8499,53.0,0.0171,False
2019-08-30,48,300331,苏大维格,电子,1.3344,0.515,29.5,0.2174,False
2019-08-30,49,603118,共进股份,通信,1.3148,0.561,84.2,0.461,False
2019-08-30,50,300657,弘信电子,电子,1.314,0.1544,38.7,0.1693,False
2019-08-30,51,300679,电连技术,电子,1.2967,0.2468,49.3,0.1672,False
2019-08-30,52,300127,银河磁体,有色金属,1.2947,0.3931,53.1,-0.0297,False
2019-08-30,53,300118,东方日升,电力设备,1.2807,0.4077,79.8,0.2416,False
2019-08-30,54,002729,好利科技,电子,1.2787,0.1468,26.8,0.0581,False
2019-08-30,55,300443,金雷股份,电力设备,1.2764,0.5717,25.6,0.1102,False
2019-08-30,56,000066,中国长城,计算机,1.2733,0.4536,266.0,0.5725,True
2019-08-30,57,600195,中牧股份,农林牧渔,1.2688,0.5032,137.4,0.1169,False
2019-08-30,58,603218,日月股份,电力设备,1.2496,0.6255,26.1,0.182,False
2019-08-30,59,000021,深科技,电子,1.2402,1.2713,161.3,0.2495,False
2019-08-30,60,300119,瑞普生物,农林牧渔,1.224,0.244,34.6,0.1768,False
2019-08-30,61,300285,国瓷材料,基础化工,1.2105,0.2402,159.2,0.1259,False
2019-08-30,62,300628,亿联网络,通信,1.2018,0.0944,92.7,0.185,False
2019-08-30,63,601700,风范股份,电力设备,1.1796,0.1423,63.7,0.1386,False
2019-08-30,64,600316,洪都航空,国防军工,1.1796,0.1339,120.3,0.0289,False
2019-08-30,65,002780,三夫户外,纺织服饰,1.1785,0.3123,19.0,0.0736,False
2019-08-30,66,603127,昭衍新药,医药生物,1.1609,0.5747,47.1,0.2301,False
2019-08-30,67,002881,美格智能,电子,1.1508,0.6283,14.6,0.1648,False
2019-08-30,68,300322,硕贝德,电子,1.1502,0.2637,63.9,0.5896,True
2019-08-30,69,300570,太辰光,通信,1.1265,0.231,29.1,0.1945,False
2019-08-30,70,600529,山东药玻,医药生物,1.1125,0.2699,113.1,0.1933,False
2019-08-30,71,300686,智动力,电子,1.1091,0.5347,16.7,0.1552,False
2019-08-30,72,603806,福斯特,电力设备,1.1076,0.1878,220.9,0.08,False
2019-08-30,73,600523,贵航股份,汽车,1.105,0.256,66.9,0.0084,False
2019-08-30,74,603309,维力医疗,医药生物,1.0978,0.6759,35.9,0.0993,False
2019-08-30,75,002653,海思科,医药生物,1.0815,0.5772,96.7,0.2974,False
2019-08-30,76,300632,光莆股份,电子,1.0789,0.3646,10.4,0.3873,False
2019-08-30,77,600094,大名城,房地产,1.071,0.2873,162.4,0.1514,False
2019-08-30,78,002605,姚记科技,轻工制造,1.0681,0.2902,31.8,0.3838,False
2019-08-30,79,300581,晨曦航空,国防军工,1.0669,0.2972,12.9,0.2068,False
2019-08-30,80,002384,东山精密,电子,1.057,0.1029,237.6,0.2095,False
2019-08-30,81,300099,尤洛卡,机械设备,1.0542,0.1776,30.8,0.0645,False
2019-08-30,82,600025,华能水电,公用事业,1.0432,0.1671,407.5,0.0185,False
2019-08-30,83,600812,华北制药,医药生物,1.0286,1.5328,130.6,0.2606,False
2019-08-30,84,300516,久之洋,电子,1.0265,0.1256,65.4,0.05,False
2019-08-30,85,002129,TCL中环,电力设备,1.0218,0.8803,292.1,0.2204,False
2019-08-30,86,002241,歌尔股份,电子,1.0177,0.4173,361.8,0.6043,True
2019-08-30,87,603233,大参林,医药生物,1.0176,0.1964,48.8,0.0479,False
2019-08-30,88,603456,九洲药业,医药生物,1.012,0.8536,89.6,0.2679,False
2019-08-30,89,002511,中顺洁柔,轻工制造,1.0015,0.274,172.8,0.0683,False
2019-08-30,90,002299,圣农发展,农林牧渔,0.9964,0.1251,304.6,0.1094,False
2019-08-30,91,300572,安车检测,机械设备,0.9938,0.2422,44.0,0.1772,False
2019-08-30,92,002531,天顺风能,电力设备,0.9935,0.1489,114.7,0.1672,False
2019-08-30,93,300093,金刚光伏,建筑材料,0.9847,0.6696,22.2,0.2922,False
2019-08-30,94,000823,超声电子,电子,0.9844,0.223,59.4,0.113,False
2019-08-30,95,300569,天能重工,电力设备,0.972,0.2114,17.2,0.4858,False
2019-08-30,96,603936,博敏电子,电子,0.9668,0.6285,47.9,0.4006,False
2019-08-30,97,603721,中广天择,传媒,0.9579,0.0961,12.3,-0.0128,False
2019-08-30,98,600882,妙可蓝多,食品饮料,0.9544,0.3698,59.0,0.0838,False
2019-08-30,99,300363,博腾股份,医药生物,0.9452,0.83,59.4,0.198,False
2019-08-30,100,300151,昌红科技,机械设备,0.9366,0.8967,24.8,0.1055,False
2019-09-30,1,600776,东方通信,通信,4.3978,0.4143,195.4,0.1111,False
2019-09-30,2,300220,金运激光,电子,3.3001,0.54,48.4,0.0158,False
2019-09-30,3,603222,济民健康,医药生物,3.2901,0.553,143.5,0.2133,False
2019-09-30,4,601066,中信建投,非银金融,2.5872,0.4765,193.2,0.3866,False
2019-09-30,5,300033,同花顺,计算机,2.4627,0.4643,265.0,0.1494,False
2019-09-30,6,603000,人民网,传媒,2.3392,0.821,223.4,0.1403,False
2019-09-30,7,300579,数字认证,计算机,2.0811,0.568,27.4,0.1749,False
2019-09-30,8,603118,共进股份,通信,1.9653,0.4176,107.8,0.0,False
2019-09-30,9,603160,汇顶科技,电子,1.9178,0.4188,473.7,0.0858,False
2019-09-30,10,603519,立霸股份,家用电器,1.8145,0.334,35.6,0.1698,False
2019-09-30,11,601519,大智慧,计算机,1.81,0.8336,179.5,-0.0366,False
2019-09-30,12,300569,天能重工,电力设备,1.7897,0.6828,24.3,0.0503,False
2019-09-30,13,000066,中国长城,计算机,1.7505,0.7532,321.8,0.3178,False
2019-09-30,14,603520,司太立,医药生物,1.7496,0.5052,56.6,0.3511,False
2019-09-30,15,300014,亿纬锂能,电子,1.6672,0.4443,248.5,0.8545,True
2019-09-30,16,002733,雄韬股份,电力设备,1.6499,0.3223,65.7,0.3832,False
2019-09-30,17,002575,群兴玩具,轻工制造,1.5473,0.7017,44.4,0.0239,False
2019-09-30,18,000070,特发信息,通信,1.4701,0.4348,95.7,0.02,False
2019-09-30,19,300397,天和防务,国防军工,1.4634,0.5337,34.5,0.3601,False
2019-09-30,20,002169,智光电气,电力设备,1.4358,0.8853,59.6,0.0153,False
2019-09-30,21,300709,精研科技,电子,1.4248,0.4259,32.9,0.8606,True
2019-09-30,22,300118,东方日升,电力设备,1.4158,0.5216,84.5,0.1721,False
2019-09-30,23,300331,苏大维格,电子,1.4124,0.529,30.5,0.0507,False
2019-09-30,24,002791,坚朗五金,建筑材料,1.3508,0.3762,33.2,0.5196,True
2019-09-30,25,002273,水晶光电,电子,1.3187,0.4913,158.1,0.2384,False
2019-09-30,26,002036,联创电子,电子,1.3149,0.4653,100.5,0.3585,False
2019-09-30,27,000021,深科技,电子,1.2948,0.5583,163.4,0.1265,False
2019-09-30,28,002777,久远银海,计算机,1.2721,0.5365,68.6,0.0484,False
2019-09-30,29,600155,华创云信,非银金融,1.2547,0.6681,148.0,0.1374,False
2019-09-30,30,600864,哈投股份,非银金融,1.2424,0.418,143.8,0.1952,False
2019-09-30,31,300306,远方信息,机械设备,1.2399,0.4042,18.7,0.2061,False
2019-09-30,32,300085,银之杰,计算机,1.2318,0.5941,66.5,0.1446,False
2019-09-30,33,603456,九洲药业,医药生物,1.2315,0.6131,99.4,0.1431,False
2019-09-30,34,603232,格尔软件,计算机,1.231,0.8944,23.7,0.1631,False
2019-09-30,35,603026,石大胜华,基础化工,1.2211,0.4149,72.6,0.1015,False
2019-09-30,36,002467,二六三,通信,1.2189,0.5145,64.2,0.1025,False
2019-09-30,37,002402,和而泰,电子,1.2128,0.4107,90.8,0.0522,False
2019-09-30,38,300236,上海新阳,基础化工,1.2108,0.5189,71.2,0.1517,False
2019-09-30,39,603129,春风动力,汽车,1.2107,0.8998,21.8,0.2588,False
2019-09-30,40,300207,欣旺达,电子,1.1871,0.3556,209.4,0.3457,False
2019-09-30,41,600529,山东药玻,医药生物,1.1756,0.4017,117.5,0.2108,False
2019-09-30,42,603300,海南华铁,非银金融,1.1722,0.6623,41.8,0.2073,False
2019-09-30,43,000058,深 赛 格,商贸零售,1.1707,1.1164,44.6,0.0725,False
2019-09-30,44,002708,光洋股份,汽车,1.1636,0.3453,31.5,0.0683,False
2019-09-30,45,300404,博济医药,医药生物,1.1632,0.7992,19.1,-0.0489,False
2019-09-30,46,300572,安车检测,机械设备,1.1495,0.4843,47.4,0.0391,False
2019-09-30,47,002531,天顺风能,电力设备,1.1456,0.5242,123.5,0.0528,False
2019-09-30,48,600831,广电网络,传媒,1.1442,0.4119,67.5,0.0309,False
2019-09-30,49,300134,大富科技,通信,1.1299,0.3284,127.5,0.0621,False
2019-09-30,50,000063,中兴通讯,通信,1.1106,0.3278,1109.6,0.0774,False
2019-09-30,51,600584,长电科技,电子,1.1,0.3779,178.0,0.4155,False
2019-09-30,52,300502,新易盛,通信,1.0897,0.3566,54.7,0.2878,False
2019-09-30,53,600452,涪陵电力,公用事业,1.0873,0.3317,63.8,0.09,False
2019-09-30,54,601700,风范股份,电力设备,1.0816,0.3228,60.8,0.4471,False
2019-09-30,55,603012,创力集团,机械设备,1.0806,0.7514,95.6,0.1662,False
2019-09-30,56,600052,东望时代,房地产,1.0785,1.7763,45.7,0.1173,False
2019-09-30,57,002063,远光软件,计算机,1.0637,0.6123,74.8,0.2755,False
2019-09-30,58,002177,御银股份,计算机,1.05,0.3521,41.1,0.3002,False
2019-09-30,59,002555,三七互娱,传媒,1.038,0.3409,237.9,0.5402,True
2019-09-30,60,002655,共达电声,电子,1.0343,0.3644,37.1,0.71,True
2019-09-30,61,603679,华体科技,电子,1.0268,0.493,17.5,0.1621,False
2019-09-30,62,603333,福华尚纬,电力设备,1.0165,0.4377,50.3,0.1865,False
2019-09-30,63,300214,日科化学,基础化工,1.0151,0.8591,28.7,0.2275,False
2019-09-30,64,002316,亚联发展,计算机,1.0038,0.9871,31.0,0.0123,False
2019-09-30,65,300174,元力股份,基础化工,0.9829,0.8383,47.3,-0.0108,False
2019-09-30,66,600505,西昌电力,公用事业,0.978,0.9687,26.7,0.4025,False
2019-09-30,67,002439,启明星辰,计算机,0.9715,0.4285,202.7,0.0975,False
2019-09-30,68,603600,永艺股份,轻工制造,0.9633,0.5369,34.6,0.0792,False
2019-09-30,69,300115,长盈精密,电子,0.9627,0.3266,128.1,0.3955,False
2019-09-30,70,300585,奥联电子,汽车,0.9584,0.6049,13.7,0.1087,False
2019-09-30,71,002660,茂硕电源,电子,0.9536,0.3606,17.9,0.1057,False
2019-09-30,72,002698,博实股份,机械设备,0.927,0.466,80.9,0.1079,False
2019-09-30,73,600088,中视传媒,传媒,0.9116,0.3897,52.1,0.1079,False
2019-09-30,74,603701,德宏股份,汽车,0.9041,0.4059,24.2,0.2105,False
2019-09-30,75,002451,摩恩电气,电力设备,0.8994,0.4549,42.0,0.1778,False
2019-09-30,76,300608,思特奇,计算机,0.8969,0.3439,18.1,0.0688,False
2019-09-30,77,002786,银宝山新,机械设备,0.8961,0.9353,40.2,0.0567,False
2019-09-30,78,300468,四方精创,计算机,0.8905,0.8872,39.0,0.9974,True
2019-09-30,79,600143,金发科技,基础化工,0.8718,1.0562,169.2,0.1541,False
2019-09-30,80,600460,士兰微,电子,0.8703,0.7165,198.8,0.1013,False
2019-09-30,81,002847,盐津铺子,食品饮料,0.8647,0.508,13.5,0.089,False
2019-09-30,82,300271,华宇软件,计算机,0.8552,0.3592,126.5,0.2333,False
2019-09-30,83,600894,广日股份,机械设备,0.851,0.4454,79.3,0.048,False
2019-09-30,84,000159,国际实业,基础化工,0.8509,0.3496,30.8,0.0742,False
2019-09-30,85,601949,中国出版,传媒,0.8506,0.5105,26.3,0.0175,False
2019-09-30,86,600206,有研新材,有色金属,0.844,0.3208,91.4,0.1548,False
2019-09-30,87,600640,国脉文化,传媒,0.8438,0.6718,88.9,0.9139,True
2019-09-30,88,000988,华工科技,电子,0.8356,0.6473,190.7,0.1187,False
2019-09-30,89,002479,富春环保,公用事业,0.8318,0.5655,64.8,0.2143,False
2019-09-30,90,002111,威海广泰,机械设备,0.828,0.9253,54.1,0.0051,False
2019-09-30,91,300248,新开普,计算机,0.8241,0.9157,25.4,0.1678,False
2019-09-30,92,002886,沃特股份,基础化工,0.8111,0.5509,12.6,0.1247,False
2019-09-30,93,300738,奥飞数据,计算机,0.8105,0.8168,20.8,0.0988,False
2019-09-30,94,000032,深桑达Ａ,通信,0.8101,0.905,46.7,0.2776,False
2019-09-30,95,300348,长亮科技,计算机,0.8059,0.7355,61.0,0.1823,False
2019-09-30,96,600731,湖南海利,基础化工,0.8059,0.3384,22.5,0.0771,False
2019-09-30,97,600812,华北制药,医药生物,0.8047,1.1414,116.5,0.456,False
2019-09-30,98,603198,迎驾贡酒,食品饮料,0.7947,0.41,174.7,0.0297,False
2019-09-30,99,300130,新国都,计算机,0.7897,0.8585,56.6,0.1622,False
2019-09-30,100,002079,苏州固锝,电子,0.7864,0.5709,52.8,0.7679,True
2019-10-31,1,002869,金溢科技,电子,3.6267,0.0125,31.0,0.1088,False
2019-10-31,2,002714,牧原股份,农林牧渔,3.4007,0.0881,1149.1,0.0062,False
2019-10-31,3,002157,正邦科技,农林牧渔,3.347,0.0585,371.0,0.0094,False
2019-10-31,4,300661,圣邦股份,电子,3.3111,0.0714,119.8,0.3417,False
2019-10-31,5,002458,益生股份,农林牧渔,3.135,0.4858,116.6,0.0616,False
2019-10-31,6,300598,诚迈科技,计算机,2.9014,0.1451,34.8,2.1015,True
2019-10-31,7,000876,新 希 望,农林牧渔,2.7872,0.05,926.1,0.0521,False
2019-10-31,8,603520,司太立,医药生物,2.6222,0.0755,75.3,0.0571,False
2019-10-31,9,002100,天康生物,农林牧渔,2.522,0.2405,139.0,0.1107,False
2019-10-31,10,002234,民和股份,农林牧渔,2.45,0.0146,77.6,0.0,False
2019-10-31,11,300525,博思软件,计算机,2.2353,0.728,52.6,0.0782,False
2019-10-31,12,300014,亿纬锂能,电子,2.1803,0.186,302.0,0.6984,True
2019-10-31,13,000066,中国长城,计算机,2.0889,0.0643,359.9,0.1735,False
2019-10-31,14,603360,百傲化学,基础化工,2.0861,0.257,26.7,0.1315,False
2019-10-31,15,603882,金域医学,医药生物,2.0658,0.0184,148.7,0.1637,False
2019-10-31,16,300579,数字认证,计算机,2.0495,0.4699,27.8,0.1258,False
2019-10-31,17,603737,三棵树,基础化工,2.0058,0.3159,135.8,0.2795,False
2019-10-31,18,600592,龙溪股份,机械设备,1.919,0.057,58.4,0.2089,False
2019-10-31,19,600975,新五丰,农林牧渔,1.9099,0.3565,61.8,-0.032,False
2019-10-31,20,002791,坚朗五金,建筑材料,1.8753,0.5081,42.9,0.5594,True
2019-10-31,21,002241,歌尔股份,电子,1.8484,0.0226,512.6,0.3092,False
2019-10-31,22,603226,菲林格尔,轻工制造,1.7888,0.0457,12.2,0.221,False
2019-10-31,23,300347,泰格医药,医药生物,1.6733,0.108,361.0,0.1027,False
2019-10-31,24,300468,四方精创,计算机,1.6443,0.3412,53.9,0.428,False
2019-10-31,25,300357,我武生物,医药生物,1.5841,0.2345,210.1,0.2729,False
2019-10-31,26,300595,欧普康视,医药生物,1.5643,0.0168,126.9,0.1509,False
2019-10-31,27,002705,新宝股份,家用电器,1.5559,0.4956,136.3,0.2551,False
2019-10-31,28,603605,珀莱雅,基础化工,1.5459,0.0068,54.8,0.2316,False
2019-10-31,29,300322,硕贝德,电子,1.4796,0.0834,77.3,0.1265,False
2019-10-31,30,603318,水发燃气,机械设备,1.4795,0.2455,118.2,-0.0362,False
2019-10-31,31,603519,立霸股份,家用电器,1.4775,0.2985,35.1,0.0193,False
2019-10-31,32,002655,共达电声,电子,1.4542,0.6551,47.6,0.3115,False
2019-10-31,33,300369,绿盟科技,计算机,1.4085,0.1218,140.5,0.0963,False
2019-10-31,34,002524,光正眼科,医药生物,1.3333,0.506,48.1,0.2787,False
2019-10-31,35,300118,东方日升,电力设备,1.2998,0.0048,83.1,0.4287,False
2019-10-31,36,002567,唐人神,农林牧渔,1.2995,0.3516,81.3,0.018,False
2019-10-31,37,603208,江山欧派,轻工制造,1.2968,0.2421,14.2,0.6169,True
2019-10-31,38,300433,蓝思科技,电子,1.2732,0.4241,514.8,0.6327,True
2019-10-31,39,002045,国光电器,电子,1.2643,0.3968,42.4,0.5738,True
2019-10-31,40,000799,酒鬼酒,食品饮料,1.264,0.0457,107.4,0.2153,False
2019-10-31,41,603012,创力集团,机械设备,1.2554,0.1367,104.4,0.0675,False
2019-10-31,42,603127,昭衍新药,医药生物,1.255,0.0535,49.3,0.155,False
2019-10-31,43,600763,通策医疗,医药生物,1.2211,0.0725,318.4,0.1702,False
2019-10-31,44,600223,福瑞达,房地产,1.2032,1.561,59.5,0.8879,True
2019-10-31,45,600570,恒生电子,计算机,1.203,0.0368,612.8,0.2095,False
2019-10-31,46,002821,凯莱英,医药生物,1.1871,0.0508,156.3,0.2259,False
2019-10-31,47,002351,漫步者,电子,1.1866,0.7514,29.6,1.7649,True
2019-10-31,48,002605,姚记科技,轻工制造,1.1746,0.0847,35.8,2.1239,True
2019-10-31,49,603939,益丰药房,医药生物,1.1734,0.0468,307.7,0.0502,False
2019-10-31,50,002273,水晶光电,电子,1.1557,0.0926,160.8,0.2144,False
2019-10-31,51,002777,久远银海,计算机,1.1417,0.2436,67.9,0.1173,False
2019-10-31,52,002780,三夫户外,纺织服饰,1.1372,0.0076,19.8,0.0318,False
2019-10-31,53,002746,仙坛股份,农林牧渔,1.1205,0.1647,66.4,-0.012,False
2019-10-31,54,002216,三全食品,食品饮料,1.1156,0.1933,62.4,0.386,False
2019-10-31,55,300256,星星科技,电子,1.1147,0.6408,46.8,0.261,False
2019-10-31,56,002557,洽洽食品,食品饮料,1.1128,0.1546,169.5,0.1489,False
2019-10-31,57,002177,御银股份,计算机,1.106,0.4139,45.8,0.0101,False
2019-10-31,58,002063,远光软件,计算机,1.1023,0.267,81.2,0.2434,False
2019-10-31,59,300639,凯普生物,医药生物,1.0933,0.1204,25.1,0.3287,False
2019-10-31,60,603232,格尔软件,计算机,1.0725,0.0567,23.0,0.4792,False
2019-10-31,61,002835,同为股份,计算机,1.062,0.1333,11.3,0.0041,False
2019-10-31,62,603679,华体科技,电子,1.0602,0.2251,17.8,0.1134,False
2019-10-31,63,600845,宝信软件,计算机,1.0585,0.1384,263.4,0.2248,False
2019-10-31,64,300214,日科化学,基础化工,1.0504,0.1497,30.7,0.0363,False
2019-10-31,65,002169,智光电气,电力设备,1.0449,0.1383,53.2,0.1348,False
2019-10-31,66,601058,赛轮轮胎,基础化工,1.0326,0.1512,92.4,0.1925,False
2019-10-31,67,600984,建设机械,机械设备,1.0236,0.3393,80.1,0.201,False
2019-10-31,68,600452,涪陵电力,公用事业,1.0086,0.0222,62.2,0.0064,False
2019-10-31,69,300042,朗科科技,计算机,1.0059,0.8863,28.6,0.0142,False
2019-10-31,70,002810,山东赫达,基础化工,1.0023,0.2533,22.2,0.2441,False
2019-10-31,71,300142,沃森生物,医药生物,1.0,0.2436,438.7,0.0883,False
2019-10-31,72,002387,维信诺,电子,0.9973,0.0478,159.5,0.1178,False
2019-10-31,73,300613,富瀚微,电子,0.9918,0.1014,21.2,0.1767,False
2019-10-31,74,002235,安妮股份,轻工制造,0.9918,0.4594,48.9,0.2913,False
2019-10-31,75,300569,天能重工,电力设备,0.987,0.2685,18.6,0.1225,False
2019-10-31,76,000668,荣丰控股,房地产,0.9789,0.3356,23.7,0.0582,False
2019-10-31,77,000676,智度股份,传媒,0.9767,1.5039,72.3,0.0181,False
2019-10-31,78,300558,贝达药业,医药生物,0.9674,0.2572,90.9,0.4548,False
2019-10-31,79,002531,天顺风能,电力设备,0.9612,0.0972,112.8,0.0759,False
2019-10-31,80,300306,远方信息,机械设备,0.9577,0.561,17.1,0.2053,False
2019-10-31,81,002690,美亚光电,机械设备,0.9458,0.149,119.5,0.1291,False
2019-10-31,82,300685,艾德生物,医药生物,0.945,0.157,65.5,0.0816,False
2019-10-31,83,600155,华创云信,非银金融,0.9448,0.0226,147.2,0.0767,False
2019-10-31,84,603129,春风动力,汽车,0.9311,0.1793,19.3,0.7556,True
2019-10-31,85,600004,白云机场,交通运输,0.9305,0.2686,378.3,0.0153,False
2019-10-31,86,002461,珠江啤酒,食品饮料,0.9284,0.2205,105.4,0.0543,False
2019-10-31,87,603600,永艺股份,轻工制造,0.9184,0.4161,34.9,0.2988,False
2019-10-31,88,002674,兴业科技,纺织服饰,0.9163,0.103,36.2,0.002,False
2019-10-31,89,603233,大参林,医药生物,0.9017,0.0815,46.0,0.065,False
2019-10-31,90,600288,大恒科技,电子,0.899,0.3809,52.2,0.1409,False
2019-10-31,91,002324,普利特,基础化工,0.8963,0.4967,40.0,0.196,False
2019-10-31,92,603081,大丰实业,建筑装饰,0.8937,1.1486,12.7,0.1123,False
2019-10-31,93,603703,盛洋科技,通信,0.8931,0.3065,15.0,0.1956,False
2019-10-31,94,300760,迈瑞医疗,医药生物,0.8924,0.1068,888.1,0.1123,False
2019-10-31,95,600521,华海药业,医药生物,0.8916,0.1467,235.6,0.0405,False
2019-10-31,96,603806,福斯特,电力设备,0.881,0.2088,210.7,0.2737,False
2019-10-31,97,300463,迈克生物,医药生物,0.8776,0.0461,98.8,0.2059,False
2019-10-31,98,300465,高伟达,计算机,0.8755,0.5071,44.0,0.5859,True
2019-10-31,99,000739,普洛药业,医药生物,0.8718,0.0159,149.5,0.2186,False
2019-10-31,100,300007,汉威科技,机械设备,0.8604,0.6356,39.5,0.0769,False
2019-11-29,1,300598,诚迈科技,计算机,4.811,-0.0255,52.1,1.9352,True
2019-11-29,2,300573,兴齐眼药,医药生物,4.4448,-0.0215,45.3,0.0604,False
2019-11-29,3,300661,圣邦股份,电子,3.1973,-0.0114,119.1,0.671,True
2019-11-29,4,002201,九鼎新材,基础化工,2.77,0.0648,74.2,0.0981,False
2019-11-29,5,300014,亿纬锂能,电子,2.5717,-0.018,366.2,0.8461,True
2019-11-29,6,002458,益生股份,农林牧渔,2.4751,-0.0,103.1,0.1975,False
2019-11-29,7,300341,麦克奥迪,机械设备,2.3832,1.0612,76.9,0.3301,False
2019-11-29,8,002475,立讯精密,电子,2.375,-0.0221,1812.8,0.5,True
2019-11-29,9,300709,精研科技,电子,2.2888,0.3055,44.7,0.8967,True
2019-11-29,10,002351,漫步者,电子,2.1862,0.7179,45.0,0.8582,True
2019-11-29,11,002568,百润股份,食品饮料,2.1235,0.0955,92.4,0.2656,False
2019-11-29,12,002938,鹏鼎控股,电子,2.0132,-0.0395,114.0,0.0937,False
2019-11-29,13,002045,国光电器,电子,2.0024,0.3111,59.6,0.1359,False
2019-11-29,14,002100,天康生物,农林牧渔,1.9448,0.1084,130.1,0.0976,False
2019-11-29,15,002791,坚朗五金,建筑材料,1.851,0.1148,44.5,1.2057,True
2019-11-29,16,600809,山西汾酒,食品饮料,1.8076,-0.0271,772.4,0.0913,False
2019-11-29,17,603520,司太立,医药生物,1.8048,0.0371,75.1,0.3021,False
2019-11-29,18,002607,中公教育,传媒,1.7722,0.0737,121.9,0.2239,False
2019-11-29,19,300579,数字认证,计算机,1.7529,0.1678,26.3,0.2591,False
2019-11-29,20,300468,四方精创,计算机,1.7338,0.6512,55.2,0.5714,True
2019-11-29,21,300601,康泰生物,医药生物,1.7233,0.0103,200.4,0.5765,True
2019-11-29,22,002733,雄韬股份,电力设备,1.692,0.0565,76.5,0.231,False
2019-11-29,23,600592,龙溪股份,机械设备,1.6782,0.0611,56.1,0.2586,False
2019-11-29,24,002524,光正眼科,医药生物,1.5986,0.2029,53.6,0.0994,False
2019-11-29,25,300357,我武生物,医药生物,1.5115,0.4661,209.7,0.1031,False
2019-11-29,26,300632,光莆股份,电子,1.4583,0.2362,14.0,0.2371,False
2019-11-29,27,300347,泰格医药,医药生物,1.4582,0.0717,332.0,0.3205,False
2019-11-29,28,300735,光弘科技,电子,1.4578,0.0204,44.1,0.4261,False
2019-11-29,29,002555,三七互娱,传媒,1.4518,0.2348,283.4,0.8104,True
2019-11-29,30,300558,贝达药业,医药生物,1.4487,-0.0605,253.5,0.2582,False
2019-11-29,31,300595,欧普康视,医药生物,1.4368,0.1026,120.6,0.2161,False
2019-11-29,32,601100,恒立液压,机械设备,1.399,-0.0001,384.5,0.4194,False
2019-11-29,33,603444,吉比特,传媒,1.3958,0.0274,121.7,0.5207,True
2019-11-29,34,002916,深南电路,电子,1.3605,-0.0574,144.1,0.7688,True
2019-11-29,35,603882,金域医学,医药生物,1.3595,-0.011,135.7,0.2747,False
2019-11-29,36,600763,通策医疗,医药生物,1.3142,0.0882,331.7,0.05,False
2019-11-29,37,603079,圣达生物,医药生物,1.3033,0.2423,12.8,0.7514,True
2019-11-29,38,000713,国投丰乐,农林牧渔,1.2805,0.0413,31.0,0.3262,False
2019-11-29,39,300639,凯普生物,医药生物,1.28,0.0201,27.3,0.3251,False
2019-11-29,40,002605,姚记科技,轻工制造,1.2537,0.2326,43.1,1.746,True
2019-11-29,41,603658,安图生物,医药生物,1.2516,0.1019,430.5,0.2546,False
2019-11-29,42,002901,大博医疗,医药生物,1.2442,0.2945,24.0,0.2085,False
2019-11-29,43,300207,欣旺达,电子,1.2348,0.0916,240.1,0.4994,False
2019-11-29,44,002653,海思科,医药生物,1.2302,0.1165,103.5,0.1985,False
2019-11-29,45,300433,蓝思科技,电子,1.2106,0.0709,529.8,0.7614,True
2019-11-29,46,002036,联创电子,电子,1.207,-0.0569,99.7,0.5246,True
2019-11-29,47,002850,科达利,电子,1.2069,0.2136,33.6,0.8925,True
2019-11-29,48,300679,电连技术,电子,1.1752,-0.0091,52.7,0.3082,False
2019-11-29,49,300115,长盈精密,电子,1.1712,0.1834,142.0,0.7237,True
2019-11-29,50,002861,瀛通通讯,电子,1.1472,0.5419,19.2,0.0742,False
2019-11-29,51,603333,福华尚纬,电力设备,1.1434,-0.0357,54.3,0.0191,False
2019-11-29,52,002353,杰瑞股份,机械设备,1.1293,-0.035,211.0,0.3118,False
2019-11-29,53,300525,博思软件,计算机,1.1167,-0.0328,45.9,0.1946,False
2019-11-29,54,002655,共达电声,电子,1.1107,0.293,44.9,0.3898,False
2019-11-29,55,002216,三全食品,食品饮料,1.0972,0.3463,67.2,0.6369,True
2019-11-29,56,603005,晶方科技,电子,1.0904,0.101,68.9,3.5235,True
2019-11-29,57,000007,全新好,商贸零售,1.0854,0.0413,30.9,0.0549,False
2019-11-29,58,002371,北方华创,电子,1.0729,-0.0198,357.8,1.2341,True
2019-11-29,59,600276,恒瑞医药,医药生物,1.0642,0.0541,3779.9,0.0821,False
2019-11-29,60,002675,东诚药业,医药生物,1.056,0.165,103.9,0.0858,False
2019-11-29,61,600801,华新建材,建筑材料,1.0477,0.302,300.3,0.2218,False
2019-11-29,62,603605,珀莱雅,基础化工,1.0379,-0.0305,52.0,0.4386,False
2019-11-29,63,603208,江山欧派,轻工制造,1.0352,0.5724,15.6,0.7373,True
2019-11-29,64,603026,石大胜华,基础化工,1.0349,0.0048,71.8,0.2877,False
