代码,名称,日期,样本类型,他_收盘,我_收盘,他_rec250,我_rec250,他_r120,我_r120,他_mfrac,我_mfrac,他_gap_hi,我_gap_hi,他_rps60,我_rps60,他_rps250,我_rps250,他_dep,我_dep,他_shr,我_shr,他_cnv,我_cnv,他_平台信号,我_三条全中,我_突破买点,补_相对MA250,补_距一年高点天数,补_行业
300750,宁德时代,2021-03-31,月末观察,165.20529157525516,165.8,2.0019500417866096,2.0019916711931924,0.6700072321520816,0.6700241740531829,0.65,0.65,-0.22037331789900172,-0.22038839516621989,69.04058074951172,69.18560122542763,98.16676330566406,98.21179100307349,,,,,,,无平台信号,False,False,0.3677037787890096,54.0,电力设备
600066,宇通客车,2021-03-31,月末观察,9.976196711694486,9.98,0.31281355374619624,0.3131578947368423,-0.09748823271658169,-0.09683257918552035,0.45,0.45,-0.23138963790446843,-0.23112480739599384,18.409029006958008,18.789890222108756,67.12004852294922,68.20340877340038,0.3204132719342623,0.32094863,1.4893535364486383,1.4893535,0.9717653135633608,0.9716064,无平台信号,False,False,-0.012585087858160371,80.0,汽车
300750,宁德时代,2021-04-23,平台突破日,190.5012020336044,191.19,1.9066666666666667,1.9065065369413197,0.5462275498776392,0.5462191670036391,0.6333333333333333,0.6333333333333333,-0.10099840833453921,-0.10100155169981662,37.61026382446289,37.826859609037825,98.25753021240234,98.29799107142857,0.2491664886474609,0.24916649,0.7856280207633972,0.785628,0.7684446573257446,0.76844466,平台突破（研究）,True,True,0.4886268256487001,70.0,电力设备
300308,中际旭创,2021-04-30,月末观察,24.071254107607036,24.07,0.053916042177863055,0.05385288966725055,-0.31497047286520985,-0.31502561183836086,0.3416666666666667,0.3416666666666667,-0.5150886400390566,-0.5151087832393231,1.095378041267395,1.274534794799898,2.4260354042053223,3.2538569424964936,0.570056050825472,0.56997854,0.8473955368350459,0.84739554,0.5477968898439591,0.5478952,无平台信号,False,False,-0.34898791557127873,196.0,通信
300476,胜宏科技,2021-04-30,月末观察,22.18349601904293,22.18,0.17998714377544456,0.17978723404255303,0.1080482897384305,0.10789210789210779,0.5666666666666667,0.5666666666666667,-0.13077105200852324,-0.1308777429467085,72.24151611328125,72.03670660209023,58.846153259277344,59.83169705469845,0.2669112374849132,0.2670035,0.7609472097283496,0.7609472,1.003526015822655,1.0043261,无平台信号,False,False,0.02850126313680823,196.0,电子
300750,宁德时代,2021-04-30,月末观察,199.05070874003232,199.77,1.9927775643488284,1.992808988764045,0.5189720391529853,0.5189324817518248,0.6333333333333333,0.6333333333333333,-0.060652100516085494,-0.06065735646776682,61.314453125,61.38159571756309,98.07691955566406,98.09256661991584,0.2855810340632422,0.28556558,0.8439792275973882,0.84397924,0.8097417192693256,0.80968094,无平台信号,False,False,0.5267790487731658,75.0,电力设备
600066,宇通客车,2021-04-30,月末观察,9.461684326861128,9.46,0.174381848152817,0.1736972704714641,-0.2214022140221401,-0.22139917695473244,0.35,0.35,-0.27102994992295837,-0.27118644067796605,29.147743225097656,29.365281672189653,65.47337341308594,66.19915848527349,0.3204132719342623,0.32094863,1.3349593651224403,1.3349594,0.8618853781257548,0.8615989,无平台信号,False,False,-0.0762765155509727,101.0,汽车
300308,中际旭创,2021-05-31,月末观察,28.981838415237426,28.98,0.2969565512099237,0.2966442953020134,-0.1585381942917452,-0.15853658536585358,0.39166666666666666,0.39166666666666666,-0.4161657461935129,-0.4161966156325544,19.978914260864258,20.566842237271132,4.508196830749512,5.228215767634855,,,,,,,无平台信号,False,False,-0.18474224576786147,214.0,通信
300476,胜宏科技,2021-05-31,月末观察,20.815909874415173,20.82,0.10724233983286924,0.10744680851063837,-0.05270394133822154,-0.05234410559854341,0.44166666666666665,0.44166666666666665,-0.1843579827953593,-0.1841692789968652,22.008434295654297,22.623526460998246,33.430912017822266,34.41217150760719,0.2669112374849132,0.2670035,0.7078551480276635,0.70785517,0.9369854976353219,0.9377143,无平台信号,False,False,-0.03419201487399959,214.0,电子
300750,宁德时代,2021-05-31,月末观察,222.60401203347303,223.41,2.044237892235656,2.044147704046873,0.7878837629289117,0.7878521126760565,0.6666666666666666,0.6666666666666666,0.0,0.0,85.97785949707031,86.02959618760974,97.54098510742188,97.59336099585062,0.35705980165849305,0.35705045,0.8262867190411067,0.82628673,0.803429529862644,0.80337685,无平台信号,False,False,0.5988431592184711,0.0,电力设备
600066,宇通客车,2021-05-31,月末观察,9.57527391197314,9.58,0.1802407318247472,0.18125770653514195,-0.20752081932447108,-0.20695364238410596,0.31666666666666665,0.31666666666666665,-0.2622785053929121,-0.2619414483821264,11.966262817382812,12.616002006521192,56.2646369934082,56.791147994467494,0.3204132719342623,0.32094863,1.2529440327999848,1.252944,0.8110207804888088,0.81066346,无平台信号,False,False,-0.0715182905081645,119.0,汽车
300308,中际旭创,2021-06-30,月末观察,27.1854309541487,27.19,0.21656612214464865,0.21655480984340048,-0.24106727557190588,-0.24092685650474588,0.36666666666666664,0.36666666666666664,-0.45235407194947064,-0.45225624496373895,61.71548080444336,61.81592039800995,3.953488349914551,4.701677206488864,,,,,,,无平台信号,False,False,-0.2092114217907477,235.0,通信
300476,胜宏科技,2021-06-30,月末观察,21.007251087581057,21.01,0.11742018427255196,0.11755319148936172,0.028701055330900394,0.028893241919686563,0.44166666666666665,0.44166666666666665,-0.17686054770736315,-0.17672413793103436,23.84937286376953,24.35323383084577,42.61627960205078,43.442397580423425,0.2710888857770912,0.27089,0.6932548201055087,0.6932548,0.88856807885183,0.8890951,无平台信号,False,False,-0.021966420071241388,235.0,电子
300750,宁德时代,2021-06-30,月末观察,274.2434413630929,275.23,2.24122727547261,2.2410504003768255,0.7363942276580597,0.7363573276133999,0.7,0.7,0.0,0.0,95.60669708251953,95.67164179104478,98.45930480957031,98.46026945284575,,,,,,,无平台信号,False,False,0.8044816024567647,0.0,电力设备
600066,宇通客车,2021-06-30,月末观察,9.005607299430647,9.01,0.09964704760087773,0.10012210012210021,-0.23076512431768748,-0.2305721605465415,0.2833333333333333,0.2833333333333333,-0.3061681432973806,-0.30585516178736527,15.402719497680664,16.144278606965173,57.703487396240234,58.39978003849326,0.3204132719342623,0.32094863,1.2035556477490137,1.2035557,0.7435608150062325,0.74335337,无平台信号,False,False,-0.13407015857760685,140.0,汽车
300308,中际旭创,2021-07-30,月末观察,30.114817151236036,30.11,0.3476581034365889,0.34720357941834434,-0.17375223371981907,-0.1739368998628259,0.2916666666666667,0.2916666666666667,-0.30076668776816495,-0.300905502670072,78.90665435791016,78.8027477919529,18.787704467773438,19.315403422982886,,,,,,,无平台信号,False,False,-0.07815844775476022,249.0,通信
300476,胜宏科技,2021-07-30,月末观察,24.036484609702047,24.04,0.2785515320334262,0.27872340425531905,0.18088264397387688,0.18132678132678115,0.45,0.45,-0.05142675462999757,-0.05130228887134969,61.37184143066406,61.43277723258096,65.09623718261719,65.36267318663407,0.2710888857770912,0.27089,0.7802622662274525,0.7802623,0.9095110692111672,0.90999126,无平台信号,False,False,0.1292428811664459,127.0,电子
300750,宁德时代,2021-07-30,月末观察,282.36879441941113,283.39,1.9874026816608987,1.9874551971326162,0.55503334928095,0.5550373134328357,0.6916666666666667,0.6916666666666667,-0.030988039703974235,-0.031012788073582653,89.01495361328125,88.83709519136409,97.2708969116211,97.20184732409672,,,,,,,无平台信号,False,False,0.6823849152306918,11.0,电力设备
600066,宇通客车,2021-07-30,月末观察,8.183606189012092,8.18,0.0,0.0,-0.1555637958275563,-0.15583075335397312,0.31666666666666665,0.31666666666666665,-0.36949874807396,-0.3697996918335902,20.061887741088867,20.215897939156037,43.0048828125,43.60228198859006,0.3552592227955571,0.35573122,1.1504814028030117,1.1504813,0.6916648469816519,0.69131386,无平台信号,False,False,-0.21285604311008466,162.0,汽车
300308,中际旭创,2021-08-31,月末观察,24.998236709787726,25.0,0.11868772453060394,0.11856823266219241,-0.09298746977357686,-0.09288824383163996,0.38333333333333336,0.38333333333333336,-0.40786452353616554,-0.4078635717669351,19.883041381835938,19.89338502544221,11.463345527648926,12.010723860589813,,,,,,,无平台信号,False,False,-0.20732658525170866,249.0,通信
300476,胜宏科技,2021-08-31,月末观察,22.102931297709922,22.1,0.17570173559031477,0.17553191489361697,0.12002449479485611,0.12012164216928545,0.475,0.475,-0.1277322947301488,-0.12786108918705597,60.361045837402344,60.43130603343834,59.326351165771484,59.73190348525469,0.27988959706636996,0.27984646,0.8711046180572767,0.8711046,0.9520100771890735,0.9524666,无平台信号,False,False,0.03167282247011438,149.0,电子
300750,宁德时代,2021-08-31,月末观察,253.88406615782765,254.8,1.6860402249134943,1.6860636727809406,0.6503122508636725,0.6503659563443231,0.7,0.7,-0.13028027239465723,-0.13028637744478966,76.55733489990234,76.78701235764478,96.0939712524414,96.0857908847185,,,,,,,无平台信号,False,False,0.39461555791080904,19.0,电力设备
600066,宇通客车,2021-08-31,月末观察,8.868737317920164,8.87,0.0846725650188227,0.08435207823960877,-0.20959701450970558,-0.2094474153297684,0.3,0.3,-0.31671321263482277,-0.3166409861325117,29.62115478515625,29.56142476375091,44.55137252807617,45.388739946380696,0.362683401648224,0.36284584,1.169623267841063,1.1696233,0.6665452710710912,0.66621524,无平台信号,False,False,-0.13686062488566098,184.0,汽车
300308,中际旭创,2021-09-30,月末观察,24.61653799124274,24.62,0.10160645292482884,0.10156599552572709,-0.04953506052985557,-0.049420849420849344,0.36666666666666664,0.36666666666666664,-0.3888847108370309,-0.38877855014895724,44.399696350097656,44.836695485110475,13.645224571228027,14.376321353065538,,,,,,,无平台信号,False,False,-0.18930701884943502,171.0,通信
300476,胜宏科技,2021-09-30,月末观察,27.30539817778872,27.31,0.4524319691450609,0.452659574468085,0.17969021928297924,0.17969762419006474,0.5083333333333333,0.5083333333333333,0.0,0.0,89.5293197631836,89.62536023054754,81.0080795288086,81.31606765327696,0.326445081082575,0.32639137,0.9618700871537755,0.9618701,1.0309680381650486,1.0313762,无平台信号,False,False,0.2579966392004833,0.0,电子
300750,宁德时代,2021-09-30,月末观察,269.71572890529546,270.69,1.7563714226028826,1.7562366357804704,0.6436935534101522,0.6436334932297043,0.7166666666666667,0.7166666666666667,-0.07604642613308144,-0.07604874219203339,59.023406982421875,59.36599423631124,96.71400451660156,96.74947145877378,0.1712856446294767,0.17130232,0.9159766127469184,0.9159766,0.7851270151288835,0.78512603,无平台信号,False,False,0.38569711176676913,39.0,电力设备
600066,宇通客车,2021-09-30,月末观察,8.169231716068069,8.17,0.0017626884831301037,0.0024539877300613355,-0.18959344048855353,-0.18948412698412698,0.31666666666666665,0.31666666666666665,-0.3706062211093991,-0.3705701078582435,21.469921112060547,21.805955811719503,20.634920120239258,21.326638477801268,0.362683401648224,0.36284584,1.1714387680561664,1.1714388,0.6327720308734001,0.6324399,无平台信号,False,False,-0.19325533814154483,204.0,汽车
300308,中际旭创,2021-10-29,月末观察,23.339664897062477,23.34,0.044465532434081245,0.04429530201342269,-0.03543035993740218,-0.035537190082644554,0.39166666666666666,0.39166666666666666,-0.42058359028352255,-0.4205561072492552,12.409668922424316,12.770511296076101,12.616822242736816,13.20803967632472,,,,,,,无平台信号,False,False,-0.21059573978746293,187.0,通信
300476,胜宏科技,2021-10-29,月末观察,25.305378970696875,25.31,0.3374494358100917,0.3377378435517968,0.1632256272567354,0.16314338235294112,0.5333333333333333,0.5333333333333333,-0.10173732751840991,-0.10152644657437004,75.3301773071289,75.60047562425683,77.51512145996094,77.68206734534064,,,,,,,无平台信号,False,False,0.14293197500090304,6.0,电子
300750,宁德时代,2021-10-29,月末观察,327.9372052390273,329.13,1.8422358047657017,1.8422279792746115,0.6829792814057172,0.6830128860707712,0.725,0.725,0.0,0.0,84.40069580078125,84.47086801426873,96.78395080566406,96.78935003915427,0.27204387379396155,0.27206257,0.9139780835936024,0.9139781,0.9943661259875225,0.9944036,无平台信号,False,False,0.5881982006500452,0.0,电力设备
600066,宇通客车,2021-10-29,月末观察,8.17641895254008,8.18,0.0026440327246950446,0.0036809815950920033,-0.13072872543645464,-0.13071200850159415,0.3333333333333333,0.3333333333333333,-0.3700524845916795,-0.3697996918335902,36.581111907958984,37.00356718192628,19.763607025146484,20.464630644740275,0.362683401648224,0.36284584,1.1465733940748286,1.1465734,0.6087280590891277,0.608377,无平台信号,False,False,-0.17706568585237092,220.0,汽车
300308,中际旭创,2021-11-30,月末观察,26.917333044694484,26.92,0.2045685623263067,0.2044742729306488,-0.061671682771001546,-0.06169397002439869,0.39166666666666666,0.39166666666666666,-0.33176656388659087,-0.3316782522343594,62.30598831176758,62.55299105040037,17.743253707885742,18.481078278900984,,,,,,,无平台信号,False,False,-0.06129479946160443,209.0,通信
300476,胜宏科技,2021-11-30,月末观察,29.381953870146926,29.38,0.5529061102831596,0.5528541226215642,0.4531327821496165,0.4530168150346192,0.6416666666666667,0.6416666666666667,0.0,0.0,87.41069030761719,87.5176636834668,74.7070083618164,74.85743908761016,,,,,,,无平台信号,False,False,0.29415226419382834,0.0,电子
300750,宁德时代,2021-11-30,月末观察,348.8587117878115,350.12,1.811151375391204,1.8110798875953433,0.6401816390764279,0.6401367873705908,0.7083333333333334,0.7083333333333334,-0.0014773209296881085,-0.0014830025096964627,91.13082122802734,91.2152614225153,96.97465515136719,96.96734059097977,,,,,,,无平台信号,False,False,0.5530388586184609,6.0,电力设备
600066,宇通客车,2021-11-30,月末观察,7.960176881295209,7.96,0.02223158570597339,0.021822849807445532,-0.1487978881593235,-0.1486631016042781,0.2833333333333333,0.2833333333333333,-0.3867127311248073,-0.386748844375963,13.229859352111816,13.400847856806406,9.212319374084473,10.057024364955936,0.3874045338024634,0.38735178,1.1255707729118383,1.1255708,0.5779329447507717,0.57757616,无平台信号,False,False,-0.17113034495972268,242.0,汽车
300308,中际旭创,2021-12-31,月末观察,29.995157632327093,29.99,0.3423032603538263,0.3418344519015659,0.15834113242863812,0.15836230204712232,0.5,0.5,-0.255358351507859,-0.25546176762661377,80.09293365478516,80.2007938360962,14.474750518798828,14.993581514762516,,,,,,,无平台信号,False,False,0.07156741120175636,232.0,通信
300476,胜宏科技,2021-12-31,月末观察,29.083864401214807,29.08,0.5371513732169471,0.536997885835095,0.4108451392281387,0.4109655507035419,0.675,0.675,-0.05707196029776662,-0.05706874189364464,52.335533142089844,52.46322671024982,71.96867370605469,72.14377406931965,,,,,,,无平台信号,False,False,0.24193892803758277,17.0,电子
300750,宁德时代,2021-12-31,月末观察,301.6601200719906,302.75,1.0369923047724212,1.036937361232591,0.08387499540964338,0.08384348261912433,0.5583333333333333,0.5583333333333333,-0.1453474062169715,-0.14535343270099366,63.16947937011719,63.41349521363531,91.00729370117188,91.01412066752246,,,,,,,无平台信号,False,False,0.24759608529691834,21.0,电力设备
600066,宇通客车,2021-12-31,月末观察,7.9458024083511845,7.95,0.02038564176648827,0.020539152759948776,-0.1568432396584598,-0.1560509554140127,0.3,0.3,-0.34123941034741834,-0.34079601990049757,21.643434524536133,22.08732197058137,5.671077728271484,6.315789473684211,,,,,,,无平台信号,False,False,-0.1385736947495254,249.0,汽车
300308,中际旭创,2022-01-28,月末观察,25.26633461924195,25.27,0.1306852843489461,0.1306487695749441,-0.15526409074796166,-0.1551320628552324,0.48333333333333334,0.48333333333333334,-0.37000528740841443,-0.3699825479930192,59.032649993896484,58.907913003239244,5.453087329864502,5.800050877639277,,,,,,,无平台信号,False,False,-0.07291911246771543,249.0,通信
300476,胜宏科技,2022-01-28,月末观察,24.90255536403185,24.9,0.31615925058548044,0.3160676532769555,0.059741150252849984,0.05957446808510625,0.5833333333333334,0.5833333333333334,-0.19263419093639778,-0.19260700389105068,30.47158432006836,30.33317908375752,49.2381706237793,49.70745357415416,0.20686528012307126,0.20700637,0.47214931793059434,0.4721493,0.7952313953911172,0.7953394,平台观察,True,False,0.04753010071433983,36.0,电子
300750,宁德时代,2022-01-28,月末观察,304.02107171476985,305.12,1.0529348838814307,1.052882998048846,0.11600510242365103,0.11602048280907096,0.49166666666666664,0.49166666666666664,-0.13865844300626928,-0.13866305329719963,28.561063766479492,28.48218417399352,89.20075225830078,89.21394047316204,0.20689572670710088,0.20691073,1.0633778827063818,1.0633779,1.085114285606269,1.0850576,无平台信号,False,False,0.2178436121484213,40.0,电力设备
600066,宇通客车,2022-01-28,月末观察,7.260827523714244,7.26,0.0039968889080932435,0.004149377593360981,-0.13635518881950648,-0.1367419738406659,0.3333333333333333,0.3333333333333333,-0.39453832423488333,-0.3944954128440368,23.264812469482422,23.276260990282278,10.772521018981934,11.11676418214195,,,,,,,无平台信号,False,False,-0.1926767103911181,232.0,汽车
300308,中际旭创,2022-02-28,月末观察,27.136961275603305,27.14,0.2143970717820105,0.21431767337807606,0.028354953507059966,0.028419856006062894,0.4666666666666667,0.4666666666666667,-0.2505333612215018,-0.25048329190831264,60.56744384765625,60.42768452517821,10.303831100463867,10.448136958710977,,,,,,,无平台信号,False,False,0.021400485334585717,249.0,通信
300476,胜宏科技,2022-02-28,月末观察,26.15130854469343,26.15,0.38215882478177576,0.38213530655391104,0.1674159323862614,0.1674107142857142,0.55,0.55,-0.15214836097688367,-0.15207522697795073,42.60639572143555,42.40055185100023,63.69881057739258,63.79657603222558,0.22840981570394125,0.22834395,0.4244573397980116,0.42445734,0.6847182753633203,0.6848484,平台观察,True,False,0.08752971472203308,52.0,电子
300750,宁德时代,2022-02-28,月末观察,273.6302071701633,274.62,0.8477173125366646,0.8476754356455629,0.005879921851517977,0.005897219882055715,0.4583333333333333,0.4583333333333333,-0.22476074649987687,-0.2247628726287263,15.652801513671875,15.865716256610716,62.11360549926758,62.134944612286006,0.26616873184556766,0.266175,1.1628635822879434,1.1628636,1.0738193675828605,1.073781,无平台信号,False,False,0.07634095810101194,56.0,电力设备
600066,宇通客车,2022-02-28,月末观察,7.030054735254217,7.03,0.0,0.0,-0.21624163879598668,-0.21627647714604237,0.25833333333333336,0.25833333333333336,-0.41378187171836933,-0.4136780650542118,31.858619689941406,31.662451138192687,7.635402679443359,7.779456193353475,,,,,,,无平台信号,False,False,-0.2053695766191017,248.0,汽车
300308,中际旭创,2022-03-31,月末观察,22.30968422797282,22.31,0.016423987302463416,0.016400911161731146,-0.0944915775236691,-0.09456168831168843,0.5,0.5,-0.2815822846551558,-0.28148148148148155,15.210663795471191,15.295190335080921,27.00078773498535,27.395546659994995,,,,,,,无平台信号,False,False,-0.14247453176265112,160.0,通信
300476,胜宏科技,2022-03-31,月末观察,22.21975014364278,22.22,0.1743666169895679,0.17441860465116266,-0.14500503758815775,-0.14505579068872643,0.43333333333333335,0.43333333333333335,-0.27961342562361224,-0.2795071335927367,18.66222381591797,18.73717802598587,47.80897521972656,48.01100825619214,0.30091064611405594,0.3009554,0.377236400638447,0.3772364,0.6591812127114782,0.65920883,平台观察,True,False,-0.08769013982729346,75.0,电子
300750,宁德时代,2022-03-31,月末观察,262.82706480471876,263.78,0.7747679354014974,0.7747426495323957,0.019485410719949137,0.01947901368168803,0.48333333333333334,0.48333333333333334,-0.255367820585212,-0.25536359530261976,52.34468078613281,51.92614542967859,91.13093566894531,91.1433575181386,0.32980833762247164,0.32978785,1.2297322767522174,1.2297323,1.0443365385772359,1.0442964,无平台信号,False,False,0.0038091318089905624,79.0,电力设备
600066,宇通客车,2022-03-31,月末观察,6.063840162582037,6.06,0.036979639822583454,0.03589743589743599,-0.2622795012165451,-0.26277372262773735,0.18333333333333332,0.18333333333333332,-0.419672229200311,-0.4200956937799043,20.257081985473633,20.15044449509916,4.3295722007751465,4.553415061295972,,,,,,,无平台信号,False,False,-0.28031580597504135,231.0,汽车
300308,中际旭创,2022-04-29,月末观察,21.609903243973672,21.61,0.06430436404326723,0.06453201970443345,-0.12062376725838286,-0.12047212047212053,0.48333333333333334,0.48333333333333334,-0.3041166715442397,-0.3040257648953302,57.60379409790039,57.64679107874374,55.145530700683594,55.49477871705619,,,,,,,无平台信号,False,False,-0.15984878055607832,179.0,通信
300476,胜宏科技,2022-04-29,月末观察,16.161283099400805,16.16,0.06390877751259616,0.06385780118499018,-0.3849455771884104,-0.3850837138508372,0.3,0.3,-0.4760350006529972,-0.47600518806744485,8.967971801757812,9.512972234865726,26.117464065551758,26.75285927399304,0.5381451259593442,0.53821653,0.3912804462485725,0.39128044,0.6572769570549402,0.6572377,无平台信号,False,False,-0.33024983007576136,94.0,电子
300750,宁德时代,2022-04-29,月末观察,210.0071596537092,210.77,0.17481417953116063,0.17479516191962552,-0.3778951830209816,-0.3778925619834711,0.35,0.35,-0.405015274580492,-0.4050079042457091,21.921709060668945,22.280382339553935,80.24948120117188,80.30830432620587,0.4451668300013656,0.4451725,1.295387540642779,1.2953875,1.027729758491304,1.0276902,无平台信号,False,False,-0.21218361754577741,98.0,电力设备
600066,宇通客车,2022-04-29,月末观察,5.465424604151498,5.47,0.04696058184430263,0.04789272030651337,-0.3121620292989873,-0.31194968553459124,0.125,0.125,-0.46845368344274263,-0.4678988326848249,30.083036422729492,30.58716431497497,7.146569728851318,7.782197911486823,,,,,,,无平台信号,False,False,-0.3232409212831451,249.0,汽车
300308,中际旭创,2022-05-31,月末观察,22.847394724335807,22.85,0.12525177172696766,0.12561576354679804,-0.14649465286029517,-0.14643257377661556,0.48333333333333334,0.48333333333333334,-0.2642669007901668,-0.26409017713365535,46.95365905761719,47.04679691049523,43.842994689941406,44.4170569386246,,,,,,,无平台信号,False,False,-0.10759617262253462,198.0,通信
300476,胜宏科技,2022-05-31,月末观察,16.431174915866375,16.43,0.08167594802439693,0.08163265306122458,-0.42378867071620274,-0.42391304347826086,0.23333333333333334,0.23333333333333334,-0.46728483740368265,-0.4672503242542153,1.952481746673584,2.5442980463425715,27.065160751342773,27.45871333497658,0.5381451259593442,0.53821653,0.4471828836869682,0.4471829,0.6104342787826752,0.61039376,无平台信号,False,False,-0.3059463039845356,113.0,电子
300750,宁德时代,2022-05-31,月末观察,209.31727118666333,210.07,0.10720657403903311,0.10714662169284273,-0.39981830436948684,-0.3998342951831324,0.30833333333333335,0.30833333333333335,-0.40696984175245043,-0.4069839656729901,21.45377540588379,21.762835074965924,67.00872039794922,67.09391175745625,0.465986923400435,0.4659752,1.3483904911473186,1.3483905,0.9869512274951293,0.9869085,无平台信号,False,False,-0.21889454931401642,117.0,电力设备
600066,宇通客车,2022-05-31,月末观察,6.223053074864209,6.22,0.1920924246505642,0.1915708812260537,-0.20084672645919843,-0.20154043645699615,0.24166666666666667,0.24166666666666667,-0.36585094018182673,-0.3659531090723752,58.433311462402344,58.45070422535211,10.030784606933594,10.52501848656643,,,,,,,无平台信号,False,False,-0.20249048630129962,245.0,汽车
300308,中际旭创,2022-06-30,月末观察,22.07339454506402,22.07,0.08713166728832511,0.08719211822660089,-0.2641013987779629,-0.26408802934311437,0.4166666666666667,0.4166666666666667,-0.2891912984099113,-0.28921095008051534,46.335201263427734,47.102593010146556,22.61663246154785,23.269980506822613,,,,,,,无平台信号,False,False,-0.12384197872766134,219.0,通信
300476,胜宏科技,2022-06-30,月末观察,17.651730444061396,17.65,0.1620259878016439,0.16194865042791307,-0.41604477611940305,-0.4161429043996031,0.24166666666666667,0.24166666666666667,-0.4277132036045448,-0.42769130998702987,4.598505973815918,5.434047350620068,39.85801315307617,40.326510721247566,0.5381451259593442,0.53821653,0.6185940411248982,0.61859405,0.5756458578751307,0.5755798,无平台信号,False,False,-0.24528011439244413,134.0,电子
