route,codex_cagr,qfq_full_cagr,qfq_full_total,qfq_full_mdd,qfq_oos_cagr,qfq_oos_total,qfq_oos_mdd,raw_full_cagr,raw_full_total,raw_full_mdd,raw_oos_cagr,raw_oos_total,raw_oos_mdd,ctrl_full_med,p_full,ctrl_oos_med,p_oos,J2,J3_pp,J4
R06,0.0905,0.09144020777066553,1.8562177200023933,-0.45624875479631744,0.11639518328750809,0.39025298582634194,-0.1081884609122401,0.09144020777066553,1.8562177200023933,-0.45624875479631744,0.11639518328750809,0.39025298582634194,-0.1081884609122401,0.05563919956946961,0.029850746268656716,0.034067590005187554,0.01990049751243781,True,0.0,False
R08,0.1708,0.16379245125048003,5.168019184809896,-0.37742180589027197,0.17354229266551102,0.6142581000225305,-0.11712538263787442,0.1446234616890958,4.0539449050063725,-0.3476975330139198,0.1726360523649415,0.6105306366620527,-0.12379644907878484,0.042857531206359156,0.004975124378109453,0.031015937351188128,0.004975124378109453,True,-1.9168989561384242,True
R09,0.1025,0.08498435951167282,1.6600375296194678,-0.4983244950195185,0.12446373725479631,0.4205377865117099,-0.14210191418135243,0.08498435951167282,1.6600375296194678,-0.4983244950195185,0.12446373725479631,0.4205377865117099,-0.14210191418135243,0.009828564171789123,0.004975124378109453,0.01581357410728257,0.009950248756218905,True,0.0,True
R11,0.196,0.2275860347633969,10.698647315032675,-0.48788923058205225,0.12269542650711474,0.41386333951529464,-0.3357803747233544,0.21857657119360696,9.709366541498417,-0.53319767955324,0.1088695354402236,0.36239627384557416,-0.33655555480131116,0.074634357099154,0.004975124378109453,0.08041581445217538,0.3333333333333333,True,-0.9009463569789933,False
