window,port_div,port_nodiv,bench_div,bench_nodiv,excess_A_both_div,excess_B_both_nodiv
train,1.987010658960716,1.4729370050138892,0.9259494933672063,0.72973,1.0610611655935096,0.7432070050138893
validation,1.1553498360090066,1.0731605366842176,-0.024019923278486344,-0.050856,1.179369759287493,1.1240165366842176
oos,1.5210648632709352,1.3772617182432536,0.2757554181524655,0.203596,1.2453094451184696,1.1736657182432535
holdout,0.047774879145570326,0.03199284695566118,-0.003904742517453985,-0.018786,0.05167962166302431,0.05077884695566118
full,14.440144431036117,10.559929782356967,1.4404423718743913,1.007179,12.999702059161725,9.552750782356966
