code,n_big,n_small,ca_factor_首,ca_factor_末,qfq_factor_首,qfq_factor_末,ca_累计倍数,qfq_累计倍数
000540,7,40,1.2815927090056567,0.9987516780576525,0.18902239800088408,0.9987516780576533,0.7793050561535648,5.283774243796135
000541,1,34,1.1295786969022825,1.0001454740715996,0.5072915576945918,1.0001454740716,0.8854146035281684,1.9715397563815256
000543,3,27,1.1323414024328804,1.0017312886962224,0.4351365582242986,1.0017312886962224,0.8846548280792021,2.3021078550239
000544,0,40,1.087530991498316,1.0015938403094249,0.49023759489421004,1.0015938403094249,0.9209795841583387,2.043078398598871
000545,0,32,1.0012907425084085,1.0019183233940272,0.37329913651547986,1.0019183233940272,1.0006267718845043,2.683955641436315
000546,0,46,1.0060569228174816,1.0007680550154743,0.9312703287295739,1.0007680550154743,0.9947429736011401,1.074626801844646
000547,0,48,1.0022035282636297,0.9938668536621735,0.9663115808192296,0.9938668536621735,0.991681655106623,1.0285159294268034
000548,0,39,1.0063555460448483,0.9992283364856389,0.9132856309257563,0.9992283364856389,0.9929178016783228,1.094102767688096
000550,2,46,1.0682187293992211,1.0031777593049889,0.5528941973992901,1.0031777593049889,0.9391126851606393,1.8144118061353285
000551,0,47,1.0154101530154125,1.0024785670600065,0.7875852792745972,1.0024785670600065,0.9872646674676201,1.272850818115006
000552,0,42,1.125510943124448,0.999832016284714,0.18373691305515683,0.999832016284714,0.8883361129383193,5.441650235979363
000553,0,34,1.002316157160005,1.0000000041350863,0.9632863978970476,1.0000000041350863,0.9976891991530084,1.038112866867204
000554,0,50,1.0023237501320603,1.0016210008891828,0.96618576209612,1.0016210008891828,0.9992988799848503,1.0366753891261933
000555,0,56,1.0025060798118821,0.9979331338290268,0.48853105103717837,0.9979331338290268,0.9954384855364534,2.042722016769169
000557,0,21,1.0015533492913193,1.001310849053955,0.9864546623974441,1.001310849053955,0.9997578758659877,1.0150601819047669
000558,1,40,1.001511128225344,0.9998168462629146,0.6668951323838318,0.9998168462629146,0.998308274451796,1.4992114917514041
000559,1,40,1.1464396920707256,0.9950684168012685,0.41031085225543584,0.9950684168012679,0.867964031325497,2.425157441806574
000560,2,40,1.0507839061302762,1.0000796756215782,0.28964919419938323,1.0000796756215784,0.9517462817874451,3.45272728407165
000561,0,44,0.9992818066945368,1.0009542218850302,0.9980435392760802,1.0009542218850302,1.0016736171711416,1.0029163884083265
000562,2,5,1.0249297615207902,0.9996620513920368,0.4779295508356923,0.9996620513920368,0.9753468861209951,2.091651478013987
000563,4,38,0.98006001623278,1.0003795101420128,0.20034879044125975,1.0003795101420132,1.0207329077532803,4.993189666574575
000564,1,41,0.3350221116133115,0.9995261514059646,0.3039124582075658,0.9995261514059646,2.9834632305094995,3.2888620535697464
000565,0,46,1.0290178011385887,0.9996970182478088,0.38090082065622716,0.9996970182478087,0.9715060489154445,2.6245598959999645
000566,0,38,1.0136724104202648,1.0151972951896528,0.48383541040420586,1.0151972951896528,1.001504317128209,2.0982285987326486
000567,1,41,1.1555586604724795,1.0070900252299657,0.20422385460169934,1.0070900252299657,0.8715178724186892,4.93130455888274
000568,0,32,1.09816522974825,1.0005939868747715,0.6567710916917279,1.0005939868747724,0.9111506718384752,1.523504915993511
000570,0,37,1.0026296355350417,1.0005301911303086,0.9548465665742218,1.0005301911303084,0.997906061889331,1.0478439428441255
000571,0,32,1.002481317016225,1.0042579255125013,0.9747683599532551,1.0042579255125013,1.0017722110787701,1.0302528957347983
000572,0,44,1.0000405856085153,0.9991282394938131,0.9902362661417651,0.9991282394938131,0.9990876909119174,1.008979648247679
000573,0,43,1.0254880367513906,0.9981689459038671,0.8252193447678186,0.9981689459038671,0.9733599126772198,1.2095801585755472
