样本类型,观察日期,股票代码,股票名称,收盘价,统一信号,信号类型,信号理由,首次触发日期,连续确认天数,触发状态,平台信号,周线多头排列,案例展示分层_质量,案例辅助标签_周线五态,距一年低点涨幅,近120日收益,MA20持续度,RPS50,RPS60,RPS250,距一年高点价格差,平台深度,平台缩量比,平台收敛比,R09核心质量分
当日观察,2026-08-28,601101,昊华能源,14.81,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=98.4,2026-08-24,5,持续,无平台信号,True,高,多头趋势,1.1309352517985611,0.7908101571946797,0.625,98.37071113666859,86.98485719762316,94.33488012374323,0.0,,,,0.756322091248415
当日观察,2026-08-28,600985,淮北矿业,17.91,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=93.1,2026-08-20,7,持续,无平台信号,True,中,多头趋势,0.6416131989000917,0.3568181818181819,0.575,93.06114625263562,86.50565459076097,85.32482598607889,-0.012134583563154888,,,,0.41253666064540306
当日观察,2026-08-28,000518,四环生物,3.88,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=95.5,2026-08-06,17,持续,无平台信号,True,缺失,多头趋势,0.732142857142857,0.3807829181494662,0.6,95.45715928694652,82.38451217174621,91.49265274555299,-0.14537444933920707,,,,
当日观察,2026-08-28,600971,恒源煤电,9.02,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=95.1,2026-08-19,8,持续,无平台信号,True,中,多头趋势,0.4933774834437086,0.2255434782608694,0.6333333333333333,95.05462909718229,81.98198198198197,83.70069605568446,0.0,,,,0.5539922794159842
当日观察,2026-08-28,601225,陕西煤业,27.07,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=94.8,2026-08-27,2,持续,无平台信号,True,中,多头趋势,0.420997375328084,0.13263598326359838,0.6166666666666667,94.80544374161396,75.31148169446041,83.93271461716937,0.0,,,,0.551363436926618
当日观察,2026-08-28,300561,汇金科技,16.71,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=97.3,2026-08-26,3,持续,无平台信号,False,缺失,回踩修复,0.5177111716621254,0.46707638279192265,0.6333333333333333,97.25896108874832,71.1328349626222,50.81206496519721,-0.3215590742996345,,,,
当日观察,2026-08-28,600546,山煤国际,13.99,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=91.4,2026-08-24,5,持续,无平台信号,True,中,多头趋势,0.48988285410010635,0.2282704126426689,0.625,91.35518497220625,60.57120950737972,85.7308584686775,-0.05727762803234504,0.16950354,0.83184326,0.8584378,0.6292848239662183
当日观察,2026-08-28,601918,新集能源,10.88,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=94.4,2026-08-24,5,持续,无平台信号,True,高,多头趋势,0.7576736672051696,0.36170212765957444,0.625,94.40291355184972,52.4822695035461,91.39597834493426,-0.03546099290780125,,,,0.72282367678247
当日观察,2026-08-28,600188,兖矿能源,23.02,1,强确认,反弹≥40%；120日收益≥10%；MA20持续度≥55%；RPS50=93.6,2026-08-26,3,持续,无平台信号,True,中,多头趋势,0.8475120385232744,0.2115789473684211,0.6166666666666667,93.55951696377228,25.129384703852786,92.8847641144625,-0.14360119047619047,,,,0.6141862423499979
当日观察,2026-08-28,002408,齐翔腾达,5.62,0,无信号,RPS50=85.0,,0,未触发,平台观察,True,缺失,多头趋势,0.224400871459695,-0.11912225705329149,0.44166666666666665,85.04887866589993,87.24362660532873,73.62722351121424,-0.19943019943019935,0.33431518,0.517163,0.6004353,
当日观察,2026-08-28,000685,中山公用,11.42,0,无信号,RPS50=78.7,,0,未触发,平台观察,False,中,均线蓄势,0.241304347826087,-0.0043591979075850995,0.525,78.74257235959364,84.58884416331225,76.46945088940448,-0.1795977011494253,0.22962382,0.44512388,0.5799241,0.5926137051415603
当日观察,2026-08-28,600295,鄂尔多斯,13.74,0,无信号,反弹≥40%；RPS50=80.1,,0,未触发,平台观察,True,中,多头趋势,0.5049288061336252,-0.1309297912713473,0.4166666666666667,80.12267586735672,84.24381828637148,86.23356535189481,-0.1762589928057554,0.32857144,0.7353039,0.64443064,0.6048916853842751
当日观察,2026-08-28,300866,安克创新,124.1,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=74.3,,0,未触发,平台观察,True,中,多头趋势,0.3539166484835261,0.3037083727282277,0.5833333333333334,74.2764040636381,83.7454475752348,39.53982985305491,-0.13216783216783223,0.10549019,0.63148093,0.6621961,0.36619347953371995
当日观察,2026-08-28,000782,恒申新材,8.0,0,无信号,反弹≥40%；120日收益≥10%；RPS50=81.1,,0,未触发,平台突破（研究）,True,缺失,多头趋势,0.6326530612244896,0.27591706539074967,0.5083333333333333,81.11941728963006,83.40042169829404,87.47099767981439,-0.1081382385730213,0.3148148,0.5331122,0.727794,
当日观察,2026-08-28,600018,上港集团,5.21,0,无信号,RPS50=82.2,,0,未触发,平台观察,False,中,弱势结构,0.13507625272331159,0.044088176352705455,0.525,82.15449492045236,83.32374928119609,54.23433874709976,-0.0795053003533569,0.04536862,0.7285709,0.797227,0.535974950519122
当日观察,2026-08-28,002979,雷赛智能,56.41,0,无信号,反弹≥40%；120日收益≥10%；RPS50=64.3,,0,未触发,平台观察,True,中,多头趋势,0.6242441693060754,0.49430463576158923,0.49166666666666664,64.27065363235576,82.32700785892276,77.9582366589327,-0.22694257914211324,0.17101495,0.7565306,0.70158386,0.688482655294375
当日观察,2026-08-28,601995,,34.94598285545374,0,无信号,RPS50=70.4,,0,未触发,平台观察,False,高,均线蓄势,0.10135464404203409,0.015871594635283204,0.4166666666666667,70.42361510446617,81.0427448725321,48.89791183294663,-0.10829336934284906,0.05659849,0.627759,0.5952269,0.8140032972729476
当日观察,2026-08-28,600897,厦门空港,14.87,0,无信号,RPS50=64.9,,0,未触发,平台观察,False,缺失,均线蓄势,0.079100145137881,-0.08435960591132996,0.38333333333333336,64.94153728196281,78.99175771516197,66.8213457076566,-0.2667652859960553,0.27589852,0.29666907,0.4740045,
当日观察,2026-08-28,600623,华谊集团,8.86,0,无信号,RPS50=62.9,,0,未触发,平台观察,True,中,多头趋势,0.2254495159059473,-0.1765799256505577,0.4,62.89055012459268,78.58922752539775,68.89017788089714,-0.2616666666666667,0.32068655,0.6258372,0.7533674,0.518144016234189
当日观察,2026-08-28,002127,南极电商,2.95,0,无信号,RPS50=82.1,,0,未触发,平台观察,False,缺失,均线蓄势,0.13026819923371669,-0.006734006734006703,0.48333333333333334,82.1161587119034,77.91834387579068,34.24207269914927,-0.22774869109947637,0.13975155,0.79445225,0.798574,
当日观察,2026-08-28,600989,,24.49,0,无信号,反弹≥40%；RPS50=88.3,,0,未触发,平台观察,True,高,多头趋势,0.6250829462508294,-0.132483173928445,0.4,88.32662449683725,77.11328349626221,90.31322505800465,-0.28433664523670366,0.35163745,0.6325785,0.6124555,0.8085260642844823
当日观察,2026-08-28,601688,华泰证券,19.833336968375136,0,无信号,RPS50=61.7,,0,未触发,平台突破（研究）,False,中,均线蓄势,0.12753479069784746,-0.02634575511167725,0.425,61.702127659574465,76.92160245351735,52.12683681361175,-0.22404784943759248,0.064963065,0.5300004,0.61080986,0.6807571589528316
当日观察,2026-08-28,603288,海天味业,34.12,0,无信号,RPS50=72.3,,0,未触发,平台观察,False,中,均线蓄势,0.05178791615289757,-0.05719812102790822,0.45,72.26375311481694,75.67567567567568,47.2737819025522,-0.17324933365640915,0.12050407,0.7751983,0.7564476,0.5485995842160901
当日观察,2026-08-28,600211,西藏药业,38.66,0,无信号,RPS50=71.8,,0,未触发,平台观察,False,高,均线蓄势,0.09487397337864611,-0.06933076552720274,0.5083333333333333,71.84205482077822,74.2955721679126,40.52590873936582,-0.30014482259232445,0.33282208,0.33947003,0.56387496,0.7367224356129094
当日观察,2026-08-28,002301,齐心集团,7.68,0,无信号,RPS50=58.9,,0,未触发,平台观察,True,中,多头趋势,0.2528548123980423,0.056396148555708514,0.45,58.92275253977382,73.682192831129,72.02242846094354,-0.09964830011723325,0.20200753,0.6531439,0.6822511,0.4422383878890418
当日观察,2026-08-28,300143,盈康生命,7.72,0,无信号,RPS50=84.1,,0,未触发,平台观察,False,中,均线蓄势,0.17503805175038045,-0.14601769911504414,0.45,84.07130534790109,71.86122292505272,54.67904098994586,-0.2490272373540856,0.3495935,0.5377042,0.6793217,0.563907774029689
当日观察,2026-08-28,600755,厦门国贸,5.74,0,无信号,RPS50=67.8,,0,未触发,平台观察,False,缺失,均线蓄势,0.06296296296296289,-0.11963190184049066,0.30833333333333335,67.84550507954764,71.72704619513131,54.44702242846095,-0.31747919143876335,0.32364097,0.38670608,0.4824056,
当日观察,2026-08-28,601117,中国化学,7.66,0,无信号,RPS50=41.2,,0,未触发,平台观察,False,中,回踩修复,0.06388888888888888,-0.17899249732047162,0.2916666666666667,41.23059229442208,71.5928694652099,58.584686774942,-0.24457593688362922,0.3177481,0.74161553,0.74681824,0.4193456708209295
当日观察,2026-08-28,603019,中科曙光,85.82,0,无信号,RPS50=45.4,,0,未触发,平台观察,False,中,回踩修复,0.18144273127753285,0.023738518430156175,0.4583333333333333,45.4092390262603,71.45869273528848,76.39211136890951,-0.3126701906134871,0.15962441,0.577365,0.6028521,0.6076325708818344
当日观察,2026-08-28,000990,诚志股份,6.68,0,无信号,MA20持续度≥55%；RPS50=79.1,,0,未触发,平台观察,False,中,回踩修复,0.2920696324951644,0.047021943573667624,0.575,79.12593444508337,71.42035652673951,77.45552977571539,-0.2901168969181722,0.3145258,0.58178973,0.6762183,0.5372392767356612
当日观察,2026-08-28,603077,和邦生物,2.44,0,无信号,RPS50=72.2,,0,未触发,平台观察,False,缺失,回踩修复,0.28421052631578947,-0.1586206896551724,0.4166666666666667,72.22541690626797,71.36285221391604,82.3569218870843,-0.26726726726726735,0.3257329,0.44055516,0.5838858,
当日观察,2026-08-28,300185,通裕重工,2.74,0,无信号,RPS50=49.7,,0,未触发,平台观察,False,中,均线蓄势,0.0620155038759691,-0.16463414634146334,0.35833333333333334,49.72206248801994,70.96032202415181,46.32637277648878,-0.34916864608076004,0.32717678,0.5615105,0.7141791,0.46364216834089467
当日观察,2026-08-28,000029,深深房Ａ,23.73,0,无信号,RPS50=19.7,,0,未触发,平台观察,False,缺失,均线蓄势,0.2778675282714056,0.0910344827586207,0.525,19.68564308989841,70.691968564309,57.2892498066512,-0.29227557411273486,0.24779117,0.5832967,0.6963517,
当日观察,2026-08-28,603195,公牛集团,39.13,0,无信号,RPS50=51.6,,0,未触发,平台观察,False,中,均线蓄势,0.06072106261859589,-0.04746835443037967,0.35833333333333334,51.562200498370714,69.42687368219283,40.25522041763341,-0.16424604869713788,0.09883721,0.7569256,0.7460955,0.5526622201382977
当日观察,2026-08-28,603213,镇洋发展,14.0,0,无信号,RPS50=51.3,,0,未触发,平台观察,True,中,多头趋势,0.1102299762093577,0.03473762010347392,0.475,51.293847038527886,69.29269695227141,66.60866202629543,-0.06728847435043306,0.036827195,0.40504467,0.52945143,0.4211248688274214
当日观察,2026-08-28,002350,北京科锐,14.59,0,无信号,反弹≥40%；RPS50=48.4,,0,未触发,平台观察,False,缺失,回踩修复,1.1711309523809526,0.07754800590841948,0.5333333333333333,48.36112708453134,68.52597278129193,94.1415313225058,-0.17196367763904663,0.22222222,0.586636,0.7229028,
当日观察,2026-08-28,000612,焦作万方,11.46,0,无信号,反弹≥40%；RPS50=68.6,,0,未触发,平台观察,False,高,回踩修复,0.49024707412223667,-0.1912491178546224,0.45,68.60264519838988,66.87751581368603,82.57927300850734,-0.2225237449118046,0.31004366,0.6479897,0.7541239,0.7316986378535655
当日观察,2026-08-28,600871,石化油服,2.32,0,无信号,RPS50=79.8,,0,未触发,平台观察,False,中,均线蓄势,0.1542288557213931,-0.3678474114441417,0.25833333333333336,79.81598619896492,64.2994057887675,75.43503480278422,-0.45667447306791564,0.31958762,0.39826626,0.41235414,0.5579900398150531
当日观察,2026-08-28,002786,银宝山新,8.02,0,无信号,RPS50=50.9,,0,未触发,平台观察,False,缺失,均线蓄势,0.16400580551523958,-0.004962779156327701,0.35833333333333334,50.85298064021468,61.702127659574465,31.99922660479505,-0.2682481751824819,0.15177478,0.4146873,0.35469568,
当日观察,2026-08-28,000927,中国铁物,2.52,0,无信号,RPS50=71.7,,0,未触发,平台观察,False,低,均线蓄势,0.11013215859030834,-0.1340206185567011,0.36666666666666664,71.65037377803336,60.72455434157562,53.866976024748645,-0.23170731707317072,0.31610942,0.67692,0.6918013,0.22800241608399993
当日观察,2026-08-28,600339,中油工程,3.46,0,无信号,RPS50=71.1,,0,未触发,平台观察,False,中,回踩修复,0.13442622950819683,-0.25269978401727866,0.36666666666666664,71.1328349626222,59.36361893808703,64.38515081206496,-0.33716475095785436,0.33920705,0.5233193,0.5379344,0.41032061886046994
当日观察,2026-08-28,301275,汉朔科技,42.27,0,无信号,RPS50=40.3,,0,未触发,平台观察,False,缺失,均线蓄势,0.10336726703210641,-0.16758566364710514,0.43333333333333335,40.34885949779567,58.99942495687176,17.556071152358854,-0.4636467453368862,0.12957807,0.66335166,0.70007193,
当日观察,2026-08-28,600256,广汇能源,6.54,0,无信号,反弹≥40%；RPS50=96.5,,0,未触发,平台观察,True,中,多头趋势,0.4004282655246254,-0.02678571428571419,0.5333333333333333,96.45390070921985,58.52022235000959,79.75638051044083,-0.13262599469496017,0.32944608,0.49253204,0.7688339,0.6898914812114286
当日观察,2026-08-28,603811,诚意药业,7.32,0,无信号,RPS50=50.4,,0,未触发,平台观察,False,中,均线蓄势,0.05627705627705626,-0.08040201005025127,0.475,50.41211424190147,58.5010542457351,15.177880897138438,-0.37328767123287665,0.2780127,0.24096924,0.47521228,0.5725044106687289
当日观察,2026-08-28,002091,江苏国泰,7.87,0,无信号,RPS50=67.3,,0,未触发,平台观察,False,中,回踩修复,0.10845070422535219,-0.104664391353811,0.48333333333333334,67.33755031627372,58.07935595169638,73.27919566898686,-0.22079207920792077,0.26687434,0.4669764,0.6450075,0.4023755936158622
当日观察,2026-08-28,300488,恒锋工具,31.25,0,无信号,MA20持续度≥55%；RPS50=12.5,,0,未触发,平台观察,False,中,弱势结构,0.21265036864571218,-0.15288696123610734,0.5666666666666667,12.535940195514664,57.945179221774964,38.88244392884764,-0.3465077373483898,0.25195312,0.49093106,0.61368763,0.653626963695162
当日观察,2026-08-28,601985,中国核电,8.92,0,无信号,MA20持续度≥55%；RPS50=51.9,,0,未触发,平台观察,True,中,多头趋势,0.07599517490952956,0.028835063437139485,0.55,51.926394479585966,56.69925244393329,64.59783449342615,-0.04291845493562241,0.055374593,0.65765905,0.42972246,0.4495665866880915
当日观察,2026-08-28,600938,,34.19,0,无信号,反弹≥40%；RPS50=87.6,,0,未触发,平台观察,True,高,多头趋势,0.4006554690700532,-0.14117056016076368,0.45,87.55990032585778,56.29672225416906,85.75019334880125,-0.19892221180880976,0.34864458,0.6479375,0.6199526,0.7983754112381793
当日观察,2026-08-28,600025,华能水电,9.56,0,无信号,RPS50=72.2,,0,未触发,平台观察,True,中,多头趋势,0.10011507479861925,-0.05064548162859983,0.4666666666666667,72.20624880199348,56.085873107149695,70.80433101314772,-0.07543520309477747,0.04040404,0.6466346,0.6540404,0.6466904873140894
当日观察,2026-08-28,600329,达仁堂,36.43,0,无信号,RPS50=64.0,,0,未触发,平台观察,False,中,均线蓄势,0.08973975471133722,-0.07608419984783155,0.325,63.96396396396396,54.839946329308034,37.33565351894818,-0.18446384598164323,0.2814424,0.5445292,0.7648357,0.49439362211206167
当日观察,2026-08-28,002158,汉钟精机,28.0,0,无信号,120日收益≥10%；RPS50=20.0,,0,未触发,平台观察,False,中,回踩修复,0.31517144199154545,0.1570247933884299,0.525,20.011500862564695,53.191489361702125,83.10131477184841,-0.24487594390507006,0.18651609,0.5747529,0.6251069,0.5681245270008837
当日观察,2026-08-28,603194,中力股份,34.05,0,无信号,RPS50=35.6,,0,未触发,平台观察,False,缺失,均线蓄势,0.08439490445859876,-0.05206013363028961,0.475,35.6335058462718,49.10868315123634,30.93580819798917,-0.24784625579854225,0.082058415,0.48666564,0.70307845,
当日观察,2026-08-28,300966,共同药业,24.68,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=37.5,,0,未触发,平台观察,False,缺失,回踩修复,0.32332439678284186,0.19111969111969107,0.6833333333333333,37.53114816944604,49.05117883841288,67.22737819025522,-0.20438426821405542,0.26025409,0.5917493,0.7430376,
当日观察,2026-08-28,000049,德赛电池,23.53,0,无信号,RPS50=48.0,,0,未触发,平台观察,False,中,弱势结构,0.04997768853190543,-0.06552819698173151,0.5083333333333333,47.958596894767105,48.66781675292314,59.01005413766435,-0.21330658642594447,0.285943,0.6375687,0.7136941,0.5367135231706677
当日观察,2026-08-28,300723,一品红,37.12,0,无信号,120日收益≥10%；MA20持续度≥55%；RPS50=84.8,,0,未触发,平台观察,False,高,均线蓄势,0.25575101488497975,0.162907268170426,0.5666666666666667,84.76135710178264,47.55606670500288,2.822892498066512,-0.4958576667119381,0.16890547,0.6409708,0.6370596,0.7628343995670682
当日观察,2026-08-28,601963,,11.01,0,无信号,MA20持续度≥55%；RPS50=69.7,,0,未触发,平台观察,True,高,多头趋势,0.29073856975381007,0.028011204481792618,0.55,69.65689093348668,47.24937703661108,76.41144624903326,-0.07478991596638662,0.055702917,0.75772226,0.66082424,0.8325099895189975
当日观察,2026-08-28,603726,朗迪集团,24.12,0,无信号,RPS50=23.7,,0,未触发,平台观察,False,中,回踩修复,0.3137254901960784,-0.03750997605746198,0.49166666666666664,23.73011309181522,46.94268736821928,81.90255220417633,-0.319605077574048,0.17053045,0.6014405,0.5493094,0.6572581444411216
当日观察,2026-08-28,301179,,20.66,0,无信号,RPS50=44.0,,0,未触发,平台观察,False,中,回踩修复,0.3819397993311038,0.039235412474849074,0.4583333333333333,43.95246310139927,46.88518305539582,81.5738592420727,-0.2678951098511694,0.28903934,0.24361189,0.50447184,0.538128831186729
当日观察,2026-08-28,688425,,4.07,0,无信号,RPS50=42.8,,0,未触发,平台观察,False,中,弱势结构,0.012437810945273853,-0.24067164179104472,0.19166666666666668,42.80237684493004,46.40598044853364,14.037122969837586,-0.3560126582278481,0.3372681,0.7717389,0.44490305,0.35996234668114885
当日观察,2026-08-28,002752,昇兴股份,6.06,0,无信号,RPS50=52.3,,0,未触发,平台观察,False,中,回踩修复,0.14124293785310726,-0.03809523809523818,0.4583333333333333,52.348092773624685,45.2558941920644,70.95901005413766,-0.30264672036823936,0.29586563,0.4062437,0.52244896,0.6781445298670458
当日观察,2026-08-28,000504,南华生物,8.4,0,无信号,RPS50=77.1,,0,未触发,平台观察,False,缺失,均线蓄势,0.16666666666666674,-0.07079646017699104,0.4583333333333333,77.07494728771324,43.0803143569101,34.72544470224285,-0.20152091254752846,0.3506013,0.75756186,0.76619947,
当日观察,2026-08-28,301269,华大九天,96.1,0,无信号,RPS50=37.2,,0,未触发,平台观察,False,缺失,均线蓄势,0.18627329959264283,0.006915339480301652,0.48333333333333334,37.20529039677976,40.52137243626605,35.11214230471771,-0.2932784232975437,0.17541142,0.40151614,0.52863157,
当日观察,2026-08-28,600743,华远控股,2.36,0,无信号,120日收益≥10%；RPS50=85.2,,0,未触发,平台观察,True,缺失,多头趋势,0.3111111111111111,0.21025641025641018,0.49166666666666664,85.16388729154687,38.182863714778605,75.25135344160866,-0.264797507788162,0.2769231,0.40322244,0.6633282,
当日观察,2026-08-28,300861,,16.79,0,无信号,RPS50=6.9,,0,未触发,平台观察,False,中,回踩修复,0.19247159090909083,-0.04275940706955528,0.475,6.938853747364386,37.68449300364194,74.74864655839134,-0.33346566097657804,0.35136363,0.6598815,0.5899036,0.6282508196700228
当日观察,2026-08-28,001314,亿道信息,50.55,0,无信号,MA20持续度≥55%；RPS50=27.3,,0,未触发,平台观察,False,缺失,回踩修复,0.31401091759812827,0.05686807443027386,0.5916666666666667,27.333716695418826,36.438566225800265,55.51044083526682,-0.21359676415681395,0.24680634,0.72496593,0.7487296,
当日观察,2026-08-28,300014,亿纬锂能,54.32,0,无信号,RPS50=20.0,,0,未触发,平台观察,False,中,弱势结构,0.1481716339040371,-0.09602263271759037,0.49166666666666664,19.95399654974123,36.189380870231936,76.00541376643464,-0.4010364979600838,0.34931508,0.7291299,0.5174432,0.6112279217681167
当日观察,2026-08-28,603859,能科科技,37.44,0,无信号,RPS50=8.0,,0,未触发,平台观察,False,中,弱势结构,0.07741007194244598,-0.13792309463504493,0.5083333333333333,7.95476327391221,36.016867931761546,42.246713070378966,-0.35978112175102595,0.17049105,0.3567959,0.42647213,0.38279468071114253
