route,train_cagr,train_mdd,train_sharpe,train_total,train_nreb,train_frozen,train_bench,train_ctrl_med,train_p,holdout_cagr,holdout_mdd,holdout_sharpe,holdout_total,holdout_nreb,holdout_frozen,holdout_bench,holdout_ctrl_med,holdout_p,L2,L3,decay_pp
R08,0.14763986840945886,-0.3476975330139198,0.7583364636042889,2.0068899825583677,96,30,1.3918511455968066,0.06509873424899204,0.003992015968063872,0.09976036104761343,-0.22667786663932887,0.66928333167306,0.5414125950189255,55,1,0.04032300073191375,-0.01580970298457629,0.001996007984031936,True,True,-4.787950736184543
R09,0.08748210146510793,-0.4983244950195185,0.46135041731477544,0.9551383995243767,91,67,1.3918511455968066,0.021298266157510848,0.017964071856287425,0.06629231759794396,-0.22223079176379534,0.49197709998093925,0.3392006798911955,55,1,0.04032300073191375,-0.02510678291145252,0.005988023952095809,True,True,-2.118978386716397
