观察日,排名,代码,名称,申万一级,距一年低点涨幅,换手加速,流通市值亿,RPS60,RPS120,RPS250,MA20持续度120日,20日波动率,相对MA250,120日收益率,周线排列,周线已持续周,未来60日最大涨幅,启动(>=50%)
2019-07-31,62,002367,康力电梯,机械设备,0.9613,0.0967,38.9,67.8,63.1,95.0,0.533,0.0211,0.1825,0.2162,多头,19.0,0.1544,False
2019-07-31,63,002330,得利斯,食品饮料,0.9532,0.7039,35.8,39.5,95.8,90.6,0.633,0.0484,0.3481,0.7084,多头,13.0,0.0635,False
2019-07-31,64,603589,口子窖,食品饮料,0.9503,0.0138,363.6,68.6,89.6,64.8,0.683,0.0195,0.269,0.5058,多头,11.0,0.0979,False
2019-07-31,65,000860,顺鑫农业,食品饮料,0.9493,-0.0261,333.1,76.0,88.6,91.7,0.617,0.0155,0.2774,0.4844,多头,64.0,0.2154,False
2019-07-31,66,000936,华西股份,基础化工,0.9478,-0.0403,72.1,24.7,83.6,89.9,0.5,0.0275,0.1222,0.3908,多头,20.0,-0.0243,False
2019-07-31,67,300443,金雷股份,电力设备,0.9426,0.0879,21.9,21.6,42.2,90.8,0.525,0.0242,0.1256,0.1105,多头,19.0,0.3009,False
2019-07-31,68,300274,阳光电源,电力设备,0.942,0.0527,110.6,22.8,10.1,88.0,0.492,0.0311,0.1136,-0.0689,多头,14.0,0.2518,False
2019-07-31,69,601099,太平洋,非银金融,0.934,0.0075,260.0,70.1,91.2,96.1,0.608,0.0212,0.2374,0.5425,多头,21.0,-0.0026,False
2019-07-31,70,600763,通策医疗,医药生物,0.9311,0.0471,269.0,70.6,93.8,93.5,0.783,0.0206,0.3685,0.6214,多头,72.0,0.3236,False
2019-07-31,71,601890,亚星锚链,国防军工,0.9151,-0.0485,61.8,64.0,96.5,93.7,0.533,0.0278,0.2705,0.7601,多头,15.0,0.0706,False
2019-07-31,72,603505,金石资源,煤炭,0.9144,0.2774,23.5,92.3,88.7,87.0,0.8,0.0294,0.342,0.4867,多头,11.0,0.0644,False
2019-07-31,73,600456,宝钛股份,有色金属,0.9004,0.228,102.2,90.7,80.7,94.9,0.65,0.0299,0.2772,0.3571,多头,19.0,0.1782,False
2019-07-31,74,601888,中国中免,社会服务,0.8929,0.074,1764.3,92.5,95.1,82.5,0.742,0.0226,0.3584,0.6744,多头,17.0,0.073,False
2019-07-31,75,600009,上海机场,交通运输,0.8924,0.0294,904.6,89.6,95.3,88.8,0.875,0.0166,0.3778,0.6855,多头,18.0,0.0653,False
2019-07-31,76,603258,电魂网络,传媒,0.8907,0.2269,28.2,99.0,96.0,83.7,0.517,0.0351,0.3577,0.7191,多头,6.0,0.1206,False
2019-07-31,77,600031,三一重工,机械设备,0.8855,-0.0438,1176.2,92.0,92.6,97.0,0.733,0.0178,0.3943,0.5793,多头,22.0,0.0632,False
2019-07-31,78,603333,福华尚纬,电力设备,0.8822,-0.0538,47.0,82.7,94.5,95.6,0.833,0.0111,0.3467,0.6504,,,0.2634,False
2019-07-31,79,601038,一拖股份,机械设备,0.8815,0.0061,44.7,99.3,97.4,86.5,0.592,0.0326,0.3503,0.8459,多头,6.0,0.1288,False
2019-07-31,80,603978,深圳新星,有色金属,0.8793,0.6975,25.3,99.5,97.3,48.0,0.633,0.0406,0.4307,0.8254,空头,41.0,0.2124,False
2019-07-31,81,603679,华体科技,电子,0.8773,0.0924,16.2,9.0,97.5,96.7,0.575,0.0226,0.2542,0.8487,多头,34.0,0.2547,False
2019-07-31,82,300598,诚迈科技,计算机,0.8753,-0.0052,17.0,98.1,97.3,79.1,0.617,0.0466,0.3103,0.8229,多头,8.0,1.6508,True
2019-07-31,83,300285,国瓷材料,基础化工,0.8745,0.0288,135.0,94.2,97.2,88.3,0.808,0.0219,0.4089,0.8193,多头,10.0,0.3278,False
2019-07-31,84,603027,千禾味业,食品饮料,0.8698,0.0166,90.7,93.8,90.1,81.4,0.75,0.022,0.3721,0.5135,多头,14.0,0.1926,False
2019-07-31,85,000750,国海证券,非银金融,0.8609,0.2803,216.7,66.5,50.3,93.6,0.558,0.0256,0.0994,0.1475,多头,26.0,0.0467,False
2019-07-31,86,002396,星网锐捷,通信,0.8598,0.208,144.6,92.7,90.9,84.1,0.683,0.0294,0.2984,0.5335,多头,16.0,0.2881,False
2019-07-31,87,002639,雪人集团,机械设备,0.8593,-0.01,52.9,27.0,83.2,96.8,0.567,0.0348,0.2664,0.386,多头,19.0,0.0232,False
2019-07-31,88,300151,昌红科技,机械设备,0.8568,0.3812,23.7,97.5,94.8,89.4,0.675,0.0268,0.4059,0.6583,多头,10.0,0.177,False
2019-07-31,89,000550,江铃汽车,汽车,0.8496,0.112,89.1,1.6,39.1,92.7,0.525,0.0377,0.0348,0.0995,多头,21.0,0.0821,False
2019-07-31,90,002653,海思科,医药生物,0.8491,0.2612,85.6,99.3,97.5,92.4,0.717,0.0391,0.4099,0.8491,多头,7.0,0.24,False
2019-07-31,91,300191,潜能恒信,煤炭,0.847,0.2501,53.4,99.2,96.9,88.8,0.642,0.0656,0.4501,0.799,多头,4.0,0.0914,False
2019-07-31,92,000823,超声电子,电子,0.8441,0.1864,55.4,84.2,72.0,86.0,0.6,0.03,0.2089,0.2784,多头,19.0,0.1977,False
2019-07-31,93,600004,白云机场,交通运输,0.8417,-0.0422,364.4,82.4,91.9,82.0,0.708,0.0224,0.3369,0.5578,多头,10.0,0.3463,False
2019-07-31,94,300516,久之洋,电子,0.8384,1.1971,59.4,99.2,97.3,90.8,0.75,0.0605,0.4497,0.8223,多头,6.0,0.167,False
2019-07-31,95,600161,天坛生物,医药生物,0.8384,0.0647,271.4,96.6,92.3,95.4,0.825,0.0259,0.3784,0.5724,多头,24.0,0.1497,False
2019-07-31,96,000915,华特达因,医药生物,0.8337,0.2603,50.9,64.1,88.0,81.4,0.642,0.0226,0.2223,0.463,多头,13.0,0.1055,False
2019-07-31,97,000536,华映科技,电子,0.8274,0.9191,62.0,84.7,95.0,75.5,0.45,0.0544,0.1564,0.6685,多头,12.0,0.0586,False
2019-07-31,98,300657,弘信电子,电子,0.8272,0.2465,30.8,96.9,91.1,90.7,0.617,0.0265,0.3449,0.5406,多头,19.0,0.4809,False
2019-07-31,99,002273,水晶光电,电子,0.8222,0.343,123.2,94.2,94.8,76.0,0.6,0.0227,0.3188,0.6613,多头,9.0,0.4097,False
2019-07-31,100,002036,联创电子,电子,0.817,0.1886,78.8,94.8,94.7,72.3,0.667,0.0282,0.3258,0.6583,多头,9.0,0.4614,False
2019-08-30,1,002157,正邦科技,农林牧渔,4.5392,0.1775,424.5,84.9,83.0,99.9,0.592,0.0419,0.6443,0.1119,多头,31.0,-0.0179,False
2019-08-30,2,600776,东方通信,通信,4.1689,0.3601,186.2,13.2,1.6,99.8,0.267,0.0453,0.1653,-0.4621,多头,33.0,0.2873,False
2019-08-30,3,002201,九鼎新材,基础化工,3.7143,1.2753,82.1,100.0,99.9,99.8,0.658,0.0715,2.0438,2.3529,多头,13.0,0.1946,False
2019-08-30,4,002463,沪电股份,电子,3.2871,0.1694,364.4,99.8,99.4,99.9,0.758,0.0399,1.1114,1.011,多头,48.0,0.3502,False
2019-08-30,5,002714,牧原股份,农林牧渔,2.7658,0.1136,938.0,96.8,96.8,99.8,0.667,0.0305,0.7325,0.4738,多头,29.0,0.2567,False
2019-08-30,6,300417,南华仪器,机械设备,2.6812,0.2989,20.7,99.9,99.9,99.7,0.842,0.0442,1.4259,2.0086,多头,14.0,0.1807,False
2019-08-30,7,600536,中国软件,计算机,2.6059,0.3229,365.9,95.1,98.4,98.9,0.5,0.0386,0.8827,0.6663,多头,9.0,0.2423,False
2019-08-30,8,002600,领益智造,电子,2.4459,0.342,143.9,97.8,86.0,98.5,0.475,0.0427,0.7944,0.147,多头,16.0,0.3832,False
2019-08-30,9,603000,人民网,传媒,2.3007,0.1606,221.4,82.3,17.9,99.2,0.325,0.0316,0.3854,-0.2259,多头,26.0,0.3464,False
2019-08-30,10,002481,双塔食品,食品饮料,2.2471,0.113,95.5,93.5,99.7,99.1,0.733,0.041,0.8931,1.3104,多头,16.0,0.0999,False
2019-08-30,11,300663,科蓝软件,计算机,2.2437,0.1226,53.7,82.3,99.5,99.3,0.558,0.0428,0.5466,1.1186,多头,22.0,0.3161,False
2019-08-30,12,002892,科力尔,电力设备,2.177,0.1585,21.3,99.7,99.4,99.5,0.758,0.041,1.0148,1.0617,多头,23.0,0.1249,False
2019-08-30,13,300702,天宇股份,医药生物,2.0836,0.6949,22.7,96.4,98.4,99.4,0.575,0.0331,0.5952,0.6489,多头,24.0,0.1815,False
2019-08-30,14,603882,金域医学,医药生物,2.0719,0.5861,138.9,99.2,99.3,98.2,0.75,0.0346,0.7771,1.0014,多头,19.0,0.2451,False
2019-08-30,15,002565,顺灏股份,轻工制造,2.0427,0.2782,76.6,12.2,47.7,98.4,0.392,0.0421,0.1949,-0.0987,多头,26.0,0.1587,False
2019-08-30,16,603186,华正新材,电子,2.0119,0.1435,27.1,97.2,96.2,98.9,0.783,0.0296,0.5868,0.4278,多头,24.0,0.4053,False
2019-08-30,17,603444,吉比特,传媒,1.9838,0.4694,111.2,97.1,98.4,98.3,0.692,0.0253,0.565,0.6593,多头,25.0,0.1886,False
2019-08-30,18,300552,万集科技,计算机,1.9548,0.3295,16.2,99.0,99.5,98.2,0.7,0.0374,0.798,1.0878,多头,15.0,1.1716,True
2019-08-30,19,600438,通威股份,电力设备,1.934,0.1823,433.7,65.9,93.3,98.9,0.567,0.029,0.3419,0.3054,多头,26.0,0.0506,False
2019-08-30,20,600604,市北高新,房地产,1.8697,0.1031,125.1,0.6,2.2,95.7,0.283,0.032,-0.0874,-0.4287,多头,30.0,0.1623,False
2019-08-30,21,300661,圣邦股份,电子,1.8599,0.3141,79.3,99.8,98.8,96.1,0.708,0.0424,0.9481,0.7717,多头,13.0,0.8057,True
2019-08-30,22,300709,精研科技,电子,1.8504,0.725,38.7,98.3,99.6,97.7,0.733,0.0369,0.7991,1.2158,多头,13.0,0.2255,False
2019-08-30,23,603160,汇顶科技,电子,1.8261,0.097,458.8,99.6,99.5,99.6,0.783,0.0396,0.8832,1.0767,多头,25.0,0.1423,False
2019-08-30,24,600183,生益科技,电子,1.8073,0.5962,552.8,99.7,99.6,98.3,0.817,0.0434,0.9604,1.1743,多头,24.0,0.2309,False
2019-08-30,25,300601,康泰生物,医药生物,1.7358,0.1704,201.3,99.4,99.0,96.0,0.717,0.0231,0.6566,0.8485,多头,11.0,0.2127,False
2019-08-30,26,600371,万向德农,农林牧渔,1.7303,0.282,31.3,54.3,99.2,96.7,0.708,0.047,0.629,0.9096,多头,14.0,0.0329,False
2019-08-30,27,002796,世嘉科技,机械设备,1.7192,0.183,48.6,86.0,92.7,99.3,0.625,0.0253,0.3608,0.2845,多头,30.0,0.1639,False
2019-08-30,28,300735,光弘科技,电子,1.657,0.3241,44.5,99.5,97.2,98.2,0.692,0.0432,0.664,0.5193,多头,22.0,0.1914,False
2019-08-30,29,000058,深 赛 格,商贸零售,1.608,1.4625,53.7,99.5,94.1,97.4,0.175,0.0614,0.6756,0.3306,多头,26.0,0.1544,False
2019-08-30,30,002916,深南电路,电子,1.5766,0.193,130.0,99.0,94.4,98.4,0.692,0.0321,0.5594,0.3471,多头,29.0,0.2506,False
2019-08-30,31,300328,宜安科技,有色金属,1.5357,0.4031,64.4,99.2,96.7,97.3,0.667,0.0424,0.6211,0.4674,多头,9.0,0.221,False
2019-08-30,32,603605,珀莱雅,基础化工,1.5347,0.1513,49.7,96.3,98.3,96.2,0.675,0.0297,0.51,0.6296,多头,33.0,0.1817,False
2019-08-30,33,600547,山东黄金,有色金属,1.5253,0.1847,807.4,99.3,98.6,98.9,0.608,0.0332,0.7402,0.7538,多头,30.0,0.0029,False
2019-08-30,34,002402,和而泰,电子,1.5119,1.3502,103.0,99.4,97.3,97.0,0.55,0.0404,0.7374,0.5228,多头,18.0,0.0796,False
2019-08-30,35,603707,健友股份,医药生物,1.4975,0.4133,127.5,98.1,95.6,97.2,0.65,0.027,0.6081,0.4045,多头,21.0,0.2705,False
2019-08-30,36,000596,古井贡酒,食品饮料,1.4919,0.1153,479.3,91.9,98.1,93.2,0.617,0.025,0.4408,0.6048,多头,20.0,0.0044,False
2019-08-30,37,600775,南京熊猫,通信,1.4727,0.1986,73.9,6.1,59.0,95.5,0.375,0.0385,0.1418,-0.0531,多头,27.0,0.2059,False
2019-08-30,38,603737,三棵树,基础化工,1.4528,0.1184,110.8,99.0,98.4,97.3,0.7,0.0319,0.6547,0.6532,多头,19.0,0.3928,False
2019-08-30,39,002568,百润股份,食品饮料,1.448,0.2597,67.0,95.2,96.1,92.8,0.642,0.0291,0.4638,0.4255,多头,19.0,0.4978,False
2019-08-30,40,000070,特发信息,通信,1.4412,0.5092,92.9,50.2,50.6,96.5,0.383,0.0486,0.2498,-0.0878,多头,27.0,0.2027,False
2019-08-30,41,002475,立讯精密,电子,1.4282,0.2177,1310.8,98.4,97.5,96.7,0.767,0.0311,0.5522,0.5409,多头,22.0,0.4469,False
2019-08-30,42,000603,盛达资源,有色金属,1.4063,0.2865,95.2,98.6,97.4,94.6,0.592,0.04,0.6345,0.5286,,,0.0604,False
2019-08-30,43,300397,天和防务,国防军工,1.402,0.4723,33.7,77.4,77.3,97.1,0.508,0.0343,0.3699,0.0557,多头,22.0,0.2844,False
2019-08-30,44,600862,中航高科,国防军工,1.3719,0.4848,156.8,95.5,96.9,96.8,0.633,0.0327,0.45,0.4916,多头,22.0,0.0291,False
2019-08-30,45,300012,华测检测,综合,1.3493,0.1242,184.1,96.1,97.4,97.9,0.808,0.0179,0.499,0.5286,多头,61.0,0.2073,False
2019-08-30,46,603079,圣达生物,医药生物,1.3488,0.133,13.1,92.4,98.9,93.9,0.725,0.0209,0.5558,0.8294,多头,12.0,0.2013,False
2019-08-30,47,000068,华控赛格,公用事业,1.3482,0.8499,53.0,92.9,23.9,95.8,0.242,0.0509,0.2181,-0.1933,多头,27.0,0.0171,False
2019-08-30,48,300331,苏大维格,电子,1.3344,0.515,29.5,84.3,87.5,94.0,0.617,0.0431,0.4403,0.1672,多头,21.0,0.2174,False
2019-08-30,49,603118,共进股份,通信,1.3148,0.561,84.2,91.3,95.9,98.1,0.65,0.0336,0.3887,0.4144,多头,25.0,0.461,False
2019-08-30,50,300657,弘信电子,电子,1.314,0.1544,38.7,98.9,90.6,97.2,0.592,0.0502,0.6118,0.2292,多头,24.0,0.1693,False
2019-08-30,51,300679,电连技术,电子,1.2967,0.2468,49.3,98.0,94.8,95.3,0.742,0.0455,0.4807,0.3641,多头,16.0,0.1672,False
2019-08-30,52,300127,银河磁体,有色金属,1.2947,0.3931,53.1,93.9,99.1,97.6,0.617,0.0535,0.6793,0.8763,多头,14.0,-0.0297,False
2019-08-30,53,300118,东方日升,电力设备,1.2807,0.4077,79.8,79.0,91.2,95.2,0.542,0.0277,0.3439,0.248,,,0.2416,False
2019-08-30,54,002729,好利科技,电子,1.2787,0.1468,26.8,87.2,98.2,95.4,0.708,0.0227,0.4662,0.6277,多头,6.0,0.0581,False
2019-08-30,55,300443,金雷股份,电力设备,1.2764,0.5717,25.6,86.6,78.5,96.4,0.5,0.025,0.2657,0.0635,多头,24.0,0.1102,False
2019-08-30,56,000066,中国长城,计算机,1.2733,0.4536,266.0,87.8,92.8,88.3,0.533,0.0358,0.4145,0.2859,多头,19.0,0.5725,True
2019-08-30,57,600195,中牧股份,农林牧渔,1.2688,0.5032,137.4,99.6,99.3,97.0,0.8,0.0447,0.7826,0.9182,多头,11.0,0.1169,False
2019-08-30,58,603218,日月股份,电力设备,1.2496,0.6255,26.1,60.6,93.2,94.8,0.542,0.0286,0.3061,0.3025,多头,24.0,0.182,False
2019-08-30,59,000021,深科技,电子,1.2402,1.2713,161.3,96.0,94.7,95.0,0.492,0.0519,0.4864,0.3554,多头,20.0,0.2495,False
2019-08-30,60,300119,瑞普生物,农林牧渔,1.224,0.244,34.6,92.3,90.6,95.0,0.667,0.0375,0.2903,0.229,多头,21.0,0.1768,False
2019-08-30,61,300285,国瓷材料,基础化工,1.2105,0.2402,159.2,98.1,98.8,95.6,0.792,0.0271,0.5849,0.805,多头,15.0,0.1259,False
2019-08-30,62,300628,亿联网络,通信,1.2018,0.0944,92.7,97.3,93.8,97.5,0.658,0.0257,0.4436,0.3208,多头,35.0,0.185,False
2019-08-30,63,601700,风范股份,电力设备,1.1796,0.1423,63.7,31.4,2.5,96.0,0.225,0.0277,0.0415,-0.4164,多头,16.0,0.1386,False
2019-08-30,64,600316,洪都航空,国防军工,1.1796,0.1339,120.3,88.8,91.1,96.6,0.6,0.0196,0.3333,0.2438,多头,24.0,0.0289,False
2019-08-30,65,002780,三夫户外,纺织服饰,1.1785,0.3123,19.0,7.8,93.8,95.4,0.525,0.0236,0.242,0.3211,多头,19.0,0.0736,False
2019-08-30,66,603127,昭衍新药,医药生物,1.1609,0.5747,47.1,97.5,91.0,96.4,0.567,0.029,0.4204,0.243,多头,28.0,0.2301,False
2019-08-30,67,002881,美格智能,电子,1.1508,0.6283,14.6,99.3,97.9,91.8,0.683,0.0617,0.5685,0.5807,多头,22.0,0.1648,False
2019-08-30,68,300322,硕贝德,电子,1.1502,0.2637,63.9,96.5,90.6,94.9,0.733,0.033,0.361,0.2289,多头,30.0,0.5896,True
2019-08-30,69,300570,太辰光,通信,1.1265,0.231,29.1,98.3,95.0,94.7,0.725,0.0427,0.4375,0.3671,多头,27.0,0.1945,False
2019-08-30,70,600529,山东药玻,医药生物,1.1125,0.2699,113.1,88.2,97.5,97.5,0.733,0.0318,0.3741,0.5422,多头,61.0,0.1933,False
2019-08-30,71,300686,智动力,电子,1.1091,0.5347,16.7,95.1,95.5,79.6,0.592,0.0399,0.351,0.3916,多头,12.0,0.1552,False
2019-08-30,72,603806,福斯特,电力设备,1.1076,0.1878,220.9,93.0,92.1,96.6,0.667,0.03,0.3692,0.2695,多头,30.0,0.08,False
2019-08-30,73,600523,贵航股份,汽车,1.105,0.256,66.9,91.6,97.6,97.4,0.675,0.0249,0.4682,0.5445,多头,24.0,0.0084,False
2019-08-30,74,603309,维力医疗,医药生物,1.0978,0.6759,35.9,54.6,97.5,93.9,0.483,0.0172,0.3246,0.5297,多头,9.0,0.0993,False
2019-08-30,75,002653,海思科,医药生物,1.0815,0.5772,96.7,99.1,98.6,92.6,0.717,0.0443,0.5174,0.7532,多头,12.0,0.2974,False
2019-08-30,76,300632,光莆股份,电子,1.0789,0.3646,10.4,91.6,87.5,94.9,0.667,0.0403,0.2899,0.1652,多头,26.0,0.3873,False
2019-08-30,77,600094,大名城,房地产,1.071,0.2873,162.4,39.5,92.2,90.2,0.575,0.0216,0.2638,0.2704,多头,17.0,0.1514,False
2019-08-30,78,002605,姚记科技,轻工制造,1.0681,0.2902,31.8,90.5,93.1,97.1,0.558,0.0274,0.3706,0.2916,多头,22.0,0.3838,False
2019-08-30,79,300581,晨曦航空,国防军工,1.0669,0.2972,12.9,98.9,96.8,97.3,0.675,0.032,0.536,0.4782,多头,21.0,0.2068,False
2019-08-30,80,002384,东山精密,电子,1.057,0.1029,237.6,97.8,88.7,80.5,0.667,0.0373,0.3572,0.1881,多头,7.0,0.2095,False
2019-08-30,81,300099,尤洛卡,机械设备,1.0542,0.1776,30.8,87.3,97.2,94.3,0.475,0.0396,0.3407,0.5189,多头,20.0,0.0645,False
2019-08-30,82,600025,华能水电,公用事业,1.0432,0.1671,407.5,86.7,93.4,93.9,0.7,0.0171,0.3042,0.3125,多头,22.0,0.0185,False
2019-08-30,83,600812,华北制药,医药生物,1.0286,1.5328,130.6,99.7,98.7,95.9,0.5,0.0568,0.7822,0.7705,多头,18.0,0.2606,False
2019-08-30,84,300516,久之洋,电子,1.0265,0.1256,65.4,99.0,98.0,93.7,0.717,0.0393,0.5305,0.5875,多头,11.0,0.05,False
2019-08-30,85,002129,TCL中环,电力设备,1.0218,0.8803,292.1,84.4,80.7,89.7,0.592,0.0425,0.2488,0.0901,多头,8.0,0.2204,False
2019-08-30,86,002241,歌尔股份,电子,1.0177,0.4173,361.8,99.3,94.1,93.8,0.658,0.0379,0.5093,0.3309,多头,12.0,0.6043,True
2019-08-30,87,603233,大参林,医药生物,1.0176,0.1964,48.8,98.3,99.0,92.8,0.725,0.0223,0.5552,0.8498,多头,9.0,0.0479,False
2019-08-30,88,603456,九洲药业,医药生物,1.012,0.8536,89.6,97.7,93.7,95.6,0.583,0.0277,0.4614,0.3194,,,0.2679,False
2019-08-30,89,002511,中顺洁柔,轻工制造,1.0015,0.274,172.8,94.9,98.5,93.4,0.842,0.0222,0.4054,0.6856,多头,20.0,0.0683,False
2019-08-30,90,002299,圣农发展,农林牧渔,0.9964,0.1251,304.6,76.3,68.5,95.6,0.542,0.0209,0.2512,-0.0053,多头,43.0,0.1094,False
2019-08-30,91,300572,安车检测,机械设备,0.9938,0.2422,44.0,77.1,89.4,94.1,0.558,0.0203,0.2909,0.2044,多头,81.0,0.1772,False
2019-08-30,92,002531,天顺风能,电力设备,0.9935,0.1489,114.7,93.4,88.9,94.4,0.525,0.0241,0.3053,0.1938,多头,21.0,0.1672,False
2019-08-30,93,300093,金刚光伏,建筑材料,0.9847,0.6696,22.2,97.7,95.5,91.4,0.7,0.0371,0.4645,0.3997,多头,11.0,0.2922,False
2019-08-30,94,000823,超声电子,电子,0.9844,0.223,59.4,94.1,79.8,91.3,0.583,0.0286,0.2603,0.0818,多头,24.0,0.113,False
2019-08-30,95,300569,天能重工,电力设备,0.972,0.2114,17.2,91.1,81.7,92.7,0.575,0.0253,0.2687,0.1018,多头,20.0,0.4858,False
2019-08-30,96,603936,博敏电子,电子,0.9668,0.6285,47.9,98.8,96.7,89.3,0.675,0.0404,0.5508,0.4688,多头,3.0,0.4006,False
2019-08-30,97,603721,中广天择,传媒,0.9579,0.0961,12.3,91.5,95.1,91.0,0.667,0.0204,0.3536,0.3727,多头,15.0,-0.0128,False
2019-08-30,98,600882,妙可蓝多,食品饮料,0.9544,0.3698,59.0,98.8,98.7,96.9,0.675,0.0304,0.56,0.7585,多头,22.0,0.0838,False
2019-08-30,99,300363,博腾股份,医药生物,0.9452,0.83,59.4,99.3,94.2,92.8,0.625,0.0491,0.4563,0.334,多头,4.0,0.198,False
2019-08-30,100,300151,昌红科技,机械设备,0.9366,0.8967,24.8,98.4,96.3,88.7,0.7,0.0487,0.4091,0.4348,多头,15.0,0.1055,False
2019-09-30,1,600776,东方通信,通信,4.3978,0.4143,195.4,39.8,21.1,99.8,0.358,0.0412,0.1238,-0.2773,多头,38.0,0.1111,False
2019-09-30,2,300220,金运激光,电子,3.3001,0.54,48.4,81.1,98.8,99.7,0.692,0.0386,0.7313,0.5552,多头,26.0,0.0158,False
2019-09-30,3,603222,济民健康,医药生物,3.2901,0.553,143.5,86.2,98.7,99.8,0.867,0.023,0.6534,0.5313,多头,13.0,0.2133,False
2019-09-30,4,601066,中信建投,非银金融,2.5872,0.4765,193.2,83.7,69.3,99.3,0.383,0.0333,0.2947,-0.0985,多头,7.0,0.3866,False
2019-09-30,5,300033,同花顺,计算机,2.4627,0.4643,265.0,78.3,29.7,99.4,0.475,0.0453,0.3662,-0.2427,多头,31.0,0.1494,False
2019-09-30,6,603000,人民网,传媒,2.3392,0.821,223.4,84.5,23.6,99.1,0.333,0.054,0.2886,-0.2674,多头,31.0,0.1403,False
2019-09-30,7,300579,数字认证,计算机,2.0811,0.568,27.4,98.7,90.4,98.3,0.55,0.0496,0.7124,0.1205,多头,27.0,0.1749,False
2019-09-30,8,603118,共进股份,通信,1.9653,0.4176,107.8,96.9,95.2,98.8,0.65,0.0474,0.6364,0.2696,多头,30.0,0.0,False
2019-09-30,9,603160,汇顶科技,电子,1.9178,0.4188,473.7,98.4,99.8,98.5,0.733,0.045,0.7722,1.0089,多头,30.0,0.0858,False
2019-09-30,10,603519,立霸股份,家用电器,1.8145,0.334,35.6,68.4,98.3,98.0,0.617,0.0291,0.3491,0.4577,多头,24.0,0.1698,False
2019-09-30,11,601519,大智慧,计算机,1.81,0.8336,179.5,95.7,34.4,99.1,0.4,0.0485,0.4488,-0.2271,多头,31.0,-0.0366,False
2019-09-30,12,300569,天能重工,电力设备,1.7897,0.6828,24.3,99.6,97.0,98.1,0.575,0.04,0.6854,0.3507,多头,25.0,0.0503,False
2019-09-30,13,000066,中国长城,计算机,1.7505,0.7532,321.8,96.5,95.9,96.9,0.525,0.0508,0.6016,0.2926,多头,24.0,0.3178,False
2019-09-30,14,603520,司太立,医药生物,1.7496,0.5052,56.6,97.7,98.3,98.4,0.608,0.0415,0.634,0.4619,多头,9.0,0.3511,False
2019-09-30,15,300014,亿纬锂能,电子,1.6672,0.4443,248.5,58.4,92.2,97.4,0.567,0.0504,0.3037,0.1554,多头,30.0,0.8545,True
2019-09-30,16,002733,雄韬股份,电力设备,1.6499,0.3223,65.7,35.3,20.1,97.7,0.4,0.031,0.089,-0.2833,多头,32.0,0.3832,False
2019-09-30,17,002575,群兴玩具,轻工制造,1.5473,0.7017,44.4,79.4,69.6,96.7,0.308,0.0253,0.0624,-0.097,多头,18.0,0.0239,False
2019-09-30,18,000070,特发信息,通信,1.4701,0.4348,95.7,65.9,81.5,96.8,0.417,0.0405,0.1953,-0.0124,多头,32.0,0.02,False
2019-09-30,19,300397,天和防务,国防军工,1.4634,0.5337,34.5,80.4,77.3,96.5,0.483,0.0474,0.3147,-0.0467,多头,27.0,0.3601,False
2019-09-30,20,002169,智光电气,电力设备,1.4358,0.8853,59.6,98.4,97.2,95.8,0.517,0.0472,0.5963,0.3733,多头,26.0,0.0153,False
2019-09-30,21,300709,精研科技,电子,1.4248,0.4259,32.9,87.2,94.6,96.3,0.642,0.0346,0.4251,0.2421,多头,18.0,0.8606,True
2019-09-30,22,300118,东方日升,电力设备,1.4158,0.5216,84.5,90.8,87.4,97.0,0.525,0.0401,0.3424,0.0573,,,0.1721,False
2019-09-30,23,300331,苏大维格,电子,1.4124,0.529,30.5,91.9,89.6,96.1,0.567,0.0375,0.3988,0.1006,多头,26.0,0.0507,False
2019-09-30,24,002791,坚朗五金,建筑材料,1.3508,0.3762,33.2,91.7,97.3,96.3,0.717,0.0286,0.4846,0.3768,多头,22.0,0.5196,True
2019-09-30,25,002273,水晶光电,电子,1.3187,0.4913,158.1,99.2,96.8,95.3,0.633,0.0436,0.558,0.3425,多头,19.0,0.2384,False
2019-09-30,26,002036,联创电子,电子,1.3149,0.4653,100.5,99.0,97.5,95.6,0.667,0.0437,0.5606,0.386,多头,19.0,0.3585,False
2019-09-30,27,000021,深科技,电子,1.2948,0.5583,163.4,97.3,94.0,96.0,0.433,0.043,0.4236,0.2053,多头,25.0,0.1265,False
2019-09-30,28,002777,久远银海,计算机,1.2721,0.5365,68.6,98.0,93.7,95.6,0.517,0.0377,0.5232,0.1983,多头,25.0,0.0484,False
2019-09-30,29,600155,华创云信,非银金融,1.2547,0.6681,148.0,62.5,17.3,96.0,0.508,0.0419,0.1801,-0.2946,多头,30.0,0.1374,False
2019-09-30,30,600864,哈投股份,非银金融,1.2424,0.418,143.8,39.6,46.4,92.2,0.475,0.0292,0.1403,-0.1888,多头,29.0,0.1952,False
2019-09-30,31,300306,远方信息,机械设备,1.2399,0.4042,18.7,97.6,95.6,94.7,0.542,0.037,0.4988,0.2785,多头,16.0,0.2061,False
2019-09-30,32,300085,银之杰,计算机,1.2318,0.5941,66.5,90.0,42.6,91.1,0.367,0.0444,0.2725,-0.1998,多头,24.0,0.1446,False
2019-09-30,33,603456,九洲药业,医药生物,1.2315,0.6131,99.4,98.3,97.2,96.8,0.608,0.0371,0.5213,0.3735,多头,5.0,0.1431,False
